[236.24495659 335.59805582],[276.62209136 330.40352516],[302.51587073 307.51080323],[323.67176811 284.17389479],[338.06193452 266.04467396],[278.53604759 261.25967904],[306.67623166 238.34699648],[326.53681285 234.00319012],[340.94552584 231.55569184],[259.02436071 248.29329446],[268.44714005 211.757203  ],[280.94605481 182.237754  ],[295.0695292 157.7094007],[238.53375506 244.68972287],[229.90293956 210.38455797],[229.50409959 181.14992842],[234.5323686  156.74478233],[222.03681298 251.77001954],[209.92676212 220.85905352],[205.56801542 196.35722069],[203.85742192 173.13993763]
[193.58403626 332.17637027],[226.34754983 323.76180656],[251.73682184 298.45526116],[268.59006112 275.89568011],[276.50245132 263.09999527],[216.34704568 251.36416966],[234.56130718 221.34588335],[248.66490315 215.92703086],[258.60956733 215.66344946],[196.83888628 246.9067879 ],[203.458604   208.15158033],[212.14117925 178.53643045],[220.14676422 157.07983965],[179.39837081 250.86810465],[170.40249429 217.82521113],[165.30296437 187.78755289],[162.41757661 163.98028884],[164.84338803 265.31970042],[150.00746726 244.08658163],[138.56761527 225.13307476],[128.97582969 206.29477092]
[190.38812928 318.55118287],[220.44986411 305.76682541],[244.81687327 279.94923271],[262.14274286 257.90355588],[267.21231629 244.1760093 ],[211.72897973 231.13839377],[231.79026084 200.0920213 ],[249.16270008 196.16736279],[260.06460749 195.98883976],[192.45977473 225.39229963],[201.57451485 188.02859435],[209.99724168 161.78846788],[217.71097255 138.98422923],[175.78499929 230.07825663],[167.38118814 197.21839797],[161.8001153  169.87520107],[158.65320228 145.37832275],[162.07764829 244.8574434 ],[148.74901955 224.44730432],[140.61652686 206.08563552],[134.41886487 185.37929626]
[181.95397341 306.6557046 ],[217.98026465 293.77223203],[242.56514006 270.95206197],[260.13034197 251.28088034],[267.29753535 238.27309795],[209.97624    219.22872198],[229.50660112 191.05635099],[244.09959526 185.22474837],[255.57237304 182.91339098],[191.33103995 214.21115678],[200.29404132 178.87569704],[208.15227491 150.20988618],[216.36580629 124.41534818],[173.81836753 218.61000927],[164.72717841 189.22834747],[161.4794067 160.3919936],[161.45221322 135.10475034],[158.3487459  231.64590086],[146.05987371 211.41162052],[138.89870708 188.89604396],[133.37652415 165.09978281]
[185.56099299 302.56939991],[215.83930929 289.24441998],[242.96857551 263.00245688],[263.55928679 238.66341281],[274.51508488 220.97173439],[211.34838239 213.37787314],[233.9933402  180.97825864],[252.00518973 184.30632325],[265.24839275 191.16862513],[193.20494436 207.04920429],[202.48397751 166.34651865],[211.57782323 135.54044631],[220.15190961 108.71601791],[175.9729805 211.0562859],[165.06139687 174.62604505],[159.09849222 145.37959837],[157.44879673 120.3285279 ],[159.98447896 225.31881527],[145.04726291 198.8802754 ],[135.98761149 177.88201731],[129.3178277  156.98845975]
[190.65446089 301.29116925],[227.44400363 286.37328914],[253.36890117 261.70986556],[273.41303847 237.61899888],[283.36489571 219.55180173],[218.97052799 205.65957185],[243.43508798 176.96825815],[260.66576414 186.54764006],[272.05918086 197.61958459],[200.76276237 200.12088331],[211.79192509 160.38057999],[224.80398139 132.78048793],[237.12431018 109.33416364],[183.33719003 204.5550075 ],[172.78012488 168.70785419],[170.24162038 138.83387552],[171.40455103 112.86884587],[167.90657395 219.76729853],[152.84751703 193.40141341],[145.01094594 171.3913431 ],[139.04236966 149.38534504]
[190.53995551 293.32098725],[234.15020473 278.28737295],[262.83612377 256.73714002],[285.18682129 234.78656376],[299.30691456 217.98625025],[224.60489704 201.03353049],[250.83115658 175.64304234],[272.14293448 187.34504523],[286.64795212 201.60146886],[203.36540977 195.18768305],[213.88355738 154.47944193],[227.2380578  123.02513415],[240.92717634  98.28518945],[185.75638124 200.03628443],[175.38351769 163.59683758],[173.41097001 130.48617676],[176.65229049 104.44630714],[171.79682424 214.07446122],[155.99054156 187.21981659],[146.19051682 163.44675249],[138.86757652 139.70918985]
[199.16622684 296.83898663],[239.29416214 281.32588502],[268.58943081 256.46774079],[292.44097316 232.93799203],[305.70408163 215.01252537],[231.85828791 197.3603963 ],[259.55060736 171.92358371],[279.07301648 186.33906128],[290.68133084 202.49071352],[211.18644167 191.27071837],[225.6196213  148.79743835],[240.66181083 118.09191411],[254.55186373  94.54946193],[192.60642662 195.65900978],[184.00132602 155.82909117],[180.28487079 121.75893757],[180.81932525  94.84854755],[177.23489654 211.70908596],[161.10257261 184.91680328],[149.53978559 161.55923644],[140.90675994 137.59998842]
[208.25638956 289.36101469],[249.89881276 274.0007904 ],[277.22441062 250.91986827],[298.08368414 229.43057408],[311.2759158 214.4733534],[245.4191691  194.78692259],[270.57377644 168.02011911],[288.59506531 178.41751968],[301.68340139 190.12692592],[222.96047734 187.83291494],[234.42189509 145.41861157],[246.39276262 116.04786358],[259.51083623  91.81285736],[203.28114797 191.42254488],[194.03576668 153.88572443],[191.55769062 121.67580181],[194.77714126  96.04034986],[185.53728347 205.01809683],[168.85264687 178.6141071 ],[159.62930894 154.34303443],[153.93707274 128.7595105 ]
[220.27679977 294.34288374],[252.05645375 282.3108375 ],[283.24758508 259.06337243],[308.50698797 233.77542055],[322.16732824 213.68800258],[255.31714539 200.68376212],[284.24052532 176.94466193],[301.99890174 187.14186436],[314.59340747 199.02087334],[234.28996437 192.75659231],[244.79062197 149.86115768],[257.00134526 114.4396737 ],[271.40710926  86.77073363],[216.23711184 195.5230336 ],[204.49723599 160.49182095],[199.89223266 124.16974389],[201.16830173  94.43369555],[201.18020178 208.80719429],[186.67623031 184.09470529],[176.25439203 159.23811055],[170.01353659 133.78506981]
[226.28361129 286.42705198],[265.29017099 275.04152837],[292.53686535 254.24571304],[317.45563036 234.5333345 ],[336.02378888 220.67465764],[263.44211264 200.00405092],[292.23927787 175.0882045 ],[313.6014774  180.16739994],[329.08949346 187.89731038],[243.4347307  191.77163737],[255.12504676 150.87427343],[269.49238446 119.03429833],[284.76956785  93.57690879],[224.68729781 194.71811753],[215.86116669 160.53991155],[214.03509113 126.14161047],[216.94166485  97.2014691 ],[209.73166616 206.53814292],[197.00153415 181.2664078 ],[188.83647967 156.01850414],[182.22221091 129.03380741]
[240.0750876  283.19547382],[279.30304058 270.27476101],[307.1580137  249.09805986],[329.94170139 233.67604798],[347.59091926 224.69252342],[276.49899709 192.02988031],[305.32041016 168.49022242],[324.6592571  182.03075189],[338.3060052  197.39425104],[257.13740112 186.05906671],[269.30020371 143.56207562],[284.04237402 115.26840205],[300.59241787  93.20285063],[239.60182191 190.41860048],[229.59207064 153.82390568],[225.73172733 121.44851448],[229.6956037   95.74529101],[226.60405346 203.61229759],[211.44445359 180.21469063],[202.30317543 158.84723604],[197.56026261 136.13228855]
[246.90904351 282.80970409],[284.88216289 271.71543308],[316.65326287 252.36799652],[341.77199777 236.25149357],[360.32684994 225.65374688],[282.73139944 190.54904146],[316.85864661 168.9597024 ],[339.07594555 183.77113533],[353.97870283 200.68180081],[265.57247024 184.75005427],[280.5938687  142.75995737],[298.18026977 114.08642559],[316.18912271  90.53810119],[249.38721753 189.92423759],[239.62540669 151.33997826],[240.21133275 118.02851188],[246.37933576  91.07364418],[237.61287544 205.23505233],[223.86541585 178.78998956],[217.31895671 155.6381636 ],[213.55560764 133.67352531]
[253.04931573 280.24556109],[299.8559107  264.74503818],[329.94437458 244.93572204],[357.33524465 229.91750374],[379.36344635 222.9959608 ],[300.86250165 188.43282498],[338.05283751 176.75847033],[362.33839323 192.3077235 ],[372.96841454 204.39899742],[278.804414   185.02351401],[289.66337257 135.10162488],[310.94084989 101.98016438],[327.74939165  82.99181165],[258.92631626 192.24811838],[252.0117134  146.65599906],[262.02895327 109.94100719],[273.03143496  84.07783815],[245.89072395 210.66555225],[238.74631127 185.24852788],[236.00988947 168.97682457],[235.12045705 154.45813751]
[264.42064457 288.39331004],[311.36820775 272.64433346],[349.93171299 249.71256398],[378.45775003 231.10104785],[397.50736573 219.26001364],[315.7289269 190.6260621],[355.31486381 177.44936379],[383.04131126 191.58695075],[396.84652355 203.19920095],[294.50441216 185.26096934],[308.53754929 135.23283934],[326.49296328  89.35047531],[343.70060274  57.66599541],[274.83335108 190.79371777],[270.66360478 151.21154424],[273.04189216 108.07225753],[277.91227273  77.54671238],[258.93314056 206.46786104],[250.29759636 183.95270589],[246.23910913 163.22095357],[241.55814568 146.32230104]
[282.08538021 271.3603556 ],[329.38900577 253.80088125],[366.05661464 238.58234089],[394.38251325 220.95572341],[414.3797037  210.85051132],[332.68334638 181.64135697],[368.82339242 172.58129648],[397.42801587 181.10334154],[412.38963971 185.45949875],[310.33856919 176.69214083],[320.32760057 129.51656787],[340.17085916  92.32716629],[355.13480799  67.26578235],[293.66764683 182.29237833],[286.7727525  143.48577695],[297.77804759 103.64520161],[307.2208923   74.39687798],[282.06618074 199.04471017],[271.145411   174.53871337],[270.61478703 155.38008699],[269.93012054 137.59161057]
[316.4989008  254.20581372],[359.13191705 239.47023855],[386.02971749 227.75665387],[412.63329257 220.28621138],[432.59842571 217.85009191],[353.42369393 170.35797737],[380.21010447 157.50809006],[407.47130706 162.76100688],[427.02110969 169.79968147],[337.01989888 169.28475986],[342.62218586 130.41538923],[361.57191574  98.23625923],[379.46393648  74.94703185],[322.61469004 176.15994429],[307.38325549 140.59117036],[310.26393966 103.10541057],[318.05429968  74.7055976 ],[314.79611729 190.93137784],[300.33400612 161.54654077],[295.96187945 137.51797765],[293.56973927 117.09339836]
[324.59890661 270.04083348],[364.53468103 256.13646737],[395.99738493 242.60307324],[425.2932821  227.60128376],[448.79884989 216.83907775],[367.52361606 178.09611626],[400.02900384 173.11143821],[421.81621728 187.85308048],[434.03077225 198.74939826],[351.80106709 167.26755362],[364.94067356 131.8279412 ],[385.82477476  99.71377127],[404.40333588  78.78720362],[337.25280904 169.11113109],[326.08037367 134.8706401 ],[333.66290702  96.03623297],[344.031708    65.82768144],[328.57823782 184.80237578],[315.76184403 155.70983459],[311.91045763 131.45608682],[312.22228364 107.79234577]
[355.29335955 246.90919837],[393.1613821  239.81641586],[421.49970493 227.17315422],[446.1370128  216.09008426],[467.07911461 218.03716111],[388.72532244 167.11081934],[418.65120406 155.17564885],[445.84196974 170.34885209],[463.91229011 186.64628475],[372.06777287 161.26935114],[380.63558424 119.20578498],[398.20201442  88.19657576],[414.91142146  66.16900336],[356.88502211 166.21912596],[346.19525795 129.18139453],[345.57625449  93.57772449],[350.80726301  66.84200541],[347.64026675 181.30589785],[337.34914463 152.67345376],[332.25305956 128.80935732],[329.33760135 107.60901266]
[371.62407436 235.06642395],[412.27829353 231.25017423],[436.28644858 223.42717734],[459.90951273 219.53364812],[486.98951177 216.11613715],[407.68424297 163.3407098 ],[428.8706834  156.56296927],[451.29188679 177.60553235],[466.03010605 196.34456112],[390.20209795 156.92158946],[398.28796907 113.58530782],[417.64432195  88.31396084],[436.45386287  69.23271843],[373.89000179 160.20695181],[361.17720771 120.32021336],[365.70149543  89.31208269],[373.35838833  64.11484809],[363.3866075  173.11379672],[353.64079067 145.35322124],[353.17493827 122.34441186],[352.73135575 100.6243018 ]
[384.32371448 237.62150802],[417.4615132  232.23505195],[440.98139634 217.89542899],[466.40215169 212.51863555],[490.94945243 214.86120748],[412.28347688 158.20370976],[436.99559913 144.22229651],[463.30335989 158.56763078],[483.26475898 173.16884998],[397.83300821 152.85322279],[405.31400991 104.73842658],[421.31062983  77.59501532],[440.40754435  56.51112235],[383.6317398  157.10398955],[377.13243673 116.35622319],[380.14024753  86.86409822],[388.05780382  63.24364283],[373.47010722 169.09578277],[366.21937477 139.82068457],[364.08745761 119.06752946],[364.65162933  99.40548227]
[406.48078238 247.82133995],[444.0855959  235.93797803],[470.50754621 224.54545333],[498.11885254 219.08338448],[521.59389653 214.24498003],[440.17890139 167.69412989],[461.16020876 156.50022122],[484.28881868 180.63311265],[501.54196626 204.78922574],[424.78772717 158.57983596],[434.31314618 111.15284049],[455.30272262  83.26428772],[474.88383505  60.91777162],[411.33658113 159.10665742],[399.14556268 115.55383786],[402.73911694  85.44021608],[411.57860564  61.4256785 ],[402.89107318 170.28105488],[395.29315388 140.162093  ],[394.05967039 118.65626642],[395.69769996  98.6129799 ]
[430.25417896 257.94793065],[477.72995748 246.16584863],[505.9714442  231.52634409],[530.43807782 218.52413278],[548.39723484 205.71879117],[475.87518181 175.16450345],[509.3491613  170.10097564],[533.5497302 191.7212493],[547.66376751 206.50722889],[460.38426094 164.19985629],[471.63666034 119.92974378],[491.15572334  92.42367388],[507.10364437  72.67373237],[445.76567874 165.57149227],[435.04757624 121.95585545],[441.80007801  91.06919391],[450.38673416  68.02451924],[435.77339642 179.30305677],[427.42324285 146.58353957],[425.57719293 124.75186   ],[425.3071973  103.28658742]
[472.81772787 245.71931751],[497.91871725 240.94652137],[511.20149223 216.63668313],[535.19672631 206.49083325],[558.27877287 207.23507835],[485.22765822 160.90803644],[506.36190969 144.98831686],[529.28412136 142.85807308],[546.5130632  138.22787411],[475.3865895  153.34080803],[487.68924158 116.31143549],[504.09901906  94.87282083],[521.15590216  77.35763072],[466.61871708 157.22234108],[461.60451545 120.6136497 ],[461.79555     94.06882948],[467.04696656  73.24292559],[460.06052903 169.50963152],[445.97399395 140.63155474],[440.87066005 121.17623524],[440.40346653 103.24307927]
[479.59546752 243.21373077],[513.91045165 233.28559688],[532.06884191 212.27178748],[554.45738143 206.95607701],[574.13528924 208.50873336],[506.78121191 150.38668948],[529.34050033 137.36722856],[555.79199599 140.71447611],[577.70280313 143.34565202],[494.328167   149.99410075],[502.27879673 107.61967157],[519.34525691  81.24871613],[536.55175807  60.94536119],[481.06229788 158.97222099],[478.3791092  119.81851675],[481.49262635  84.54873677],[485.98578795  56.24383717],[474.43422426 176.28474946],[472.52166669 151.59357101],[471.70224655 130.4560665 ],[471.65848515 109.27966349]
[501.7747179 268.7278069],[537.23689826 255.01745398],[561.91025439 230.80975869],[585.08188493 218.2377239 ],[603.4263051  212.07868365],[534.8320931  173.02353048],[564.92175139 162.10852792],[587.76319626 175.95546425],[600.2733776  189.64783796],[516.3993704  165.99970402],[523.14370697 116.98474895],[537.02567289  85.01962303],[554.28761431  61.41767056],[501.9916133  169.29759646],[500.76095319 123.95021926],[504.77888834  87.70869805],[514.49636795  59.1977477 ],[491.89029775 185.1247801 ],[495.28013513 151.33142821],[499.65707305 130.04824288],[505.65737864 110.9746072 ]
[497.97401558 269.34101786],[510.37169746 230.58484484],[524.54841563 212.75179801],[541.02800248 204.55262265],[559.17657271 204.34049146],[502.9771143  175.60533595],[520.21261678 133.82567467],[533.43586193 102.56420116],[540.98754481  76.54375792],[511.06476953 179.40042341],[526.76121426 128.60798554],[537.88892655  90.78477379],[546.81833986  61.06461934],[519.87262867 192.83497757],[544.13402186 154.29216151],[559.44334416 129.06363499],[568.99216805 111.19910257],[531.91323842 207.13558598],[548.91746566 191.29160178],[560.38194017 185.23352396],[568.65880816 180.41224501]
[482.47252401 282.34801769],[496.03737765 247.61984607],[514.64644338 224.45913148],[539.12871842 215.89633012],[556.07128034 211.08585733],[491.64978333 180.59551908],[503.4917612 136.4410003],[515.51546823 102.24272515],[523.60872299  75.71092477],[496.92670173 186.21485113],[511.5658838  134.02031798],[523.50457087  95.67287561],[535.70315205  63.48219861],[502.99818014 200.83993677],[529.85228504 161.78753955],[547.0099897  136.84615181],[558.99367128 117.53898375],[512.37004532 218.18708585],[537.3584222  197.33765922],[554.42800988 192.53844511],[566.6231764  188.17037304]
[470.3959256  289.72028407],[503.04487452 264.88104516],[525.16510657 240.31320419],[546.8064631  228.19154679],[568.22237991 226.2842957 ],[496.08490632 180.9458344 ],[517.46720778 147.48490719],[535.79662915 128.73013983],[549.4435279  114.12464886],[483.96797967 177.73402926],[495.66531541 129.85987382],[506.97289497  98.96761381],[518.95476451  68.16982919],[476.55278832 187.31968421],[487.25512492 145.96466761],[494.24236632 112.25902898],[502.85195011  81.37501056],[471.84985938 204.26332687],[479.61005955 172.11345204],[484.74881032 153.51207051],[491.07053275 135.65154644]
[453.50423448 257.32216089],[481.10612293 238.76999823],[490.56277592 213.88321188],[508.97879235 202.95183544],[526.89870769 204.76922531],[472.39102252 166.07913918],[493.03989364 141.55582658],[511.99663656 126.99910438],[528.91951189 113.71383619],[461.88704328 164.32426724],[472.2850211  127.31457589],[485.67743858 103.88166932],[503.02003073  83.89576497],[451.75714015 174.22459462],[451.57406512 140.51708547],[454.15928244 115.68422578],[463.60682325  91.70455807],[446.21530091 191.47268792],[439.66746543 165.99378621],[436.10174386 148.66968216],[438.31029016 131.35418142]
[428.17216656 256.13076808],[456.72666118 243.74353689],[473.29287927 226.18222748],[496.20244154 222.64189201],[517.91840136 229.20322466],[454.63854787 169.31278231],[475.53966939 148.7389952 ],[495.88043289 148.21354816],[512.43518954 150.663609  ],[441.89271516 169.06473306],[450.49448398 125.13000554],[462.06082684  99.52926674],[478.70195729  79.90634757],[429.44245179 178.39130986],[426.67834659 135.87272005],[426.49870903 107.00445813],[433.63000265  82.42316376],[418.7670431  194.63637805],[408.70438886 163.96055059],[404.20265493 146.17851318],[406.71966267 129.91579006]
[404.40128047 264.66154912],[441.10673679 244.99774849],[465.59954619 229.04318497],[491.45047655 222.39181869],[510.31332789 218.61701134],[438.42242172 184.38949792],[461.98406439 170.95171233],[479.96521905 190.61792203],[492.34864397 208.53385014],[422.54990192 183.12578488],[436.43883147 133.85034063],[455.65547618 107.93068469],[473.3432418  90.076738 ],[409.03185225 189.766068  ],[401.54174513 143.13554954],[406.74156617 114.09893844],[416.54417505  91.5654933 ],[401.29163632 204.33202543],[387.15214962 167.9692602 ],[383.65493882 146.15516968],[384.62256751 125.30224399]
[378.88307499 252.00358264],[412.3314885  250.60544824],[438.69373251 239.41730021],[467.51279319 234.53792712],[490.01445387 234.91265938],[413.07904583 177.2617154 ],[438.04499535 169.02743249],[458.28945866 189.85739987],[473.64629696 210.80343327],[395.6421226 169.783304 ],[407.10976553 127.27408899],[427.33548698 100.97995813],[449.13478658  80.61447528],[379.73546453 173.06458516],[374.06713273 134.75311257],[377.92767161 104.71392306],[387.19682085  81.07731586],[369.61479607 187.1213463 ],[363.07504327 158.07581292],[360.45652921 137.06760916],[362.31139645 117.85993826]
[355.7116472  249.83278559],[390.43494423 242.66813505],[413.5458826  228.43201205],[440.15626487 222.71615902],[463.98340865 227.5966724 ],[382.45340288 174.15348158],[409.19792594 152.85407503],[430.34201126 160.68808175],[446.12811348 170.98953839],[368.30807691 170.1392583 ],[377.18162218 127.83141293],[394.8626903  101.69772897],[413.59270722  80.41769467],[355.11342874 175.9698342 ],[346.19615107 140.73772773],[346.50252754 113.46080074],[352.48839174  92.70921093],[347.59973012 190.10617898],[336.67018968 162.242553  ],[333.4139789  141.41323588],[333.76332753 123.16714457]
[306.37697665 271.0419956 ],[354.83854231 262.72761269],[383.91665953 252.21147754],[411.93677911 238.25546036],[431.47034218 229.64666526],[367.08543975 189.34596219],[404.24441623 188.11355879],[427.23126566 198.91843508],[438.28184112 198.05245402],[345.93108551 183.13413426],[354.93006055 136.80643648],[370.84437139  98.92571461],[380.29411629  63.00388003],[325.76093346 189.90079484],[317.5544457  144.69142597],[327.05639493 103.41101542],[336.82204283  65.94985281],[310.25372883 209.24846274],[303.39745636 182.57484393],[299.96731939 168.87464584],[297.1692485  154.81208618]
[292.71550097 267.83986383],[333.85349405 262.52918794],[361.32019684 251.42505864],[389.44088641 239.84963747],[412.71194085 234.17798365],[330.53461436 194.3915093 ],[362.60144636 173.58066313],[387.66008881 182.71682389],[404.6592646  194.61079565],[313.8563281  189.53828367],[322.65233538 142.67611924],[337.52496087 110.53838728],[352.8251261  87.0726938],[297.89966159 193.82088835],[288.00367706 152.84706504],[286.94245292 124.77150899],[289.07207321 105.78058207],[287.36893346 204.71914936],[277.50787324 176.88206882],[271.92278956 158.43739767],[266.35857123 145.26438893]
[259.62610704 283.67668288],[307.39974446 275.14989118],[336.66268796 256.94001993],[366.68508302 234.80273828],[390.70149941 218.79269789],[311.62976534 201.11323082],[348.27729918 180.47706535],[371.9119978  187.29617133],[381.85592326 192.74773008],[289.01107918 193.94094647],[297.91381519 144.69167427],[313.55292408 104.87840734],[324.74623769  77.69243995],[266.28888653 197.90093579],[256.1779177 158.8949388],[259.94001281 123.37898646],[264.37413338  97.93664809],[248.19650967 211.52823977],[238.98137056 191.04781444],[236.64282985 177.34555161],[232.68232836 166.29429436]
[259.88036925 283.20589446],[297.36583021 271.95864844],[327.18252812 258.45590378],[351.02868971 241.62945043],[367.90774025 231.28592119],[290.11222341 201.93782626],[319.43216579 178.4160633 ],[342.09082966 185.14476761],[361.18040459 193.46034664],[272.83216827 195.38134166],[283.90299518 153.53110736],[296.76329065 119.78232526],[314.29745262  95.57125448],[257.96199187 198.30759038],[244.15089341 164.48131857],[238.90122231 136.18128367],[243.24270215 115.996342  ],[249.19429134 210.08991121],[232.51043177 190.29969582],[222.70064618 173.35535495],[217.57976901 156.54177171]
[242.75036184 287.12406637],[280.80814845 274.86658484],[308.38291433 257.54300825],[332.19441344 243.87612981],[349.7827795  237.88875963],[277.82358902 206.40196426],[303.79826978 184.50760652],[321.98243431 190.61351249],[336.74418841 200.13892461],[259.27413748 201.3216055 ],[268.26322069 160.23825731],[282.16653629 130.95700452],[297.93175351 106.74847131],[242.31226757 204.58090823],[230.84594927 168.20161969],[230.63665491 138.03864823],[236.67950018 112.92329761],[229.82861255 215.47959795],[212.84174276 188.04631903],[205.4237623 167.3452665],[200.34423296 146.22961683]
[222.97499799 305.81193509],[268.3945335 280.2351711],[293.52016433 259.19403571],[319.43595542 240.77412355],[334.97903103 228.34399618],[269.71403961 205.44507961],[298.79035993 191.26075505],[317.49298771 206.16471285],[324.03945893 217.4443881 ],[247.04275485 205.37990607],[252.55716605 156.05541311],[269.46590433 118.56781671],[279.7213344   88.13211099],[228.16156554 213.02451985],[216.35641167 173.91461012],[220.85885521 129.477659  ],[224.86814017  90.81414759],[212.87118219 233.93850621],[195.32611105 210.7408055 ],[186.08193642 189.61077492],[176.87137067 164.54900196]
[214.8057615  297.38463739],[248.08966826 285.68033763],[275.49925211 263.03411761],[298.6606912  246.08874339],[312.65536032 232.86700488],[247.78007001 206.57990467],[272.68609937 182.91095958],[291.53048284 198.37842605],[303.28162203 215.27059551],[229.1678996 201.1955609],[239.41680889 160.65395837],[250.30914626 134.04751002],[261.28420602 109.62626167],[210.52092197 204.154126  ],[200.13170899 167.76868208],[194.8570457  137.43985215],[194.82714175 110.12271527],[193.60251183 218.14477408],[180.18055904 193.90317736],[169.63285871 171.69272927],[161.99783647 146.8249898 ]
[186.34480408 296.32142421],[223.76521983 285.89106182],[249.78875699 265.82565849],[268.82086368 245.68976205],[278.84919651 231.36845763],[218.7438891  213.19866875],[245.97948407 190.60466885],[263.25191579 201.68634235],[274.81174112 216.03433039],[199.74283819 204.41749032],[209.75005174 167.71380237],[221.7630708  141.06085772],[233.27983543 119.11168416],[181.3545819  206.20925831],[171.83603051 174.26778865],[170.08533433 144.7059043 ],[172.49198077 120.5375504 ],[165.56314762 218.53818013],[150.64819005 195.48153839],[143.32791739 174.02684386],[137.72288561 152.4958103 ]
[174.59738192 300.72463672],[209.08856379 287.32930391],[237.65145721 268.95128053],[257.44543347 247.98993773],[261.51392881 229.03352135],[210.4741089  212.76630251],[232.01777587 185.00999614],[245.30422553 188.13078958],[254.74771276 194.17850325],[189.62878218 202.88225322],[201.50211328 167.24244423],[212.83854287 138.2771089 ],[224.68757402 113.84232947],[168.77330665 205.77197072],[163.50812359 173.082535  ],[164.8847063  143.46350839],[168.97112519 117.98527963],[149.24810474 219.31567239],[137.10742208 195.45577429],[129.89078863 173.78855918],[125.56695285 150.66736139]
[161.31834808 307.63228987],[204.33000769 290.17048331],[227.29208441 271.75958284],[243.92397576 251.66133096],[253.12606033 234.45837085],[194.20528856 217.98395408],[212.14948284 193.23687911],[227.00979472 187.7392919 ],[238.08060564 186.13783672],[172.48188965 212.67855792],[185.58087928 178.83783751],[201.80182324 149.93587014],[214.24777445 125.37625479],[152.37564636 217.78600621],[140.70691243 185.73599509],[141.05083001 151.47489348],[141.98502044 122.46339382],[137.47412794 233.10968003],[122.88943495 209.28123021],[114.60532157 185.02381231],[107.40440852 160.0244278 ]
[148.97009103 310.66502148],[188.59489044 295.17123433],[213.74360421 274.58745505],[233.33502627 251.84882302],[243.6959386  233.50213908],[177.79377422 223.94810544],[202.72960574 194.68494529],[220.17642459 183.42297368],[230.84485907 176.88193022],[157.24414495 217.79432481],[169.01288856 180.38848142],[181.50910051 150.47240806],[190.4673696  127.31715842],[139.8732729  221.61579654],[131.08240872 188.55467985],[130.26526446 154.91333792],[129.74967455 128.46676929],[124.9995063  234.10430961],[109.50125393 210.17544033],[103.36725654 185.76048339],[ 98.70451593 163.00329585]
[149.08467838 303.24845564],[188.60405841 289.21130194],[212.56041796 269.70357658],[231.1728457  247.80018704],[240.33753737 228.62344168],[179.46599619 219.98080666],[201.71000413 195.49013682],[215.74800523 190.20475086],[224.61218054 187.89180971],[160.67568937 212.54224647],[173.22490222 178.50176543],[185.0051918  150.77004204],[193.96956217 127.86413963],[143.56610732 214.74203554],[136.73356265 182.80102311],[137.19027431 151.71094414],[137.88784955 125.87242939],[128.64391824 226.56256733],[115.30199968 202.81861711],[108.49623578 179.01919988],[103.67299398 155.73182203]
[162.58693485 292.28687162],[196.21667618 277.34998831],[218.73723407 259.63910478],[236.38267495 240.41159893],[243.72610244 223.79673146],[188.92648338 209.75156772],[212.04175058 184.50828691],[227.06112578 183.91034171],[235.6939908  186.79957744],[171.80414642 203.43552927],[185.83460746 171.02832828],[196.84065331 148.3204252 ],[204.39414651 130.6529798 ],[156.29015558 207.12326063],[150.17842976 175.08709351],[148.64889206 147.39873419],[147.83390698 125.19307684],[142.81446834 220.43739888],[130.07162531 195.95947377],[122.62755714 174.78851856],[117.00163863 153.95016522]
[170.40980848 288.62374548],[201.39445639 278.01779597],[225.13890516 258.82776929],[243.68003788 241.216504  ],[251.26435114 225.41925997],[198.21085834 208.84929039],[218.60009952 183.12745477],[231.23848885 185.18913692],[238.96248347 190.06761874],[182.36713863 202.64335908],[194.44403542 170.41509208],[202.95237117 147.90664642],[209.26695955 128.25098562],[166.94155038 205.96517706],[160.97443743 174.34667369],[160.00381476 151.56863933],[160.76463747 130.95216344],[152.57496893 217.51224062],[140.6106431  196.10945093],[135.45237471 179.01202116],[130.73788459 158.99089592]
[188.90632533 295.1490632 ],[215.53234188 288.46436847],[240.09353203 270.58588556],[258.61440266 251.22911977],[267.20796989 237.67112296],[216.1240078  222.27789258],[238.4660025  199.45241056],[253.95400861 202.32450466],[263.78873755 208.93443838],[200.23455603 214.55489642],[208.8705463  182.56209933],[218.39378607 158.2552054 ],[226.86775151 139.28195851],[185.06852719 216.31529851],[177.3776916  186.89704126],[176.93745212 161.64317087],[178.72929154 141.06588884],[171.18740082 225.83540972],[161.58378024 204.30481482],[157.47656411 184.79491824],[154.84848708 166.37199879]
[210.10608246 301.85764792],[238.13416235 290.14089963],[259.11161314 269.66392947],[276.97496255 255.02841868],[289.92912251 245.10200494],[230.98346023 223.49745783],[249.61456957 205.43173076],[268.52408876 208.43517201],[279.10435754 214.40395985],[216.534363   219.89852222],[220.64903845 188.86267342],[230.71417494 166.75944553],[239.49816748 150.45637204],[202.91865579 224.1706659 ],[192.42769754 193.31526497],[191.78903531 170.49903707],[193.0801503  152.54171526],[193.49530109 237.81065486],[180.7227628  215.40313563],[175.61707072 197.41105995],[172.14550747 178.61879343]
