[254.18976659 318.31015989],[288.41137275 311.66634403],[311.25388472 287.14028272],[328.01199899 268.44476252],[345.61948986 254.36805374],[284.48386507 245.92417528],[295.82839089 213.12409155],[303.10940406 192.12138515],[307.69622013 174.14356628],[262.89396296 242.29141814],[264.44291995 205.48586469],[267.36807694 179.96230533],[267.71957721 158.69650916],[241.95457728 245.67057373],[236.7496589 213.3663674],[235.18417017 190.33035477],[232.45121501 170.88920642],[223.97484883 254.65919978],[212.53070691 232.63878747],[206.54240685 217.81178994],[200.48358285 203.44381702]
[472.60558816 417.62753186],[509.76454215 409.82158131],[539.56401045 380.63244063],[559.40789299 358.23384227],[579.21175461 351.7226718 ],[501.93913197 330.23800055],[514.08206609 286.02482452],[520.71554297 260.87965445],[525.69028845 241.75969111],[476.49831966 326.06463241],[479.31288205 277.72042805],[484.3189922  247.47800374],[487.35294791 227.24440189],[454.29247384 332.79482666],[445.20642647 290.8115376 ],[441.49260033 261.46555512],[439.48658778 240.34845561],[435.88889764 349.18290032],[418.38582527 320.34103613],[409.34719006 300.62496692],[401.81360206 284.33304767]
[465.89375514 407.20353697],[501.16270662 401.13938528],[530.48734561 369.93957764],[548.79412721 345.49801605],[564.51612301 334.55069019],[494.42188989 322.84795839],[504.47449432 279.13042168],[509.89707378 255.92650755],[513.68906383 239.31792911],[470.05952538 317.48983578],[473.46808014 270.44999132],[478.56235154 241.69201158],[482.71278231 223.36252043],[447.70352738 323.11528463],[438.30736836 281.28651269],[435.32585406 252.51941946],[435.12520752 231.15299145],[428.86105783 338.17566474],[412.10052597 308.9168049 ],[403.76009769 289.63468305],[397.61129197 272.26575115]
[456.4516541  388.79851549],[487.42368555 386.89624299],[514.52897603 361.88491414],[532.0049409  339.79207663],[549.81656538 328.83893918],[484.18580102 314.58983539],[494.52096619 273.95233243],[500.41383847 250.23156058],[504.8774797  233.68910721],[461.06565108 308.76718685],[463.4134879  264.85092956],[468.79832358 237.53648861],[473.02065335 218.84777359],[440.27095483 312.79471684],[432.39537519 275.69406688],[428.67027972 249.14509361],[426.51569794 230.18349429],[422.66050406 325.40676947],[406.43272144 299.94110177],[398.14608699 282.52970129],[391.22156541 267.75645437]
[439.20663478 376.55438513],[467.53463064 372.63736246],[493.88468355 345.73363056],[511.43339853 322.12470447],[530.55780607 313.10976019],[468.63225469 302.00176392],[480.77285238 266.68851404],[487.04983637 247.68199377],[492.00126151 232.08666113],[446.27769336 295.75919902],[449.51661731 256.80903273],[453.86080363 232.60638609],[456.79189871 213.06976342],[425.69103656 299.17615893],[421.17898515 263.24205832],[418.11443363 239.92785458],[416.39404364 220.10108953],[407.50160381 310.68237825],[396.78927977 284.88745258],[391.48737738 269.4763368 ],[386.77505252 254.00069964]
[419.72833697 357.0906532 ],[450.92640165 351.04586889],[476.37506493 328.65276899],[494.33058681 310.40439422],[509.16327913 303.0238191 ],[452.2417883  286.31143213],[463.96413926 256.26210115],[471.23312134 238.79792967],[476.36394882 225.15060403],[431.65425748 280.1338565 ],[433.89490393 244.90512336],[437.00830476 223.31567232],[438.17317061 207.84235985],[412.39598571 283.89272139],[406.7455504  250.18294489],[403.96058868 230.16966481],[402.65339013 215.8034584 ],[395.60072129 295.55171229],[383.8401558 271.7268441],[377.74097613 258.27707678],[372.57712367 246.63289187]
[410.47809062 344.97474699],[437.79983885 340.23574297],[460.15645914 317.59767967],[476.98253163 298.74783702],[494.07315289 289.07401783],[436.50014561 284.20835791],[448.87414903 252.66221407],[454.83063096 234.41226141],[458.98605359 219.49022155],[416.7121951  278.36211686],[421.66433182 243.38886601],[424.65289144 221.36867839],[426.59760549 206.04935035],[398.77755195 280.30246303],[395.69630301 248.58309438],[394.0183015  228.50524343],[394.04798752 213.63223428],[383.34805972 288.81628277],[373.47871935 266.87049309],[368.14457641 253.73654282],[365.04674982 241.32641945]
[396.33202288 333.9560235 ],[422.95940436 331.22081347],[443.71016327 311.46422342],[458.2498039  294.91487257],[473.90947495 286.31348906],[422.59683999 277.19512988],[434.74288931 248.97829851],[441.11577514 233.14035818],[444.89560729 221.41986639],[404.73332002 272.30531174],[409.03523254 240.35445437],[412.15564124 221.03247061],[414.40917526 207.84054711],[389.11744593 274.02017123],[386.68778097 247.07290065],[385.79309314 228.04861114],[384.77322774 214.37029505],[375.25896214 281.59461534],[366.36171715 263.51943251],[360.878001   249.79034743],[357.05384576 237.15873144]
[389.68111857 328.94853167],[415.56572416 326.85102322],[435.77790367 306.9440058 ],[449.70167596 292.23436966],[464.25991971 285.11112659],[417.11269253 272.90123051],[425.55249311 249.04638196],[430.24197157 233.35373979],[432.76313805 219.98207061],[400.22979499 268.7915589 ],[401.19576272 238.3482928 ],[403.38970489 219.07408606],[404.65499659 205.3563833 ],[384.54039144 271.78763344],[380.25954314 244.56690397],[378.57284949 226.57321387],[377.24527605 212.44394833],[371.15006478 281.19631936],[361.15600189 262.36281227],[355.55266841 250.65605627],[351.00239782 239.28360656]
[381.55964587 315.18535845],[407.0724189  311.61095814],[426.34796572 294.67840634],[440.77378231 281.59941979],[454.65653162 270.75212434],[407.62222817 264.07691323],[415.79621653 240.43425215],[421.36531819 226.08800149],[425.01207775 214.87730126],[390.84829018 260.67592755],[392.26169713 234.32713316],[394.12904547 217.07194255],[395.56313669 203.26720195],[376.1116962 262.6139479],[373.35014018 239.87992996],[371.9988974  223.10793433],[370.98210642 209.71925817],[362.8078727  269.00881771],[356.00151887 252.79855066],[351.31923091 240.83640626],[347.57675458 229.54893154]
[377.80260251 304.94578878],[402.11215663 298.96146765],[419.83221697 281.56396479],[431.99846277 268.54242864],[447.05626302 259.15166521],[401.7958711  251.32895573],[408.18127444 231.52255604],[413.42660552 219.30780132],[417.45763514 208.7955078 ],[386.7031916  249.20764754],[385.72971059 225.36349119],[387.15529086 209.33244712],[388.71054649 195.78533634],[372.19206581 252.55397033],[368.29457389 231.21531469],[366.71146609 215.39389786],[366.20707064 202.03213134],[359.78804666 260.51025357],[352.34379437 245.13891421],[347.97948976 234.65208597],[344.36028949 224.51479085]
[371.37137874 287.74489741],[392.64245123 287.46825532],[407.10541903 271.79202819],[417.3963994 260.0403396],[430.88984645 253.46791847],[392.64569336 246.79058265],[400.45935024 227.35730572],[405.40175209 215.18974354],[408.68051799 204.45760735],[378.38164398 243.11352534],[379.41190622 219.78287027],[380.09971172 204.07391634],[379.92770156 191.12098107],[365.04258188 244.52787384],[362.43563135 224.67691675],[361.08432556 210.11025557],[359.68915802 197.85516044],[353.46744542 250.55177913],[346.34103595 236.47183255],[341.77401041 227.25842691],[337.05366605 218.25899261]
[361.29503182 275.52748181],[381.02652318 271.57337665],[396.30235212 256.62505127],[406.31917378 245.360454  ],[416.0690756  238.64045855],[381.13799408 231.75829336],[386.98074729 214.53565402],[389.81884883 202.34534928],[392.41413912 191.59191336],[367.43996345 229.68642262],[366.90077425 208.7593954 ],[366.62389848 194.31496403],[366.6109043  181.02634871],[354.22816769 232.21278077],[349.85652957 213.62253607],[347.72364527 200.20194015],[346.75397247 188.35572651],[343.43681197 239.12865071],[335.39307214 225.37915586],[330.78201889 217.40004473],[327.12646003 209.42186975]
[342.05235919 268.26317478],[360.84125969 264.30558052],[374.90819484 247.91392241],[382.37887348 235.03683644],[389.49182297 225.56781533],[363.06017061 226.24599007],[366.34946321 208.60995484],[367.25171265 195.76917307],[368.5987839  185.28288336],[348.24940886 223.71953002],[348.30075631 203.98403307],[346.90473258 189.83837026],[346.16484186 177.91222249],[334.86700383 225.20274499],[332.16998534 208.00052011],[330.27866435 194.77186385],[330.00601092 184.09474426],[323.84506611 230.02244214],[316.16047008 217.99916545],[312.59542219 210.19835076],[310.74715771 202.08706124]
[322.56720427 266.63384534],[341.54042426 261.00847112],[352.49909311 245.65854344],[361.87655571 235.23705146],[373.5065233  227.52810016],[338.08385151 222.06332751],[343.2174342  204.11520146],[346.47262331 193.89148579],[348.81713864 185.69696015],[326.51163681 220.95906399],[326.0632745  201.15417792],[324.49845162 188.50648094],[323.41025296 178.30378462],[315.149327   223.91872356],[311.92235355 205.4352971 ],[309.64199573 193.43316692],[308.36125699 184.2164183 ],[304.74851515 229.84716259],[296.59824888 217.65556532],[291.64631763 210.33101495],[288.10506798 203.65784897]
[302.43418773 264.73620228],[321.26864225 259.35484924],[333.22707118 245.89906621],[341.49450698 235.35186017],[351.29671156 227.4356389 ],[319.24873276 223.86826681],[324.73973895 206.46930448],[326.99352486 195.07933901],[328.69512791 185.34989082],[307.23128716 222.65361588],[306.86618477 202.90856798],[305.48468864 190.22259789],[304.87158702 179.40174082],[295.40690727 225.20702871],[292.05575035 207.76393617],[288.87233053 195.52647714],[287.374508   185.36428919],[285.41047926 230.51371536],[277.29200019 218.50987268],[271.85402684 211.42197706],[268.03820587 204.50169029]
[282.85253275 264.47411155],[299.08736875 257.99425963],[311.22819635 244.21217596],[319.26019729 233.68031044],[328.45075083 225.36164796],[297.99733523 222.07276284],[302.35662395 205.46449573],[303.41071085 194.19218344],[304.06776348 184.02524058],[286.71312343 221.00842421],[285.43783406 202.14281469],[283.83093665 190.07441115],[282.83256542 179.09813471],[275.46427657 223.80219985],[272.0251877  207.26607258],[268.72462841 196.14489802],[267.01662567 186.23186548],[265.90328915 229.54917402],[257.14423503 218.78739743],[251.85922299 212.38139233],[248.236262   205.09898059]
[255.00909437 260.95278863],[272.44163892 253.78037178],[284.23868542 240.79741335],[292.58224268 230.32569195],[301.50520655 223.95512825],[270.85045059 220.95268902],[274.72624404 204.44734673],[275.06513972 193.34702743],[274.94548419 183.51630642],[260.05780753 220.07792988],[257.69802007 201.52769909],[255.6247373 190.1146818],[255.28015562 179.21309741],[248.31707397 223.20966246],[244.22089835 207.97315054],[240.43324803 196.68307889],[238.55899605 186.2834742 ],[237.89098582 229.83098394],[229.32659038 219.97619471],[223.31621443 214.27412903],[219.14832261 207.65737035]
[237.37895299 260.30658934],[253.42953446 253.68389696],[264.31714312 240.65418711],[271.4413617  229.62014117],[279.79607872 220.76202009],[250.59125849 221.40821984],[253.009407   205.18308188],[253.24513531 193.71656125],[253.39572471 184.3805015 ],[239.20038068 221.65785989],[236.90723792 203.09657323],[233.82585644 190.86140509],[232.35855214 180.39797173],[227.97704401 224.79562438],[223.59012535 208.7780664 ],[219.11930087 197.3793906 ],[217.0657411 187.8091478],[218.39402012 229.77408115],[209.6558242  219.23303722],[203.71685818 212.87177719],[199.93671747 205.84211908]
[222.95036836 259.20243764],[238.41931737 253.15400612],[248.06076192 238.57429013],[254.53785    227.30437044],[261.25002639 219.57731388],[232.51792488 219.46083293],[234.88459945 201.89675588],[235.75152895 191.69426009],[236.01602366 183.60662485],[221.46311534 219.02808181],[218.49053853 200.08095013],[216.62371436 188.33516325],[214.98430512 178.75364413],[210.60764542 222.46121239],[205.19522142 205.76991305],[201.58888792 195.16814292],[198.97611347 186.31714259],[201.94781416 228.97882311],[193.37609694 218.17157432],[188.62919315 212.1840312 ],[185.13071254 205.96790917]
[221.70987759 254.7231006 ],[237.85178873 248.25441014],[245.68918021 232.99686423],[251.64050537 221.01749179],[259.60496472 212.42334856],[231.176278   215.62329005],[233.06653942 197.00325435],[234.66167437 187.80323983],[235.62825981 180.31107163],[219.65725888 214.90314109],[216.68025143 195.17542561],[214.77378822 183.84226613],[213.31386939 174.43974915],[209.08963266 217.84003532],[204.10633397 200.0461395 ],[200.72369573 189.57959212],[198.39447855 181.28361012],[200.15559483 223.52745714],[191.13514399 212.12891573],[186.06882864 205.89648591],[182.14965441 199.91125412]
[234.16371921 243.05158348],[250.36205116 235.97235345],[260.6615968  222.55546618],[268.09891503 212.76135122],[274.96530419 205.02003541],[245.64898461 202.30267072],[248.82762614 186.04901516],[249.80038643 176.07786329],[250.26524614 168.08221017],[234.83141592 201.51495182],[233.05263508 183.53031102],[231.17192027 172.19611272],[229.71207839 162.34060587],[224.21817554 204.47444347],[219.83068336 188.72862957],[215.96941753 178.21110437],[213.56188043 169.40483708],[215.47815195 210.44866539],[206.54669357 200.04759557],[201.45171609 194.25028492],[197.93412789 188.52373383]
[250.5306335  219.10924972],[267.44675835 212.58384247],[277.86603218 199.57689381],[285.1690655  189.93289931],[291.93940855 182.04056582],[262.38321453 179.94277849],[265.54548996 164.89459637],[266.32185624 155.11718279],[266.53090036 147.35307643],[252.01127536 179.32098385],[250.20624713 162.0230275 ],[247.43234455 151.02210822],[245.51222213 141.62327962],[241.93552112 182.22501476],[236.86513952 167.38500526],[232.28383289 157.69534527],[229.56987071 149.68778821],[233.45818763 187.69412027],[225.02857202 178.1470645 ],[219.48624843 172.94599701],[215.60887868 168.09642592]
[258.04851507 203.23231035],[275.3008169  197.64269494],[287.75185304 185.35815073],[296.06194125 175.64537823],[302.48982112 168.09855078],[271.66534613 165.11233898],[275.17384635 148.90883945],[275.95190281 138.81926404],[276.57690362 130.39445134],[261.82828639 164.28339957],[259.34521598 146.49716398],[256.31481384 136.18771152],[254.61544942 126.8966496 ],[251.57307278 166.80154614],[246.42254889 151.22107569],[241.59835255 141.31651269],[238.42408805 133.32600777],[242.34017808 171.49556772],[233.32863898 161.89364763],[227.46103829 156.49705452],[223.27650292 151.25931603]
[275.95876972 197.65597564],[293.27182364 191.6168481 ],[303.00573586 178.06346033],[311.10727692 167.31411503],[319.44174069 158.98965154],[289.39864453 155.75711135],[294.15670002 140.04411858],[295.3736314  130.62423333],[295.66060901 123.76192206],[278.87998772 154.73598705],[278.15409785 136.48275259],[276.13891579 125.85433697],[275.3762476  118.13688586],[268.55821902 157.12924647],[264.50288785 140.77189585],[260.93865846 130.20498922],[259.35014108 123.06363522],[259.31252587 161.82505894],[250.39715686 151.17541197],[245.26431708 145.09841229],[242.51680761 140.04338466]
[299.37969867 188.14514762],[317.20560833 183.72563355],[326.62233113 169.28327737],[334.45719434 158.29228473],[341.77331209 148.79076347],[313.4399164  149.06107612],[318.19616902 132.51374041],[319.36921226 123.36496614],[319.65670211 116.89628734],[302.9084748  146.83632392],[302.83924163 128.35824819],[301.33128646 117.4419971 ],[301.52826077 109.37280891],[292.7860981  149.12599418],[290.11167966 133.110067  ],[286.65052445 122.65439038],[285.51073017 114.29920704],[283.66381416 154.98616799],[276.40826333 145.3124004 ],[271.02723877 139.19593192],[267.49663202 133.351209  ]
[319.4827581  177.30924933],[337.58874742 171.77672771],[348.21715743 160.43683244],[355.75263527 151.702142  ],[362.09528033 144.84644555],[335.08867356 140.89712454],[339.0582804  123.38859675],[339.65469806 114.05191229],[339.89703661 107.41771638],[323.75408811 139.54875434],[323.46611071 120.25413966],[320.99819098 110.07614195],[319.11897563 102.1699387 ],[312.33717935 141.61008522],[310.61163151 123.78478019],[308.5042479  114.06924313],[307.29916249 107.09538757],[301.9752882  146.09672143],[295.80653566 134.60668977],[292.0803414  129.06620525],[289.62148344 124.60683654]
[332.53187316 168.09068102],[348.17900198 164.42174258],[358.64028087 150.8432688 ],[367.49786597 139.83003639],[375.67797061 132.43456035],[346.16560378 133.23337549],[349.56227732 116.52612861],[350.89500106 106.31792617],[351.69894183  98.20069685],[334.96562181 131.59782788],[333.93065962 113.26232082],[332.75490453 101.47762847],[331.935489    92.77486669],[324.41167741 133.4343786 ],[319.64770339 117.79079875],[315.9037526  105.98200356],[313.811826    96.13681242],[315.64933746 138.86305109],[307.12689327 127.71539746],[301.47640376 121.90983925],[297.22819062 116.23167199]
[339.20233062 163.44918386],[355.77503469 158.55262809],[365.63017579 145.61437801],[372.81852084 134.99326387],[379.84612535 126.78885091],[350.88056268 127.04339021],[354.51709961 110.60520064],[356.53680356 101.48911821],[357.4296499  94.162784 ],[340.2999417  126.01034765],[338.84570074 108.71769786],[337.859359    97.53235718],[336.6800067   88.40441732],[330.09171291 129.2311087 ],[325.91114763 113.77683774],[323.18007286 102.73809236],[321.11143814  93.52755772],[321.08627713 135.95698523],[314.28341641 125.70944658],[309.81901079 119.33001996],[305.76524974 113.04727679]
[347.77880458 157.60350903],[362.26470585 152.46606758],[372.08213631 140.02156728],[379.06205313 129.23347407],[388.05203627 120.55870212],[359.27115005 121.95762399],[362.00151506 105.496504  ],[362.68678088  95.10933331],[362.6497557   86.51938874],[348.9296766  121.59207791],[347.18912204 103.36725587],[344.54659661  91.20901036],[341.63709125  81.51652708],[338.64781086 124.57561721],[334.80647452 109.67287988],[331.28684357  98.60195608],[328.47929815  89.53458809],[329.48572309 130.30580715],[322.13907922 119.46482925],[317.6619116  112.75843968],[314.08422947 106.19651834]
[352.95983941 152.41569002],[367.08953206 146.84027072],[376.60223826 132.69793002],[384.55653429 121.92782596],[393.34958091 115.30429237],[363.49589511 114.50873717],[365.50422164  95.79408108],[367.03715912  85.95456167],[368.11568903  78.91224946],[353.37707309 114.47093405],[352.68207203  94.35383209],[351.07969028  83.67826473],[350.39764284  76.79135453],[343.94432668 118.11872562],[339.5318186  101.61876631],[336.05451622  90.88080663],[334.16567188  82.88577473],[335.69751281 124.69371071],[326.91329451 113.47706303],[321.40017857 106.83116923],[317.33666585 100.56582439]
[361.62272475 141.78434969],[377.57114111 138.09105959],[384.85754898 126.91802431],[390.38010998 116.19145339],[393.92434372 107.03232392],[373.85165067 107.17138242],[376.51317554  88.51819848],[377.8991141   78.69118003],[378.92463451  72.28392261],[361.93241658 105.39247429],[359.84682258  86.32321577],[357.50487955  74.33387228],[357.10267058  68.16656558],[351.17490573 108.52053018],[345.54893933  92.11927628],[342.2133476   82.18624607],[341.46419931  76.95736083],[342.37915566 114.99728897],[335.04250939 103.64670064],[331.21225464  96.53056482],[329.07096927  91.81222422]
[372.95988897 140.26978506],[389.88832173 133.23296837],[400.15766136 118.33664535],[408.06817121 106.79914772],[414.83034584  98.70406943],[386.16936232  94.67195604],[390.90313837  77.66108498],[391.8088596   69.74806427],[391.21177571  66.38932772],[374.36005046  92.45759667],[373.2140989   72.42588127],[370.81986556  63.55895104],[368.89804025  59.65784544],[363.44834664  95.21780277],[357.98032328  78.90566298],[354.29947745  71.02076434],[352.35158416  66.77623755],[353.78278591 101.93216008],[345.71452295  91.31413038],[342.48849987  86.55240434],[340.79582448  83.51957907]
[385.45603879 132.71216544],[403.89795299 126.8619747 ],[415.53097497 114.26466976],[423.91512059 104.02729509],[433.62391492  95.55671911],[402.46117598  93.1258897 ],[406.47711237  76.48426771],[408.44132249  66.11780631],[408.88840024  57.87829044],[391.2827386   91.06475025],[389.25455462  71.67250589],[388.13689322  60.06969693],[386.95575541  49.96523534],[379.66871648  93.07119202],[374.35815451  76.70509437],[370.56282644  65.49142485],[367.86776627  56.12512969],[369.38816168  98.46367723],[361.64264988  87.29341396],[357.65224153  82.48495172],[354.62144163  77.89816155]
[393.36392775 126.16476363],[412.73928177 121.51757878],[424.65882224 107.69396037],[433.23494369  96.70924301],[441.09283928  87.91609568],[410.81849854  85.39791281],[415.36181985  68.61996644],[416.63054945  57.88764728],[417.23216392  49.20078966],[398.87831424  83.48393477],[396.14652773  63.94517757],[393.6512317   51.84034032],[392.18034145  42.49873145],[386.87584322  85.64441929],[382.46559285  69.54234286],[378.45990747  58.39783331],[376.3223043   49.87464801],[376.33504724  91.47970421],[367.98116886  79.50432651],[363.0957602   72.62996754],[359.73792835  66.91417472]
[407.63345644 118.53021541],[424.42281027 114.9700792 ],[435.95702404  99.67676827],[444.09215237  87.45839636],[454.26756231  78.51900038],[421.16737907  80.26536324],[425.00112577  63.60822797],[425.48428898  52.37139488],[425.07523783  43.03042789],[410.35770974  78.88140185],[408.8446532   58.76242479],[406.96403082  46.19565205],[405.39692715  36.35574898],[399.30902184  81.53226254],[394.31780781  65.27488242],[390.41502607  53.09967043],[387.35154577  43.0393315 ],[389.99751332  88.07770823],[382.21540613  76.46415123],[378.51843152  68.82301708],[375.3659747   62.03601924]
[425.97014208 115.8275008 ],[445.02008343 111.36368187],[456.12667494  97.05361163],[464.9718931   86.26647085],[473.00422368  79.33557151],[443.05626958  75.64101517],[447.0719757   54.93256949],[447.08782506  45.16555583],[445.74714258  40.68208787],[431.05813433  73.30508346],[430.25186595  48.40289978],[428.76795012  37.34865324],[428.11760632  33.0687963 ],[418.25146804  75.13029634],[414.52064829  54.02461465],[412.26469961  42.25141596],[410.8721847   35.52694748],[406.25963067  80.84125674],[396.31369599  67.89031643],[391.34703379  61.87094057],[387.72725578  57.74928109]
[438.17701848 114.86850678],[459.51030777 106.64622811],[470.50280245  93.80882906],[479.56796989  83.20773947],[487.05962954  73.41332251],[458.37329481  75.79663472],[463.77839521  51.92011807],[464.9362099  40.8774505],[465.62746873  36.01471425],[445.0888435   72.92370859],[447.41927153  47.08277209],[446.66866392  34.74383873],[447.36662569  29.52540547],[431.72021109  73.35055151],[431.44039448  50.86094433],[429.64116024  38.41370719],[429.25984451  31.75144993],[420.46918744  77.31606912],[413.33099709  60.86852745],[409.50715277  52.52939156],[407.93014378  47.40497085]
[455.92647234 106.04227776],[477.9512066  100.26501427],[489.91445649  84.86524135],[499.0201565   75.13997776],[506.87057952  68.68064156],[475.92248305  63.93330205],[479.97508786  44.55101586],[481.82079255  36.47238964],[482.43356619  31.83292859],[463.55954385  62.8676137 ],[463.85518669  39.99325943],[463.05130833  29.47200174],[462.03705438  21.15485125],[450.35428139  66.27601247],[448.74816515  46.77835994],[446.28513421  36.05106376],[444.55746512  27.50863096],[438.5692499   72.69367396],[432.57321986  59.27631117],[428.79552259  52.19976093],[425.46405427  45.79173563]
[475.50450951 100.25401842],[495.07618732  95.41150339],[507.75250828  82.67855888],[516.52378513  72.25014587],[528.07524259  61.68182698],[494.45697481  58.78066111],[498.48504731  41.29106738],[499.57529715  28.19304465],[500.0018147   16.31666589],[482.26897522  58.00211901],[480.50500816  38.92483794],[479.42410038  24.38577782],[478.61608773  11.57184557],[470.34995371  59.87982704],[465.80204923  42.94431395],[463.4102622   30.21978203],[461.49203649  18.87489041],[460.44145661  65.06629184],[453.53278121  52.93852899],[450.08211699  44.94931076],[447.42947785  36.40771386]
[489.44600911  91.74341173],[510.40085399  86.86230224],[523.66311407  73.71199435],[532.64869975  64.25013889],[542.92747066  56.15705009],[509.61376747  50.30245768],[514.04007883  32.49447071],[515.6607869   20.52176084],[515.82262224  10.2855905 ],[497.50789552  49.32915274],[492.41565041  29.0651671 ],[491.50719414  17.84271564],[491.22472368   8.4312347 ],[484.84740818  51.98722643],[478.4586484   33.62638415],[475.56854729  22.06076548],[473.63312029  12.69316705],[473.65110667  58.1975568 ],[464.94150442  45.84078083],[461.27624678  41.10947385],[458.17221429  36.4345796 ]
[501.20735425  89.37319336],[523.04920203  85.6906415 ],[535.45837294  71.53567362],[544.78038571  60.73410271],[554.06659354  50.62157679],[518.89763993  46.88630593],[524.14770703  29.00565839],[527.0123004   17.96750691],[527.89523461   9.75538224],[506.53063072  44.93142875],[505.921711    25.23295739],[505.43146238  11.97071175],[504.73160579   2.97063988],[494.60081461  46.49808345],[490.37641059  29.41056285],[487.46529586  15.77991682],[484.83864038   6.24987396],[484.65400323  51.62537503],[476.37150446  39.4434886 ],[471.79296167  30.4429284 ],[467.77426002  23.08621256]
[512.42913209  88.5299368 ],[533.66612514  84.27510141],[548.0385377   72.60657108],[557.71444254  60.18394914],[566.61611651  47.68255651],[537.40004907  39.85718796],[538.49056215  17.37160341],[538.80686725   6.42807028],[538.17526675   1.05988954],[523.17532622  37.44330373],[518.64908098  15.61509722],[517.00982851   6.8456446 ],[515.9226847    3.78135077],[508.79513473  39.44420429],[503.26248918  18.60483059],[500.67258065   9.59186676],[498.71848992   6.46128831],[496.61182562  45.02694518],[487.86351469  29.13511241],[483.34497879  22.28722744],[479.948733    19.37139645]
[521.62145789  83.6283635 ],[542.88973949  80.36954427],[555.35149172  68.32781376],[563.603159    58.35470828],[573.13169694  48.11189549],[542.00669535  38.0257262 ],[544.16376481  19.04165614],[545.02059824   8.53346462],[545.23856434   2.19553778],[527.87942224  37.07423456],[525.10988974  17.28111756],[521.47413044   6.32715125],[5.18615634e+02 2.49440267e-01],[514.55776862  39.6771724 ],[509.11854034  21.98046722],[504.66011619  11.724854  ],[502.13904683   5.04256713],[503.20079926  45.41492898],[495.1359871   33.46496391],[490.31658943  26.97436249],[486.93844742  22.04329348]
[545.08758187  77.15169961],[565.97190102  71.84853552],[579.24272702  60.80915786],[587.25598284  49.1704709 ],[596.49871216  37.34424433],[563.58227169  30.25935189],[568.21475266  13.96669249],[568.78457542   8.62562191],[568.34543955   7.78551892],[548.83109825  28.84909383],[547.97469004  10.46577176],[545.20777049   4.67852249],[542.04649756   4.48230382],[535.0409678   31.66615762],[532.37449517  16.57298533],[528.53125377   8.84327416],[525.02614648   5.267787  ],[523.65758972  38.14257406],[516.08285481  26.99588912],[511.28987181  19.41450522],[506.81666999  14.31342244]
[557.88170712  77.85061092],[581.40613805  72.25920987],[598.79188488  62.33836861],[610.48775184  50.39308587],[617.35496747  38.80143671],[583.63255084  29.73496911],[588.17927173   9.98200786],[587.20575829   7.50856586],[585.95773534  11.60416964],[567.33740282  26.08659484],[570.12396428   6.7422925 ],[566.95018704   2.57541177],[564.41497838   4.4686271 ],[553.00563705  27.86260393],[553.22466124  11.0586145 ],[548.7190574    4.13620856],[545.76873005   3.24800403],[540.49098117  33.25371172],[536.36207253  19.33435979],[531.48995785  12.68399076],[527.05646028  10.23760121]
[556.54544949  75.65476943],[579.13327768  73.49117891],[595.51008973  62.79633215],[606.5901789   52.41760818],[618.5530853   44.12076776],[584.68863034  31.85400171],[589.4084264   18.84767076],[593.28658291  12.63523802],[595.79682042  11.91073855],[569.84667701  27.47892598],[572.75661069  12.92049765],[575.60438356   6.37084399],[575.9438545    5.92940197],[555.25973898  28.39334258],[556.22982257  16.20801694],[557.80208454   8.11498171],[558.72890845   6.68293723],[541.09560448  32.75540557],[535.80313093  21.43952871],[532.68571879  13.46311956],[530.14633882   8.77654743]
[532.15117057  84.1844458 ],[552.5153019   75.57157579],[568.747867    63.89620301],[581.60628007  52.73847648],[593.94646812  44.06680655],[557.88254428  35.84647439],[561.2122971   15.06594537],[562.40945992   6.26705542],[563.06556312   1.88936835],[542.66505815  31.24190453],[543.71998207  12.29730317],[542.29971102   5.59588179],[539.45522036   2.65127694],[528.02953283  34.08622868],[527.20523532  17.43886976],[524.58888861   9.35988037],[521.46430445   4.65823524],[514.98281308  41.53894172],[510.07776184  28.28192866],[506.66731615  21.36857363],[503.7708351   16.33502393]
[500.35607862  91.35366299],[523.10934958  87.34089623],[539.21123194  74.08244457],[548.88609234  61.33098433],[561.58327691  49.55375984],[534.51607448  39.44121444],[536.26159237  16.95451216],[536.09672904   8.80932412],[536.08475081   5.363537  ],[519.026591    36.88557795],[513.73625055  17.26380449],[508.3384722   11.99119292],[504.44212643  10.85843963],[503.80110702  38.31488187],[495.5193088   20.32641454],[490.71265342  16.89823939],[486.96992799  18.33118798],[491.41466822  42.6433489 ],[483.83265588  29.09748497],[479.85488074  27.16022776],[476.70050001  28.34085218]
[463.11347811  89.9180055 ],[488.40985688  90.85890147],[503.34269947  78.29026766],[513.05982055  66.62849689],[523.83600353  60.54289532],[495.68006322  60.71971367],[500.66760082  37.91999998],[503.63538051  25.24546364],[507.7956916   13.34920721],[483.96899368  56.55693881],[484.14717707  33.19526754],[487.35762122  20.33119381],[490.27094981   9.58266426],[470.92786     56.17821004],[468.21631181  36.25069167],[471.61593651  25.28121768],[473.57680873  16.89935105],[458.2166149   57.12368481],[452.36927741  44.03647694],[450.20807071  38.84481847],[450.67204667  33.21615412]
