[257.50275972 381.12071998],[292.46227235 376.13647893],[300.76675849 359.56449712],[279.26364208 344.91790678],[248.57660938 333.19427639],[307.08284393 309.59282475],[322.87650181 280.63404542],[337.39724156 259.03974494],[349.17088355 235.75951303],[279.65423911 305.29901961],[284.06288971 265.57895797],[286.15760819 236.27693526],[287.63316843 213.11030198],[250.70201127 308.02095482],[251.9280741 282.4235745],[251.20242974 265.27118101],[251.62787207 248.09900361],[227.1386472  324.09821753],[234.26507411 307.24176891],[240.17485556 319.16114402],[240.95709557 331.66704619]
[428.57352431 217.76493962],[458.22625438 212.00346686],[473.19903452 192.61866355],[467.52469087 171.20043459],[453.27624327 159.25336295],[466.13552859 157.93228057],[473.6847839  134.24393861],[478.78270955 119.35920519],[483.51797258 104.32782241],[447.08375445 152.68666898],[448.49830853 126.39594304],[449.0481899  109.15196297],[448.98900451  91.61642722],[428.09607134 154.08851994],[426.2659977  130.94839366],[423.91293986 111.20538255],[421.34222224  90.25481144],[411.86206327 164.58860766],[421.7688738  154.22887794],[428.9914584  170.25803618],[432.51325133 183.17043739]
[415.7302924  209.60310243],[448.21276747 201.37880008],[462.51376029 183.47958807],[457.98045607 161.23107593],[443.72740859 146.11369574],[454.91679575 149.62426465],[463.16876937 125.23245862],[469.22232935 109.63180244],[475.13611969  95.7226484 ],[436.43688071 144.62058838],[436.90565518 118.39925302],[438.76195299  99.60577081],[440.92056747  82.14602479],[416.60610551 144.94324137],[412.77744964 119.35935591],[411.87618887  98.82480905],[412.48656773  79.82987748],[400.77884656 153.32246433],[408.06929278 139.94530895],[414.84737154 153.24534971],[419.62218226 164.81332031]
[407.86788968 202.25687803],[441.42200506 195.65703162],[455.97583067 175.60500638],[448.41756467 153.99039148],[429.50723338 142.33835754],[444.86103387 144.3098866 ],[454.38930967 120.14011186],[460.86070494 105.59271   ],[466.12320046  90.91931149],[426.43224676 139.7769556 ],[427.24895518 110.75922668],[429.79420521  91.66263483],[431.36413719  73.46519812],[406.63690093 141.16884433],[403.02386912 113.5634053 ],[404.10977455  93.89156179],[405.14027059  75.70526953],[390.3267799 149.900552 ],[396.88825505 137.51403731],[402.65167733 150.8344927 ],[405.23667577 161.38753495]
[392.30547958 195.19209638],[422.74688624 188.90251367],[434.81519154 173.47440842],[433.77087872 158.42277228],[425.70402923 147.37717953],[428.34739998 141.13940958],[438.77015148 116.53631124],[446.89230758 101.20413018],[453.60514357  87.32708457],[410.24610594 136.00380206],[413.62018342 107.31695656],[417.0487225   88.89049911],[418.52456124  71.58827614],[391.65289378 136.65411966],[390.40825081 112.95258632],[390.94025105  91.92806648],[391.34253361  72.38238347],[375.35782911 144.93709565],[383.05607936 133.29072668],[388.79636805 144.68170671],[391.84912651 154.30618961]
[375.4812587  197.09881669],[405.52248336 187.08159773],[414.98640275 171.4622375 ],[409.64179232 157.88748858],[400.12465549 147.03188795],[411.58672186 139.57349503],[421.69490242 113.90535868],[429.20581155  98.48785294],[435.22227837  85.76831738],[392.61956266 135.10934165],[396.1636693  105.00425654],[398.54964054  86.62209817],[399.3220979   70.31760485],[373.24441039 135.9682865 ],[373.62201227 110.41593241],[373.37384762  90.75355015],[372.64268374  72.42175198],[356.5199513  143.53654718],[364.86165551 128.57083385],[370.78452165 140.41391375],[373.67485318 151.5614764 ]
[358.99826432 198.36596591],[389.57374395 186.89643422],[397.66636591 169.83690273],[393.03468918 156.98617937],[383.75645047 145.52943176],[395.31951679 139.56774461],[406.74219298 113.00794225],[413.58714771  98.11757532],[418.20183106  85.3552585 ],[376.34524562 134.58988077],[380.7577233 103.4055841],[382.91230703  85.17488219],[383.27580039  68.43666952],[356.89819585 135.08563704],[357.64644798 107.13855729],[356.29617776  86.40129841],[354.5493739   67.38935494],[341.2799448  142.30589261],[350.23878375 125.40029337],[356.35442166 137.24773247],[358.66745124 149.1341712 ]
[339.36193246 199.00935275],[372.02879791 185.56824579],[377.96149374 165.09701131],[370.49225882 150.00237332],[357.80338136 139.49142927],[373.19224041 138.8671635 ],[383.40773432 110.88516059],[389.65389912  94.79821334],[394.39183033  81.91948839],[353.76893616 135.32248446],[356.88586686 101.96657131],[358.04223027  83.531622  ],[357.2449294   66.63921563],[333.77459573 137.18639667],[332.17016704 108.59494011],[330.68488478  88.16385586],[329.03162681  69.94716402],[318.5731692  144.85250152],[325.85864758 128.76830588],[331.77922343 141.62205226],[334.16165474 153.59441129]
[314.5537919 196.658158 ],[346.81160974 187.30267981],[351.3326568  167.88545138],[343.67455127 150.64397675],[333.71075661 136.73864235],[347.1748152  141.04600205],[357.47832099 112.50800572],[363.94101321  95.03082745],[368.78420813  79.48008876],[327.80656576 137.05260368],[330.34713748 105.00256928],[331.52226406  84.79605215],[331.79851802  66.7635282 ],[307.93085263 137.98192091],[306.2610921  110.78779096],[303.30418212  88.78849779],[300.39399916  69.89626133],[293.24423806 145.31280258],[299.50085139 130.71347808],[305.21714842 145.37280698],[307.51603584 158.91517984]
[297.99141511 207.32674113],[328.29548548 187.64110696],[328.82620159 162.93680491],[318.43235851 146.11280158],[306.475784   131.37898817],[329.00834073 144.15396797],[336.83767106 119.34805585],[342.75148611 101.73535888],[348.71237736  84.31849746],[309.95609255 143.96391887],[312.81969388 111.57526229],[311.91125548  90.43418589],[310.84429222  70.99577349],[289.46047821 146.68337134],[287.24942022 115.9589212 ],[282.19796732  93.53250893],[280.37900349  72.27382986],[273.75631949 154.81903491],[279.67470263 136.22579425],[282.80351153 144.63153561],[284.2199833  150.96159781]
[284.26592113 204.16833899],[317.85286746 189.86210746],[322.01537895 168.20992643],[312.89557476 150.70742287],[298.49147823 138.14485009],[316.02955074 145.27754369],[324.94273304 118.75261748],[329.38323194 101.01563847],[334.10115974  83.93973177],[296.1738166  143.29128096],[298.84511822 113.63022016],[298.01624855  93.7750904 ],[296.71478401  73.07917873],[275.63550814 145.52781984],[271.23008654 119.57242341],[266.57002814  97.82128315],[263.70551863  76.58220402],[260.53591967 154.39037391],[265.15140843 140.84023207],[269.51717495 152.99573426],[271.55173809 161.69498805]
[257.69960357 209.97233198],[285.8258506  195.54261988],[288.48909584 173.42542368],[278.38228443 156.45745071],[262.87913599 143.17892568],[292.70483328 153.85386668],[300.62953436 125.42190425],[305.35137518 107.58684867],[309.44040878  90.69293849],[271.75181126 149.99699654],[272.88027511 120.16158418],[273.40584189 101.31441345],[272.68605176  82.75141712],[250.01496281 150.19895818],[245.00106523 121.93848971],[240.94146212 101.43517988],[236.62032377  83.69124409],[232.96473034 156.44555786],[234.36998203 141.21368326],[236.87003681 153.92844988],[237.06753811 164.73480214]
[244.90633176 210.92037671],[276.42051862 193.73215161],[279.63108819 169.66557156],[265.08126663 153.51830144],[242.86295174 145.83132968],[274.88423433 151.7135843 ],[281.35523764 122.16883227],[287.35257704 104.79619415],[292.60733143  86.47034745],[254.91360107 149.84223406],[255.30789808 118.50814903],[255.78797174  98.9856966 ],[254.7616542   78.40786224],[233.67232663 152.85317582],[228.10545206 127.70050263],[224.97950934 108.25795483],[222.55771629  88.75217872],[218.99553674 161.90668729],[220.9275409  152.34245787],[226.40508684 167.94428199],[229.68180995 178.62696474]
[227.35287212 210.85424657],[253.37662581 194.01325035],[254.52373968 169.79578565],[242.99556196 152.80337973],[229.0341161  142.29030449],[262.23914092 157.27448674],[268.15458505 129.40231361],[274.23168544 111.11872116],[279.24560423  91.96250979],[241.86300824 153.05288009],[240.65627384 121.56240065],[241.25785234 102.04383746],[242.34419465  84.13797345],[220.99074811 152.7351824 ],[216.16654611 124.35858766],[213.16571245 103.72283364],[211.48878596  85.72783713],[204.08161686 158.4507245 ],[204.81279091 142.88204906],[206.36320422 153.32050848],[206.6541212  160.75954899]
[212.64830908 209.54636243],[240.25346306 193.38430161],[240.83177422 172.77510337],[228.37353553 156.01064396],[211.13774365 144.66218006],[246.46111723 155.14814714],[255.48490206 132.07875171],[261.63892984 115.76509837],[266.51621426  99.98642828],[225.2516415  151.64588283],[224.5325688  125.20592187],[226.43428976 106.55249686],[226.40710473  89.28175885],[204.0473104 152.9521813],[198.09587642 129.20779794],[194.80821403 107.82956085],[190.28040112  89.72260526],[188.71861961 160.83676305],[189.63826971 147.4221924 ],[193.7491774  158.91574372],[195.09831275 169.75465127]
[191.73548803 216.48547604],[212.58866518 192.48467532],[213.21125825 173.78514783],[206.47837266 159.94795751],[198.76226581 151.04386508],[218.05126538 160.63323064],[228.17575375 128.60877557],[231.32495126 112.08671986],[233.23185444 100.04672732],[200.62898216 156.85547885],[200.6104287 122.0356584],[199.81591906 104.42801586],[198.53617157  91.53208106],[183.1607616  158.26392217],[171.44421495 128.15392804],[165.21422424 108.87558446],[161.95654386  96.56150405],[168.52755173 165.66349865],[161.81614503 146.47511106],[164.50812884 152.52710936],[168.54757663 161.44651273]
[171.39102578 220.67817012],[192.8649769 201.5772072],[201.28696839 186.80457273],[200.06914782 172.0087548 ],[198.5094562  160.22059678],[196.07009815 160.47642526],[205.66906341 129.3347482 ],[209.01904037 110.40164563],[211.06314504  94.17309706],[176.03237074 155.42250886],[176.67960338 121.81423669],[174.15741301 100.17672941],[170.17262364  83.42396716],[156.95240657 158.33938064],[147.79584361 133.74638827],[139.61769041 112.99341578],[132.42849252  96.12990973],[143.26987108 170.64573108],[138.92053273 158.93860023],[142.90912091 167.66728018],[145.52673166 174.95724906]
[152.28866849 212.56044262],[178.321066   196.33012261],[187.94171247 177.83056926],[192.16753968 165.96893907],[191.25037754 160.28017656],[178.16797191 159.64704816],[181.64498548 130.5158272 ],[186.91547215 111.86781024],[190.76904916  94.47215216],[158.2588322  158.09399258],[153.42588069 126.41576241],[154.15485765 108.7792209 ],[153.23609322  94.30569977],[139.41236073 162.02154396],[128.22279778 138.58977413],[124.36629722 121.02161655],[121.85011281 104.46510717],[125.3571871  173.60072352],[117.50986455 163.2369133 ],[118.50627755 173.56309632],[120.0787702  178.72727923]
[141.66220666 220.93010881],[161.79434765 192.92895433],[158.01196401 173.78328958],[150.08227734 161.48474322],[143.5908831  155.02825907],[164.43438091 165.05404921],[171.12435855 132.90338085],[170.5199226  114.86079739],[169.52901217 100.41846219],[146.50850403 163.7073756 ],[143.27764422 130.58165915],[139.32487007 112.77947567],[136.58395315  98.1542241 ],[127.5970241  166.89270373],[114.85395697 138.55879385],[105.63231475 120.01429914],[ 98.85055479 105.96295797],[112.13401554 174.67962292],[102.33817771 159.48147814],[103.81137025 165.0989404 ],[106.06003964 170.34036663]
[137.00519399 224.94316945],[148.86076701 198.03358693],[145.02289588 181.53338552],[134.59044028 168.60012352],[123.82313604 162.2151202 ],[157.82447214 165.83082306],[165.50964436 135.60649934],[166.79570227 116.78189185],[168.69473555 101.79627825],[141.61595926 164.12857539],[138.05879841 131.89807511],[134.02149958 113.26457501],[132.78803772  98.53658074],[123.32618327 168.00852332],[110.68650984 139.80254936],[ 98.92265583 119.32058829],[ 92.46037213 104.35717254],[108.82896866 177.9693425 ],[100.3145533  159.77190241],[ 99.73619306 167.84233703],[101.32606862 177.52761527]
[144.34512498 223.4738528 ],[164.07913778 196.22535278],[161.32986342 175.44323587],[149.88288856 161.80274089],[137.39770166 155.16464639],[167.51858628 164.83633242],[173.47352757 131.19888329],[173.2641287  113.34654512],[172.7677834   99.25910796],[147.96752335 164.09060401],[144.40661281 128.3950842 ],[141.97427193 109.30169016],[140.07422723  93.99669333],[127.94286039 167.39293779],[114.27421253 137.04968604],[104.96145945 117.5517036 ],[ 98.26552362 102.75280508],[112.44586622 176.13896037],[103.48669999 158.38224339],[106.87058436 166.50002938],[111.21896399 174.79747176]
[154.46878101 216.27798171],[176.67649749 196.4485649 ],[182.62207949 175.25739329],[179.26788833 159.62780565],[171.80481168 151.17973058],[180.48311493 165.1842864 ],[185.35471642 131.2427033 ],[187.63900228 112.18884605],[189.08042483  94.28764831],[161.01699145 163.61549157],[154.82153159 129.05459403],[152.57161698 110.63428683],[150.93408685  94.7274799 ],[141.28794344 165.90699645],[126.87067426 137.04693973],[121.15569304 118.09104952],[117.66511954 101.38398963],[126.36198566 174.81095296],[118.06642887 158.00464689],[120.61413697 168.76094718],[123.20344922 175.42128258]
[170.02946531 215.60052773],[194.11583117 198.64338384],[203.76684574 181.38342725],[204.98846    168.15558215],[203.98033032 160.21914332],[194.23796694 159.66659016],[204.18446255 124.66521652],[205.80152344 104.70239436],[205.8643836   89.49592402],[173.29028913 155.25597997],[171.44300058 117.06664971],[168.98322845  97.20719262],[166.30033105  85.2041872 ],[153.65690435 157.38224608],[144.03885279 129.28148901],[137.0372372  109.81295181],[131.39223647  95.66134414],[139.16329828 168.51471926],[132.83220309 154.15615593],[136.9258573 165.1653059],[140.73900804 173.79571282]
[186.64809109 211.22893402],[210.71404322 193.53884342],[214.80337039 175.91330536],[212.72682114 166.77046324],[206.49722221 167.78048801],[215.02864809 155.72624459],[225.41948227 121.90985564],[226.42884518 104.80232777],[226.32880823  89.78274469],[195.32807446 151.49009799],[195.54285781 116.96068573],[195.66199876  99.12870016],[194.3986611  84.6541169],[175.57957996 153.26578544],[163.90871736 126.57824612],[156.98677582 105.1788579 ],[151.00292342  87.78350791],[159.77233003 163.66940822],[152.65337356 149.75110585],[155.18734441 160.90951565],[156.32309301 171.01946241]
[210.0556183  211.73521711],[236.35303195 189.58720987],[239.22476683 168.412929  ],[226.85656435 150.8574283 ],[210.24644841 142.38620545],[238.30397638 153.0382246 ],[245.46404091 120.64500972],[250.30642772 101.77240729],[253.0527787  84.867198 ],[216.78852248 150.16084705],[216.51915068 115.09512015],[216.57965761  94.83239494],[213.71382586  76.91453075],[196.11343602 150.27288993],[186.77783856 121.62033832],[182.24711415 101.58180547],[177.04041419  84.40187058],[180.03774246 156.36101769],[176.23022037 138.43586596],[183.13239245 149.48586328],[188.64598478 159.55924939]
[239.03527824 217.29276043],[273.15286149 196.39489151],[273.23455691 169.97124834],[258.53931265 154.31554812],[238.09500874 145.32550302],[272.98210557 152.08562834],[279.9544546  117.85201244],[284.94789585  98.83963729],[289.45229782  80.74689152],[251.80399023 150.51455996],[252.67640991 114.65481181],[253.54763344  94.13062502],[254.17399474  71.81031699],[229.56205059 153.60788411],[223.09897416 124.70166082],[219.04765311 102.4571503 ],[216.8578945   79.64757137],[213.58799255 162.62492274],[215.60996921 151.34493176],[217.9346792  164.34710682],[219.04183085 172.52588398]
[270.68172262 207.06179686],[306.64360152 195.36883406],[307.64873975 172.66213586],[297.74749804 158.92338854],[285.45156728 147.10022084],[304.39721364 146.98897814],[312.09886586 115.84930341],[314.99175765  94.54755184],[317.43640727  73.85765053],[280.76116784 145.78522738],[283.80013637 111.99763487],[282.52497114  91.19934286],[281.69059157  70.34533606],[257.88054081 150.10706573],[256.58142135 124.02701043],[252.07854817 100.48376947],[248.37610851  78.32832299],[239.56272649 161.9283626 ],[240.33952186 155.88924021],[242.89944159 165.23687713],[244.53428252 172.9155862 ]
[301.44574875 198.11393036],[334.47845852 190.18902875],[344.64282819 169.61820186],[337.75609039 154.19639624],[323.74241797 142.27356072],[339.85239753 139.89716401],[350.37136605 110.28754491],[356.1245323   89.48957773],[361.19310251  70.779778  ],[317.09636183 135.29890314],[318.07949424  99.26808207],[316.84752391  76.85037799],[316.63553517  55.98817692],[294.90338689 135.62049119],[292.34114353 107.13503801],[288.79113709  84.40151495],[287.10636764  62.86912076],[278.73538367 144.62539828],[283.59452145 128.91549432],[288.61607625 142.15732782],[292.57744777 152.95138298]
[339.23209373 192.53446993],[373.9566247  182.50886886],[384.91884604 163.40459239],[377.9766385  149.68351763],[364.46631606 140.57016878],[376.48541119 129.62262963],[386.11934945 100.04957138],[394.35915485  79.5332576 ],[401.31227011  61.25718316],[355.67279978 125.85233444],[357.93342255  90.1250516 ],[359.55452537  66.33236199],[359.87165989  44.47348876],[334.61930178 128.35761725],[333.26847799  98.2266478 ],[332.08636513  75.04122437],[331.04898022  53.40086984],[318.66494913 138.04517202],[324.47682697 124.88645506],[328.5671274  141.78538174],[330.49633914 154.22215287]
[376.27738311 184.90778509],[407.23216041 177.05473418],[419.39574569 160.60012617],[419.64247749 150.42930173],[416.66243894 144.1470713 ],[416.8287982  122.88190152],[428.75598462  94.77137712],[435.89304084  75.44992749],[441.05030178  58.10954203],[395.1598601  116.23813931],[399.55295415  82.35467854],[403.69192673  60.69022569],[404.66703764  42.48668421],[373.7947462  116.04906753],[373.36130454  84.40145912],[373.40149195  60.92167648],[372.32862996  41.81556558],[356.14636623 124.48677783],[364.36236925 108.47522027],[370.32637005 120.87614377],[372.79693488 132.10705213]
[419.7195818  181.25684359],[455.93709291 173.23705223],[473.63950029 152.55932617],[470.78554091 132.49209759],[453.71113576 122.66782018],[461.36594429 115.08291327],[470.45842361  85.27646638],[478.71910973  66.59211533],[485.77929947  48.83586904],[440.06169626 107.9480907 ],[444.01275597  76.08324809],[449.20913974  56.05420911],[452.08415139  35.96556295],[418.34213033 107.47229911],[418.54359606  79.09017518],[420.19589092  57.01536314],[422.82715617  35.1089595 ],[399.85220096 117.92741836],[411.66741688 105.43320694],[418.53369774 120.25041973],[424.19726024 130.39140436]
[451.07406683 182.8629882 ],[489.56102628 174.00413579],[506.16849152 150.72342404],[499.83223212 126.58526219],[479.97780418 113.31180246],[496.05290988 115.9591223 ],[504.59058706  88.55600562],[512.37442194  71.76355039],[519.26136986  54.38460215],[472.27923307 109.13218995],[474.93153916  76.48856846],[477.56884203  57.04006892],[478.00912923  38.3067571 ],[448.750732   109.69498839],[450.77596795  79.5116716 ],[451.99689508  57.52258345],[453.32364367  34.41826864],[430.40414535 121.300262  ],[447.9640374  105.97250609],[458.12405842 122.78594408],[463.59792106 136.28009616]
[478.34270886 183.4259726 ],[518.94546892 173.6763748 ],[532.24058249 150.85900857],[521.65273155 129.69602975],[500.01408637 119.37751803],[518.88122754 121.03809882],[527.6608129   94.91626186],[535.42441599  77.11010915],[541.573562    58.26318866],[496.76821673 114.89453044],[497.1071809   81.76217108],[497.15538894  60.35119065],[494.91258611  39.66133457],[473.87954479 115.49873111],[474.30859184  83.96867896],[476.99474033  59.95982697],[478.85646617  35.79982559],[454.75908955 126.76258588],[472.23487511 109.19202268],[484.21646425 123.43495272],[489.59136053 134.99305123]
[491.12032125 196.65418727],[526.64149532 192.79525266],[544.86920301 171.30131389],[544.92002292 147.07461042],[531.41983526 133.86071848],[536.72141214 132.45995152],[544.1075654  109.48352691],[550.08341172  96.3978127 ],[555.52183802  83.5155396 ],[515.42526051 125.81155136],[512.83183658  93.79729604],[514.96855366  75.01004816],[517.49208023  57.32506584],[493.00501969 126.21123092],[490.1598714   96.44031795],[494.15241806  74.22280879],[499.34821357  53.35415847],[473.21852623 134.31917364],[486.79628766 121.41621276],[493.84919088 133.7318957 ],[496.67238083 143.07857417]
[486.30915597 205.43917512],[520.37402043 203.67261014],[539.30009836 183.27927611],[541.31875974 160.76595794],[530.07165744 149.38892673],[532.61481096 149.51179124],[542.18232748 122.04236613],[547.30528734 103.75815757],[552.9470118  87.214296 ],[512.59727283 141.9358539 ],[513.03293273 108.75755585],[515.32011813  87.94147935],[518.20649375  68.99102823],[491.50105002 140.96631357],[491.31945797 110.07342136],[494.08742346  87.18785513],[498.06460761  67.32076536],[472.00172721 147.99679766],[485.23598444 135.61239339],[491.22420249 146.34867869],[493.79248737 154.00198614]
[473.35129013 207.97855105],[506.17563823 202.35158245],[524.85284961 180.23114014],[523.80195397 155.98156349],[509.71626883 143.18210004],[520.63423716 145.13715155],[529.56729953 118.78540343],[533.99223038 102.50521082],[539.57461017  86.30749359],[500.61951635 137.02262367],[503.13576918 105.78386032],[505.09130247  86.23534734],[508.62410447  66.28670445],[478.84333687 136.02710572],[480.86783145 106.84313469],[483.1685109   83.63928772],[487.17517148  60.96802917],[458.97502002 144.2960715 ],[474.89054807 130.38825455],[482.73510353 143.42164306],[486.85194177 153.30445413]
[462.02630423 210.33500509],[498.28195862 201.5925219 ],[516.28029605 179.69924724],[513.9433747 156.9028938],[498.00818329 143.4027413 ],[507.78403999 142.2420395 ],[517.81996973 115.91865374],[524.33413067 100.76497543],[530.48679064  86.6831126 ],[488.91354395 135.24072548],[490.81107297 103.98102508],[494.86865994  85.29515413],[498.10410881  66.98941946],[467.55233006 135.58824371],[468.28898295 105.35543494],[470.66511349  82.9072159 ],[474.00549551  61.67437534],[448.49757401 145.37861879],[463.29106465 132.37079397],[470.81940202 147.31830856],[474.48464787 159.16387286]
[453.84779283 210.59516119],[491.34704837 202.41564542],[509.89556109 180.50904106],[506.12651091 155.66086575],[486.11052373 143.37753922],[500.68385782 143.68741433],[510.62231257 116.99276888],[516.43584723 101.48171598],[522.80287311  86.29535785],[481.75956264 136.6925103 ],[483.3623798  105.37859608],[486.98286546  85.78301991],[491.09133345  66.27161522],[460.1789503  137.29866609],[458.7846186  107.59325645],[460.36317606  83.1884659 ],[464.10767089  59.63205552],[440.30061528 147.51453429],[453.47984325 135.38761614],[460.55209854 149.1238211 ],[464.44758593 158.71776029]
[448.56837382 205.25883202],[483.68364373 197.90303969],[500.99660711 177.01391337],[499.38872183 152.54786497],[484.4565131  140.62742496],[493.45515402 142.3752644 ],[503.30316469 113.08260759],[508.73254974  96.39376801],[515.04648649  81.02042157],[474.65356666 135.74731236],[475.50420057 103.64770191],[477.45322477  83.59554114],[479.77435386  64.49556412],[453.49846522 136.21626031],[451.55203104 106.11695828],[453.17838905  83.88810168],[456.07998065  63.10219119],[434.77369087 145.94112932],[445.21900603 133.49407318],[451.98624667 145.92883571],[456.42462135 154.38311918]
[441.56818697 199.73670226],[480.6558367  190.97286692],[493.07160109 169.39067381],[486.68500911 146.66019659],[470.12031956 133.89605625],[483.43769006 136.24645699],[492.35443559 107.8959332 ],[498.34011984  90.2215265 ],[503.2266353   73.05130733],[462.07983658 131.22134976],[464.82922002  98.61674942],[466.76658188  78.80143333],[467.54891579  58.88787802],[440.00016086 131.59954275],[439.83852447 101.03000108],[441.93676872  78.11025279],[444.19587703  55.21319577],[421.25478984 141.50423812],[435.23505767 124.59286218],[443.52518641 137.98258157],[447.85793371 149.76740697]
[430.53149207 194.54596901],[468.209885   184.95377555],[482.02806165 163.6554398 ],[476.98710129 138.78991887],[458.78261341 126.15897069],[471.55886856 131.34754255],[478.80534717  99.84808186],[485.45300689  80.93558679],[491.84531933  63.29307651],[450.82824609 124.15305488],[454.58608311  90.00818062],[457.51761675  68.5534754 ],[458.49326114  49.29454193],[429.12566609 123.71815871],[429.87010898  94.49296989],[430.12157959  71.0004728 ],[431.58250031  47.85311753],[410.79724228 133.17855528],[424.56824768 120.2555934 ],[431.01458187 134.98855041],[435.16401052 146.72737852]
[417.90931919 196.93725149],[454.48984152 187.41847621],[472.35089915 165.21794243],[467.42568406 140.83779021],[447.22624246 128.48012721],[459.82314017 129.6719397 ],[466.16333423  98.20959209],[472.79197492  78.70909203],[479.44869878  60.08527442],[437.69936145 123.21338213],[440.39065089  89.64631867],[443.68055453  67.80375648],[445.06803234  46.71334025],[414.8574838  124.24662205],[414.52611161  94.17101881],[414.66718012  70.49591647],[415.33513503  46.8062458 ],[396.30219934 135.03051213],[410.41719915 120.78121877],[418.97167353 136.5307479 ],[424.11092948 148.84488122]
[413.63995981 205.65788364],[454.45621574 194.17835764],[470.672126   170.66213249],[464.36594907 145.87671735],[444.71749855 132.94163303],[454.49403689 135.85225258],[461.44210298 102.46738069],[467.59158092  82.0397055 ],[474.20293771  64.07251315],[432.6807972 130.7765421],[434.97733371  97.09948284],[437.89027267  73.07692439],[440.25121416  51.69338118],[409.73109235 132.56056621],[407.41434097 103.36536895],[410.01435861  77.28987186],[413.23003851  52.66247451],[390.73984357 143.5655318 ],[402.11040945 132.69529499],[409.50753958 146.55313407],[414.64667875 156.18620888]
[408.5161891  229.39317322],[445.01340426 220.05515326],[463.13731268 199.17200125],[461.65692702 178.48882499],[445.11416682 169.5402308 ],[447.33575607 160.44620494],[458.22703328 126.82947349],[464.6008003  105.31106225],[468.80662052  89.56500242],[426.33444194 152.50335823],[428.20073933 116.22049874],[432.1129531   91.49547033],[432.78602603  72.76457493],[404.00150828 154.46185871],[402.14771856 123.56537063],[405.61139881  99.83274073],[407.16255429  80.78540987],[384.42700733 167.87660531],[395.83381831 156.39102324],[405.49179482 170.41875108],[410.03140497 183.37081714]
[401.8492236  253.10267748],[438.65811086 245.80589647],[451.39327718 221.51262149],[445.20757946 199.19771797],[428.42110522 189.56846661],[438.70778645 187.03147258],[453.53909924 152.86145267],[460.32690985 133.1243744 ],[465.3111682  115.61605562],[415.19123393 181.34921285],[419.456413  143.6933655],[423.29850362 118.2658575 ],[423.91854444  96.98804369],[392.83987996 185.15865927],[390.86771989 150.0820255 ],[393.0580102  123.33878697],[393.63217582 101.56639762],[374.24010547 198.78117954],[385.93552977 177.02861673],[396.70853029 186.28472821],[401.97556098 196.32432785]
[396.48211231 285.36767932],[428.45126798 277.74004016],[445.72405183 253.9301081 ],[440.62875214 230.14579155],[422.58530704 223.09911905],[431.58907686 217.14008357],[444.39547511 179.78103935],[449.47850899 159.14971042],[453.88457753 142.67577921],[409.84462786 212.4324732 ],[412.49004762 172.46430662],[416.68341261 145.45133703],[417.57283526 126.30169405],[388.02269974 215.65998587],[383.95601107 180.20781428],[385.52255222 151.4995018 ],[386.20598763 130.25014335],[370.53933635 230.3003561 ],[381.80561715 212.15030464],[390.42772065 222.11817771],[393.53534782 233.04462857]
[397.85815069 321.84986116],[423.94477978 312.96619148],[442.86689875 284.59041629],[443.74253363 260.3367492 ],[433.66348738 251.36932493],[436.12807522 253.70605211],[446.68240276 214.9959887 ],[450.42882521 192.4918007 ],[454.25995727 174.38272083],[413.66144409 247.66016396],[417.30874265 205.57377052],[419.89240049 177.15121357],[419.64040397 156.34798191],[391.61439811 249.17592949],[388.73923136 210.97718057],[390.05591914 182.37827476],[390.90156127 162.86520624],[372.79812963 261.29801515],[379.45630429 240.13225161],[385.43399063 248.32915064],[387.65838496 257.47114651]
[399.22378627 380.25261072],[428.12282362 377.5622326 ],[449.98748501 354.32917078],[451.53642924 331.8116455 ],[445.99476228 319.92285393],[443.39923802 314.82694412],[459.6550025  277.76251831],[465.39862144 254.80450834],[467.98974958 238.3545152 ],[420.59142552 304.55480254],[427.82512092 261.90404098],[431.24387583 234.11897296],[431.07215287 215.08488268],[399.86963577 303.32929395],[399.47629032 264.37307939],[402.32957327 239.36694141],[402.95900428 224.1559507 ],[380.92706283 310.80866247],[385.69937918 290.03972099],[389.44290815 298.79931921],[388.93294218 310.06843512]
[408.14600999 425.75577202],[437.93576683 424.46445115],[458.61914192 404.93269091],[462.31456675 384.58710133],[453.45745695 372.74098537],[447.58061698 361.06976712],[467.16741646 326.48843802],[477.03384929 305.67310621],[482.8641103  291.16319287],[427.67012753 353.96674777],[433.70294426 313.02092825],[437.91674499 285.7841202 ],[438.63877767 267.3915872 ],[407.9851392  354.23741455],[405.70530403 317.82019568],[410.44318796 297.2830691 ],[411.78108991 284.33499157],[390.84455445 361.90793492],[396.71162033 343.39543247],[404.16550275 351.82641689],[405.55363341 363.02941873]
[398.92737751 444.58246042],[433.27396637 441.49053644],[453.84315997 424.53585772],[451.28837668 410.19968232],[433.2245351 402.9993812],[439.54954114 372.24339308],[455.72346694 343.59450354],[467.16473238 324.25021284],[474.77162204 308.89764047],[418.57291608 367.96347863],[423.68162282 335.55837761],[428.45563314 312.00864486],[429.06052892 294.21106231],[395.60306241 371.46186865],[399.17290803 343.27867599],[405.73937643 323.9263326 ],[409.3215247  308.87771297],[378.18349895 384.77226486],[391.51564665 376.54380884],[403.49270992 392.31228256],[408.40218952 405.68319556]
