[271.47813946 365.71398752],[308.88148984 348.61427143],[312.80307777 325.39998193],[304.46010668 305.18657914],[291.10669805 283.56650023],[326.1189805  293.60286246],[348.75213198 254.91769903],[364.99189828 231.46462072],[377.71386174 218.62595253],[300.4104968  288.95345262],[305.80770097 258.15655918],[302.81545161 269.42413797],[300.31648471 286.88188923],[273.06157017 289.0714625 ],[277.73984271 259.34619726],[278.14008021 272.21249222],[279.76947614 290.10276349],[249.7979893 291.1428502],[241.86501907 261.20176497],[233.91238987 241.827192  ],[227.7855201  226.94884222]
[258.40392292 321.85904316],[282.386078   290.98727807],[282.29839543 259.09327751],[255.30379738 257.33583022],[218.34667232 273.52132762],[232.50679148 207.10182761],[211.3263131  170.35299992],[198.74472651 154.43678317],[189.56122286 148.56995444],[208.03937233 226.15793112],[191.20035119 200.52368392],[217.27319785 222.0261792 ],[231.74825946 235.97093667],[191.4869166  252.30631029],[177.19713887 232.18629854],[208.8984106  251.90573876],[229.40676377 265.71813919],[177.29108493 283.87559371],[143.40771713 268.53288775],[132.33445547 273.80405414],[123.5241578  273.83221203]
[268.90779243 349.7889786 ],[300.23475777 311.4668229 ],[284.14315406 258.1277198 ],[255.82290793 229.37237053],[228.06943056 224.65358016],[245.72060404 223.90356916],[219.44228871 178.39145322],[200.07762272 151.00683352],[184.88740284 128.5588608 ],[225.67171147 239.38232528],[198.37160324 209.5094433 ],[218.4118764  226.86718113],[235.55810648 241.15713452],[207.44309254 260.85540976],[180.95807887 239.19585861],[208.08233573 256.61957514],[231.86310489 270.49158155],[192.85445397 286.18786715],[145.9622309  277.65620158],[126.62421725 271.63277926],[110.20227891 263.11532048]
[255.55645763 367.76431246],[296.59196588 339.47690242],[300.54229083 291.2847229 ],[273.71571911 265.35896801],[236.8926666  263.78503322],[259.12257339 229.19907525],[232.4784571  184.14459194],[215.65823176 154.97678532],[202.02255704 130.42520336],[234.13085374 242.70851226],[203.58940568 209.94690269],[216.48234024 232.71366038],[229.52651895 252.64393533],[209.64388086 261.01837793],[181.38978415 232.4101763 ],[203.02656696 256.7656894 ],[223.8044582  277.02011062],[188.4901922  287.49413676],[149.44987658 262.89728593],[137.58577675 254.77834893],[130.34845393 247.02509764]
[260.25260639 377.16839616],[296.25441773 345.76475098],[301.05119348 298.55415619],[275.00690319 269.05698555],[242.97358574 266.44802025],[262.87626591 234.75282774],[247.30789284 185.7830383 ],[234.69964105 156.14723937],[224.46617162 130.34052649],[239.01278344 246.32496234],[218.04600753 210.71338469],[230.18551909 239.71766836],[240.51477591 261.03436524],[214.30380636 263.85066896],[192.67111249 231.42460156],[213.31550578 259.56675766],[233.00515777 282.34134995],[192.73270044 287.00522922],[157.83391054 257.881338  ],[142.02475981 240.53137699],[131.03687706 221.91823134]
[265.1137482 378.9883008],[301.00203777 351.51505716],[309.29966169 306.71028564],[288.10811619 276.14452341],[256.77687022 270.91959899],[282.81923994 242.24255363],[279.71336234 190.41733186],[273.87190593 159.43935811],[268.26262429 130.26051393],[255.90653381 250.79897066],[244.39478516 218.32127853],[252.66838213 257.52272819],[260.95826811 280.60880184],[227.98633766 262.18069471],[210.90279976 231.74553008],[222.26938483 262.40747051],[236.41096373 283.64304694],[202.60742956 276.6777695 ],[172.2687079  244.97908122],[158.79357319 220.89557296],[151.62861602 193.24566192]
[275.72656203 381.64412424],[312.34689214 355.14684093],[321.03617628 314.83346017],[303.67470458 284.42937493],[272.85505057 271.25021171],[302.17988704 249.60960521],[300.16055706 199.32028864],[298.52052166 166.83546989],[295.34460215 138.64757739],[273.49972796 256.20648607],[266.42787907 221.04472996],[276.80969306 256.32074572],[282.20621972 281.44714241],[243.12777655 266.82663273],[234.56707356 230.92928638],[248.55696002 261.0809797 ],[259.39627781 286.95753726],[215.68672819 278.95092458],[191.92851617 244.66683762],[180.3596359  221.26440013],[172.72676508 195.90362123]
[278.14659139 383.50738665],[316.00215058 365.78739129],[333.45371132 328.05997485],[310.95539264 299.64170396],[273.07690582 284.77858614],[324.30074475 248.83891197],[327.09156316 197.1755156 ],[329.38826534 165.00222616],[330.37984426 137.390434  ],[292.28184958 252.74435272],[290.5053048  219.21251555],[291.00013358 252.7302527 ],[290.89712858 276.98560635],[261.10134359 260.36354788],[252.49595473 225.41210617],[256.96332002 257.51545741],[264.11994209 283.77561503],[230.87616463 270.32407976],[213.75610426 230.24866517],[204.7208999  204.97310551],[200.50452297 180.54224417]
[296.78743784 344.35315256],[335.4806468  332.50295974],[346.12491419 315.93223167],[335.40027597 299.79194869],[305.02516082 285.24876749],[347.37548562 246.57817224],[355.88957395 195.477522  ],[360.89748482 170.80908405],[363.08407419 155.92248547],[314.95672683 243.47729508],[315.75096447 214.91909643],[318.52406135 247.33374683],[319.58986513 268.4938784 ],[281.35508011 248.17412979],[281.46324633 221.71355826],[284.27150817 251.05818441],[286.12679952 274.28074331],[253.25154646 257.09758158],[240.91101689 215.67049866],[230.74748897 190.74741664],[226.23185113 164.07724882]
[307.4742613  341.30311431],[354.11370238 328.68405004],[368.08357513 305.39898076],[359.80718839 283.86983325],[336.86539872 267.72859952],[365.82534399 238.79552167],[378.64653557 186.89739775],[386.22185935 161.72497239],[391.96741466 143.84706083],[333.74435264 237.24423163],[338.36785709 207.00651061],[339.12632941 237.51557102],[338.91388209 258.26725247],[301.48236643 242.17813853],[306.76768355 213.83345477],[309.30704185 244.93399423],[310.20366681 269.42569443],[273.646119   249.18264982],[264.87595646 208.24859448],[259.0542962  186.94908862],[257.28861863 163.97099461]
[327.90569674 325.58356002],[370.81395811 316.24148092],[389.09475603 298.44213828],[381.8700046  283.82561131],[357.04232643 276.07016479],[386.25735006 222.67721706],[400.44975036 178.5394223 ],[408.896664   154.75057917],[415.6487646  135.23574488],[357.77577845 223.37733269],[361.30524978 201.67682872],[363.98042002 234.80181409],[365.48700645 254.41379595],[326.15986676 228.72200039],[328.48263823 203.9245937 ],[332.28097103 235.21936002],[334.81342727 257.88180317],[298.72087104 237.99497606],[289.16072542 195.29307295],[284.14866066 174.88816537],[283.06862729 153.50822495]
[337.7952734 341.0439365],[388.14442317 325.90837247],[415.84586634 293.18200454],[412.41852148 270.1672322 ],[382.30218918 269.40606354],[409.6306097  225.29943865],[430.29081492 179.33834072],[441.70584075 149.99152854],[451.82485074 126.12126075],[382.05586772 220.59686501],[385.12128066 199.74754757],[386.7817784  236.10696969],[394.06415016 256.84857922],[350.3914904 223.2289762],[356.4724834 203.0438229],[357.84598568 241.88924505],[363.37902536 268.35599238],[322.45526509 231.10789572],[314.79995153 192.80314528],[312.09635853 172.28118184],[314.64202973 148.25047057]
[377.12474801 319.2465318 ],[420.04270335 310.97324058],[437.81099466 282.60762714],[429.00314372 266.36115456],[401.37449466 262.10867326],[439.98685113 207.13979952],[455.31136305 165.57460655],[464.53768085 142.40667681],[469.28257473 126.20478473],[410.82621273 206.14476719],[420.25909662 189.82134147],[421.9658017  220.99291937],[421.93860706 241.54675518],[378.71013279 210.93948636],[387.32213611 193.83563818],[389.02401016 225.44490566],[387.78849683 249.29726613],[349.7376321  219.40271369],[342.81083155 180.09405286],[337.64079311 160.13864987],[335.51330307 139.24252927]
[395.735425  313.3990597],[444.09929118 304.58276242],[472.2902598  269.80893188],[467.73329854 246.9612711 ],[443.38111285 240.9319226 ],[467.87383703 196.40522789],[486.61663255 152.45852635],[498.01366741 124.85585625],[505.18361891 100.74590239],[439.05141686 194.67260996],[454.8574229  169.84859593],[453.5704885  203.07392248],[446.93547489 225.36483419],[408.88810885 198.05681552],[417.00831036 171.26421358],[417.49397313 202.33916651],[413.66858368 227.12313346],[377.88416728 203.51233051],[369.74331446 164.15537707],[368.65308639 140.79430489],[369.1497643  115.45590655]
[419.7903925  309.01804541],[465.41350801 295.51821288],[497.87374611 261.49423886],[497.70350419 228.29676448],[470.41013012 210.68532768],[499.64179315 192.61536547],[521.37134192 141.41364679],[533.7519324  112.32070813],[543.08904595  90.41382776],[475.66583362 190.6609592 ],[483.71373389 158.42056788],[482.03630024 193.93239741],[479.51226117 221.98323759],[444.1563336  191.34481783],[445.00232005 161.7434923 ],[447.4968147  200.81234962],[448.73990179 231.06848046],[412.88065372 192.23122902],[395.80984832 150.50693716],[393.67796721 129.17262388],[396.00571462 106.23576128]
[437.82976511 302.321521  ],[486.29995942 299.03533031],[524.45536046 271.29418619],[523.94671585 241.71168787],[494.8714077 226.4612052],[523.31242215 190.4363169 ],[545.71415654 144.07587464],[558.87763192 115.24035814],[569.66586668  91.74379908],[494.84495176 185.46770561],[509.93572927 157.18997545],[506.14536427 194.61287136],[500.3863352  220.38078635],[462.39584608 185.43942016],[472.35493369 156.8904332 ],[471.44801632 197.85467487],[468.1239757  227.99367906],[428.2365171  188.76707906],[420.38496293 148.18851039],[420.78938415 127.70401272],[424.52762797 105.19845729]
[427.94429753 316.82574051],[477.82821403 314.74283896],[516.51615665 288.22521296],[518.02216635 262.96540301],[494.35006467 248.74101084],[517.94358671 204.6867382 ],[547.32570929 160.68703647],[564.2153185  133.00385243],[577.88067542 111.82601374],[489.40482899 197.64494315],[511.84959923 169.44996613],[511.22411311 201.92328295],[505.45228888 225.70530452],[457.8208376  197.55299866],[471.26913959 168.80211361],[471.11722121 208.10316246],[466.89303067 238.01161392],[425.80452752 201.22455849],[419.74449395 158.46605293],[421.09325941 138.65083618],[425.27605314 116.76234793]
[418.72195815 331.21897033],[461.21980886 332.09502724],[498.50378696 300.35595977],[500.44999632 269.85516863],[473.16193455 253.79903776],[505.36526345 224.39763215],[529.60692619 176.19725923],[540.75061828 147.22744426],[549.31535074 125.25927905],[476.6750056  218.39177418],[489.57210847 193.04162803],[486.13740548 226.27269533],[483.96819313 247.93017342],[441.51368833 217.97085895],[450.31550976 194.48902688],[451.70792927 234.39800929],[452.73282624 261.1357352 ],[406.99148769 220.94089779],[396.86992633 178.57497676],[396.83774224 155.23946053],[401.41653561 128.54042536]
[400.60828075 353.26889889],[449.7229976 339.9719866],[479.54880352 308.54087627],[480.54843821 288.47619818],[460.90684801 287.25822499],[477.49252202 232.15181776],[501.21503328 184.85529114],[516.71241941 154.2866388 ],[529.27714178 125.29766239],[448.03597948 229.01137258],[458.07831829 201.58077075],[459.54410385 240.99359947],[458.6737405  267.14208893],[415.35853945 233.00846625],[422.86652794 209.03608042],[425.79221765 250.87256941],[426.71792744 281.11421276],[383.9684053  240.65714242],[373.18261884 196.83090951],[370.38427763 175.21021967],[372.74119213 150.53933653]
[369.81344979 364.15066258],[418.26740551 356.17591311],[449.87095103 328.31458862],[455.075197   302.79587504],[433.76099392 294.41774124],[457.14673176 255.96642165],[484.33301995 207.59435965],[497.96923447 178.98596957],[509.88645805 155.40680835],[428.69782444 246.97837619],[440.16833453 218.85534909],[435.52014823 253.55436862],[434.31225905 275.57398154],[395.90872132 245.82401326],[408.08593249 219.28487047],[407.57769291 259.70137056],[410.50813823 290.11782577],[365.27774212 248.67730877],[358.61831265 203.75879102],[351.68688916 184.99778652],[350.40147366 163.87801754]
[327.84612289 384.83981083],[380.27726723 388.84718851],[423.23504836 361.89252609],[434.42713642 330.97192803],[415.99105449 310.37968425],[439.07160982 291.52922943],[472.78252283 248.82288317],[493.97414922 221.12186981],[510.09337789 200.95227657],[410.55520351 279.98061029],[419.35711204 255.39102812],[408.57140891 289.39071449],[403.67393483 310.76562515],[376.19986797 272.62218569],[385.80301394 248.91840052],[374.46619416 287.74997718],[368.09859938 316.88072851],[342.7770168  269.22896918],[345.606053   224.04147642],[346.19385809 203.05637794],[351.4270764  182.56569271]
[306.20809208 386.25470598],[348.73552338 396.9239095 ],[388.66080175 375.13623416],[395.90652198 342.77989108],[377.80294988 318.62511504],[423.23213126 311.79583178],[460.58354097 278.64998157],[484.64791874 253.36630505],[507.25583621 229.8133393 ],[396.07489199 295.98578655],[413.21690565 264.71075918],[396.07513597 297.0450113 ],[390.18421239 319.28886327],[363.98819306 283.7339008 ],[378.67333717 257.80822328],[359.57876636 296.85303064],[352.02271183 327.4364443 ],[332.27318727 277.94332319],[339.11291754 232.27419633],[338.97325131 213.44028889],[346.13644567 195.88585278]
[277.69355265 374.651617  ],[319.65729346 391.71767104],[353.38718451 374.29775333],[360.49271583 345.87026436],[351.92696177 312.98139093],[395.48901888 322.65277732],[438.26736419 296.77330071],[469.43781899 279.76484833],[490.38400724 265.89196461],[364.68665067 302.02384062],[387.29986694 284.57461152],[372.47126683 309.46425338],[357.98738983 331.08323054],[332.59834396 284.2171482 ],[354.20473953 267.30950468],[338.43637889 299.37099814],[325.29435251 326.05844378],[305.73271868 271.23139225],[319.65107944 234.16852612],[329.09274987 215.38632739],[340.09272987 200.29031596]
[271.78262011 369.76830528],[306.21463697 392.18305759],[336.85307694 375.63067335],[340.66432559 346.69906433],[335.06145095 312.19905384],[384.0230167  330.71805365],[429.23456547 305.55561038],[460.2082912  289.61504301],[479.61895568 276.5366    ],[356.58684521 306.87649998],[379.95634892 284.87919332],[357.03256242 309.9881043 ],[335.26228835 332.20659614],[327.21734245 286.06239019],[353.77377366 267.67858659],[335.01578527 296.5052684 ],[317.98852089 320.13123797],[300.58547974 270.77971088],[321.36470286 237.51629949],[328.11460307 220.74277187],[334.18487314 206.40132665]
[261.51919858 369.65455992],[305.33502286 386.65421374],[334.95702324 368.68876012],[357.15140506 342.25936414],[372.24725689 314.78395444],[360.46772924 337.8553202 ],[407.32378309 310.43026492],[437.10106498 290.30374748],[459.8568131  273.73641762],[339.19124315 313.83010554],[367.94163767 282.44434668],[343.73650647 297.86503047],[322.01901214 313.03167586],[315.69572028 292.81823431],[354.62454899 265.13192279],[333.95533005 280.30351735],[312.16655337 297.85551752],[296.95538928 276.53870244],[328.07314411 247.88055212],[345.4366822  230.18066478],[356.76037375 217.8426351 ]
[262.21037962 359.91406345],[292.80018203 392.76684617],[319.42745861 378.87210445],[319.15705178 349.36125088],[313.44833601 308.57051928],[364.20898694 342.64624469],[409.76901894 328.00561447],[442.63829301 315.32441888],[466.61295701 304.53368169],[341.82080065 315.43622763],[369.36838273 298.70720561],[347.14246065 319.23411525],[325.66816952 338.70795547],[317.29161616 290.69454662],[344.99357989 277.67966177],[323.25073341 302.84467847],[303.98686756 325.31564509],[295.14554709 272.20897867],[322.2346263  241.04446086],[331.65385395 227.52517776],[337.63981427 219.47130598]
[251.28333707 365.2784778 ],[280.657129   390.31897385],[311.29688351 382.65923358],[314.846464  356.6029644],[312.47763822 321.04308761],[363.10006349 345.7575324 ],[411.46072331 333.94035399],[444.78089284 326.5603376 ],[467.62612062 317.99332916],[342.37661417 317.98567971],[368.99791754 308.70020223],[349.2236164  325.90174838],[328.58954487 340.7745454 ],[318.58048043 294.8599388 ],[344.02187727 286.66615424],[321.64960085 307.52967189],[301.54441726 326.32991663],[297.00891981 278.05527621],[322.61573781 247.94816587],[333.79684299 231.35254385],[342.86546328 220.26845881]
[253.43237734 365.59090818],[277.47397536 390.22337886],[306.74920039 381.46377745],[308.45544608 353.48001968],[304.28085527 314.73604276],[364.22017999 348.172535  ],[410.91005997 338.1880506 ],[443.66306079 331.03667418],[466.33397069 323.27459473],[344.09957982 321.67157034],[365.77848153 314.67393028],[343.09434716 333.02165999],[324.02537577 348.93383513],[320.81798826 298.34701414],[338.94549796 289.29039605],[314.99903619 308.81819918],[298.12124156 326.49301065],[298.81658814 280.24817381],[322.12998723 249.78946555],[335.21744094 231.31250652],[349.22445693 217.76380054]
[254.30672034 364.49354784],[278.56591311 389.84227151],[305.8304766  378.50058974],[302.93850683 349.94226712],[291.59623916 311.33965797],[363.006339   345.54737628],[408.28679299 333.57449371],[441.43542189 324.63445049],[463.91778534 316.55467745],[341.86607083 317.53344234],[364.24682018 305.85013632],[340.67737433 326.05237546],[320.31642525 344.77057507],[317.35280838 293.00200887],[338.42891165 283.1635792 ],[312.59165978 306.44958923],[291.85028202 326.58843069],[293.27051753 274.97839368],[321.22713672 249.33460755],[332.16781629 234.24922956],[340.8920897  222.82685212]
[263.99127052 361.39663486],[300.27629977 382.53317424],[326.54229844 366.81867038],[328.11377026 340.22781761],[320.77237805 302.54139125],[371.48015643 339.02629267],[421.34625443 323.53459173],[453.81954207 313.3774887 ],[475.76788083 302.68683937],[347.26283372 315.11077103],[377.55387078 299.45896311],[362.59558593 316.78063528],[347.26272231 332.44269412],[320.77497837 291.67251851],[349.65565092 273.81103415],[333.36911632 292.11073649],[317.87152891 310.45408896],[297.2573406  273.65963914],[325.00980629 237.69372359],[337.94438857 218.27653346],[350.30517548 204.36713658]
[282.67962335 359.68091488],[323.62066451 381.04745351],[357.25796016 368.11755313],[363.68897924 343.43876595],[360.13001584 313.47773866],[397.58949687 334.24954609],[450.38572107 316.41757768],[482.4576658  304.03179041],[500.81506606 294.11265959],[372.57063889 309.90713393],[403.6577873  294.53923625],[387.35586711 312.69580522],[366.72811172 329.47653926],[345.56468621 287.09548955],[375.94638286 270.80044775],[361.52131953 291.68931637],[343.77300874 311.5129891 ],[322.29594075 268.68804436],[347.89962681 236.29110438],[361.64609306 219.47538354],[370.86810969 207.09880319]
[317.36807609 373.88504354],[364.33057579 388.51269313],[402.9712151  371.64032092],[413.76530876 352.14206421],[400.83715776 333.44717769],[437.05031664 323.94551853],[482.22390249 299.89084145],[510.73979525 283.56494154],[530.74278709 271.86522956],[412.35196956 306.63956773],[436.21088203 292.66126654],[423.39691489 318.56845367],[411.09991751 335.72781266],[383.68404469 292.33124698],[405.44507446 276.26065809],[389.63801877 306.58811558],[375.15625907 329.70786852],[356.78512903 280.0888542 ],[374.7922462  240.38643579],[385.77210256 216.19772397],[398.90638739 194.53253541]
[331.46823944 387.75052722],[378.17256536 394.91690537],[424.19701882 377.83378789],[435.96376384 349.2411261 ],[417.29671228 328.00612135],[447.274775  312.8182454],[486.70052124 279.18839829],[509.63669551 257.44990695],[526.11758126 239.91716899],[423.86631073 299.41824441],[448.53612452 274.53931902],[436.52149728 305.88351202],[426.30193195 325.91926589],[394.87271244 290.54154938],[411.92391811 264.85373798],[399.33698125 301.30536023],[388.30810516 329.02935603],[365.74329511 284.29106411],[369.44595781 238.85811758],[374.1450766  219.77175791],[382.9121848  200.49537053]
[340.20825365 390.69991395],[388.96481017 394.12022166],[425.39179351 368.39667198],[426.30291298 339.7718532 ],[403.95237811 326.55908523],[444.0135367  299.26454801],[479.20185489 258.73329327],[498.35537256 233.08418604],[510.56223867 214.44506646],[414.67913343 287.07702908],[428.79901572 266.83674862],[417.40844966 301.92844959],[407.6620661  323.54375688],[382.74420703 284.13715135],[395.40229689 260.90252172],[386.51181507 303.21635017],[379.33504866 333.48775709],[351.78695023 282.67267225],[351.84984797 241.10698142],[353.5347147  226.55671357],[358.55775347 210.80882955]
[323.54237741 403.69203902],[372.87484282 402.78877461],[404.72007264 370.31107545],[404.38463886 335.41988863],[379.3477228  317.60830619],[417.59787688 300.32405059],[448.49653344 256.31079907],[465.87183712 228.81769427],[479.03070233 207.69957965],[390.60753088 288.9611143 ],[403.96399882 258.99511925],[400.37423582 292.72186713],[396.4428191  316.94254246],[359.83357101 286.96419554],[367.08872223 260.14786747],[363.3997739  302.98574761],[360.4642614  337.04601853],[329.41740477 287.86547264],[321.98637155 248.97500588],[322.61548203 230.26631281],[327.6543227  211.10198752]
[314.19099897 387.70758654],[359.70259707 389.87049927],[387.98859674 361.13532738],[384.4871099  331.58887459],[361.47552311 314.69356153],[396.88019854 289.80488328],[424.35789893 248.33603343],[441.41435289 222.26198984],[453.3053138  199.21820879],[365.79804239 280.4583151 ],[375.43887533 261.5407922 ],[370.61976955 293.17438323],[369.23014725 314.63599057],[333.48397949 279.58231348],[338.14924414 259.71953324],[336.33189738 296.0604411 ],[337.96697981 321.04988958],[304.51121772 280.91678078],[297.56972249 243.5131984 ],[296.8488592  221.75347424],[301.53336025 198.13420974]
[298.32170928 375.08090584],[341.10482171 372.42584567],[353.98298355 345.34024492],[346.79885321 318.45829481],[327.03367901 291.46026227],[369.72138747 293.96700895],[391.35010051 244.21762365],[403.4627594  216.68751348],[409.5779098 197.5302038],[336.36728014 287.92392224],[342.75717018 254.08054293],[339.22194879 279.69457538],[334.95718348 297.50125764],[303.18361387 285.60966133],[309.22102136 250.52124269],[308.71430061 274.92805237],[307.72234064 294.4975102 ],[275.0923801  286.03248723],[268.45391092 243.54549986],[264.4153284  222.06295921],[261.87964187 202.46235034]
[287.61242775 369.91350122],[332.69000413 362.70707225],[340.39960503 337.87982057],[334.73463287 310.60647187],[317.18575452 285.74590785],[344.02897624 288.531327  ],[360.63775143 234.47137751],[371.02064418 206.25742162],[374.8026608  187.39359959],[312.62333395 284.65279811],[321.12799154 252.14833287],[320.62489717 281.67320146],[315.88446057 304.40714424],[283.10614018 285.72619797],[292.84024077 251.85260674],[294.59518801 278.57720212],[292.7803907  301.70561284],[256.5424111  287.20753025],[253.94262578 244.52953755],[247.8907903  222.85122252],[241.18146354 206.3782023 ]
[279.45181762 371.58816756],[322.30499361 359.12063721],[327.79275904 329.04193506],[316.46926268 302.08781471],[291.39251787 280.73645951],[329.28649693 285.11381774],[342.21125169 229.91941674],[349.69859472 202.88884807],[353.17407351 184.035904  ],[298.12771087 284.4873978 ],[305.42847107 253.03765381],[307.38991701 280.8660396 ],[305.31068126 302.09215961],[267.41280012 287.02883007],[274.61914691 257.31215799],[277.39979623 282.47848233],[274.93654642 304.97874441],[241.0589241  289.48773737],[235.98784924 246.31082503],[231.53868398 218.26755492],[226.29274268 193.34164595]
[270.69640492 375.13432047],[306.54458024 359.78882376],[313.44867883 330.18689938],[305.2659569  300.81850516],[283.77963095 275.52335851],[317.72092725 275.61186399],[327.75809497 223.72561568],[334.61771665 194.71203771],[337.82924117 173.48087338],[287.82792964 279.11228578],[288.0440788  252.72950551],[287.13314301 279.20705848],[286.06419299 302.45626151],[258.5800582  285.11734581],[257.21472022 256.95924668],[259.5480926  280.62959238],[263.15243907 302.3265723 ],[233.52316452 289.86600825],[221.68531532 249.54454549],[212.83806735 222.25753476],[206.56906322 197.51761929]
[269.46741762 368.3136409 ],[303.28614266 353.59240912],[308.17333634 323.87229717],[294.48881711 296.1633131 ],[267.88855107 272.14696321],[312.44645973 268.27384585],[320.69511077 217.98072602],[324.99946015 188.63468461],[325.21410045 168.45426839],[280.56004065 272.59139128],[280.52305197 245.07525579],[284.36042372 272.49633552],[285.16438225 296.32675247],[249.08860294 278.39721909],[249.07437376 250.49193511],[255.53313352 274.85689952],[259.13568681 297.16983585],[222.6455912  284.77975325],[209.82609183 244.98412116],[201.32188027 220.57058353],[193.15408341 198.8861087 ]
[267.79308601 362.33593492],[302.4250136  348.98425057],[306.86545587 317.79641113],[295.46873026 291.01353603],[273.0995473  265.18143806],[306.00656843 267.18080833],[314.10347245 215.7891306 ],[316.39661083 186.82478839],[315.73541972 169.24683821],[276.36454244 272.94420039],[274.28393755 240.31340141],[276.1189931  265.98876492],[277.22813172 290.76445639],[246.69919064 279.69555138],[245.36096849 244.37748856],[252.33293554 264.60158653],[257.45040943 284.46866452],[221.82098432 286.24039227],[206.92277216 250.54294393],[195.27918812 227.59556146],[184.49136061 206.44026456]
[264.28412245 361.20839873],[301.85879355 346.93540927],[311.29986009 317.6240749 ],[298.63818702 290.67871351],[270.17025298 271.77360944],[300.76089652 259.71626588],[302.47365815 210.75999287],[301.41025603 182.46275853],[300.3109287  162.67370029],[269.77199918 265.87396203],[261.11832686 238.05292392],[264.38583057 262.44518771],[268.32109384 284.99295765],[241.43664661 274.52723372],[236.04419801 244.37097584],[240.7480253  265.53370103],[246.78074481 286.15492177],[217.14932647 283.19736431],[199.75203723 249.09780792],[186.62101299 228.18015432],[175.66313794 208.51061283]
[262.42216783 356.56240455],[298.48305541 336.22446219],[301.22886371 301.74777727],[287.27155129 275.38574592],[264.43923296 255.06292331],[286.0815426  252.34971844],[288.41267871 204.52775292],[284.26014646 174.74147218],[281.04250551 154.17580892],[257.74962809 261.81320076],[247.10827429 227.68113431],[251.69646171 250.13414479],[258.86964132 273.088905  ],[230.05204406 272.30139325],[224.84846012 236.58157389],[232.88903584 253.57198467],[243.04381556 271.97259125],[205.57401309 281.85139844],[186.39007988 248.6692839 ],[171.09794142 228.80254437],[158.52372089 211.53406928]
[260.94030495 351.63175628],[294.64895234 335.48202666],[299.09797513 305.69767806],[280.10778501 284.54599076],[251.79322721 268.13480339],[279.23489495 246.88883728],[275.48772381 200.93315502],[269.23080264 175.87644219],[267.06104968 160.78109655],[251.14919151 254.17923736],[241.50910107 224.27311849],[244.16857295 245.18029191],[248.76538485 266.77206981],[224.26944199 266.9455522 ],[217.43027295 234.93847604],[226.04086857 253.53633702],[236.81797271 274.53875053],[201.68855006 278.86298564],[180.08428042 249.21474346],[163.69043422 230.60267564],[152.93547362 214.40369315]
[260.74070397 351.75929514],[292.88338722 326.8617361 ],[288.21113385 293.76549339],[265.09161323 272.60406158],[235.84546622 261.65820237],[269.64190253 242.48661796],[262.76335129 197.07033551],[255.89335477 170.33011149],[253.24125359 153.82141478],[244.11776031 252.40186494],[231.22083996 229.64136263],[239.6724264 252.6514881],[248.98386837 270.96607934],[218.35764239 266.50674679],[209.10714899 240.14388363],[220.75880295 259.67461061],[233.74545205 276.27680687],[196.29006668 279.47351013],[170.91725323 253.12162574],[154.86763915 234.93588537],[143.96063734 215.92638368]
[254.95611641 347.13991097],[285.54454174 321.86607563],[280.3550959  288.61667496],[250.76330311 267.68338846],[212.44657774 265.08940473],[260.02501884 239.20400468],[246.44126807 194.19510281],[238.14169475 167.0082648 ],[233.22668404 148.19974555],[235.23138494 251.61128534],[222.52624557 230.06982707],[233.70915667 248.55954628],[242.81100256 261.33765368],[209.47386382 267.23841181],[198.10387575 244.25849148],[210.72400235 263.75459697],[223.44778731 279.50687749],[188.1512667  282.44531019],[163.1663621  256.65261693],[149.52945207 242.60804432],[139.9058414  227.54895528]
[251.54591844 342.72172311],[279.6157395  312.65153635],[270.39700391 282.60788184],[239.90922613 270.21730929],[202.22558123 269.67885151],[247.40317715 234.6414994 ],[235.49612081 193.22160215],[227.97649569 168.51334894],[224.15439481 150.6173809 ],[223.18371487 247.20288622],[211.90814984 228.61097416],[225.34914685 252.40866988],[236.12997727 269.63896547],[200.40222615 264.75126178],[187.11151768 245.17976789],[201.3176214 268.3270368],[214.89534051 286.47569701],[182.40134945 282.9070608 ],[152.54542824 263.30616691],[135.07802559 251.42858593],[122.23554639 236.07703543]
[248.99066096 337.39608037],[274.12719531 302.90923873],[263.49615158 271.46364301],[232.36730414 259.68485696],[198.0023346  260.72950526],[234.45168286 229.79974678],[219.96957017 189.63838235],[213.08976428 166.07456272],[207.52814672 147.62258474],[211.88625348 244.16733438],[201.55251238 227.1909573 ],[222.12199837 250.85764714],[233.62695726 266.96062802],[190.29067599 264.00760397],[176.48791844 247.54493118],[197.42650218 269.22910325],[212.72707583 284.9023676 ],[174.53799476 284.54221363],[142.3955493  267.54424564],[126.19621753 257.07262213],[112.20984575 242.96858248]
[246.48142937 336.65774685],[265.83952422 301.20959045],[250.77716624 267.55113742],[220.85745189 253.63177993],[184.0541885  253.44506392],[226.32978021 225.05782203],[213.37629379 186.61141641],[202.63217236 164.49566376],[192.27314285 145.92544247],[204.10147163 240.33081206],[190.3707428  224.59319857],[211.96919565 246.13090387],[225.81265819 258.64767009],[185.41716662 261.19746564],[169.49860068 245.69444553],[190.00229009 268.36556277],[208.20980494 283.17367074],[171.10185963 282.39150966],[137.25798227 267.52226552],[120.48218063 260.40761354],[106.63991895 249.27859835]
