[281.51518656 401.06510911],[314.67126675 397.42489819],[336.72523699 371.80915931],[331.15435075 344.61764408],[312.02731023 335.0144927 ],[338.98298481 322.01210737],[363.60101112 299.7546236 ],[381.67490789 280.10792586],[398.81577773 261.11556553],[313.36748014 309.95369087],[324.33763636 270.91992188],[334.59848353 242.83860454],[341.20054654 217.13356165],[286.83102354 310.63611251],[290.20239415 276.21738277],[295.46301595 247.66357051],[299.16391976 221.82132922],[259.25670966 321.33103014],[252.17266245 288.51848551],[246.43082881 270.62695633],[239.44960783 254.09025224]
[274.37429697 329.99885316],[311.59123038 319.53495737],[323.44610868 298.14617349],[314.01557194 272.89149316],[300.77004876 260.25849603],[309.05989485 259.4240986 ],[323.31961964 227.43107149],[330.35293181 204.2528495 ],[337.83376708 183.88826315],[282.16120057 255.24360764],[286.82446432 217.26810109],[291.76759797 190.84558133],[294.61830913 168.48114504],[259.37486747 257.7865008 ],[252.4789147  225.95741666],[251.65957805 200.05041314],[252.79034915 179.48683865],[238.69550029 266.92710889],[226.14136254 238.49794205],[221.90168874 219.98810175],[220.91721961 205.02026906]
[300.46753555 337.96750418],[332.27796996 324.6859238 ],[343.48417331 297.83774248],[330.97505605 270.17339168],[314.94279888 260.29109114],[335.13821798 261.11308222],[350.2424415  227.63062044],[358.69741778 205.63028674],[366.55458726 186.57701242],[309.24146941 255.24488015],[316.02569913 213.83069583],[321.49812015 187.63668733],[324.30132751 165.75204833],[285.15613811 258.12505342],[281.82463306 223.67806987],[282.0682824  198.87439217],[283.10445757 179.62789194],[262.37300304 269.25453222],[253.40561013 240.79771643],[249.69230397 225.49888152],[247.56652149 212.33405228]
[318.63101192 336.59508068],[351.57459905 325.4620956 ],[364.79111593 301.62154553],[358.33368848 280.05524629],[345.58451234 274.98183578],[355.14628144 261.40114706],[370.63919651 228.49722491],[381.00815444 208.61003973],[390.20227647 190.94098716],[330.70706358 255.75368306],[336.80399479 216.31733239],[341.57234469 191.53588201],[344.45834916 168.31059976],[307.53721172 257.88217527],[304.62521884 224.41759317],[304.98337508 200.02658396],[307.11155974 179.08241773],[285.74521669 268.38565304],[273.59484153 240.76067841],[268.66800357 226.23720141],[265.60226017 212.7691889 ]
[338.67565453 331.4646173 ],[370.62847628 325.44077984],[389.82972265 304.07967164],[388.77774394 284.78414131],[381.29785258 282.02717021],[378.06346618 262.19303397],[395.8576719  229.18128495],[406.18364809 209.77276619],[415.17648329 192.05827726],[354.51886821 254.73722762],[362.86137556 215.36640071],[370.80743125 191.30877639],[376.41112295 171.0040082 ],[332.34952165 255.49377114],[331.49135079 219.71490732],[334.37278217 196.19135856],[338.43543165 177.00357635],[310.98275918 264.56503857],[298.51538028 236.10727541],[294.20386989 219.77765051],[292.15673694 204.70292637]
[360.92348667 328.53888222],[392.96303824 321.37496388],[410.02927698 297.38663751],[406.39130216 273.88808188],[393.88269129 271.27161951],[403.1066973  256.64511032],[422.43781719 226.5826969 ],[433.47464727 208.65899831],[442.59722341 192.28846493],[380.2275184  246.63035581],[391.2883223  210.10699852],[400.48896096 186.58151578],[405.19984067 165.99569922],[357.78897136 246.87972044],[357.96595789 212.89193761],[362.59163568 188.44648517],[366.96059745 168.51107413],[335.29846281 256.78744103],[324.97317522 228.46077943],[321.72705626 213.40426536],[319.59812076 200.19352836]
[376.98445792 319.80766606],[408.1665724  316.91811112],[431.06633446 298.1869767 ],[432.63431701 280.11567284],[421.69977973 276.04417921],[422.21842088 250.76126482],[444.46876883 225.05442122],[456.02861101 205.88020977],[465.89387532 189.63064561],[399.54858911 240.87983978],[410.45314349 205.40655146],[419.27589445 182.52616417],[424.63469492 164.37423436],[375.88913769 239.76451797],[376.36477999 205.17033443],[379.46465198 181.04856988],[382.49267582 163.49809213],[353.31224979 248.75844629],[345.53367822 219.84454093],[343.1964319 206.1987715],[341.71353312 196.45397012]
[388.52881208 320.07211306],[418.4391893  315.61946067],[442.4765912 290.4184898],[443.51893773 268.04691028],[428.86337192 263.63597939],[437.05710591 245.80364222],[459.54622538 216.7816596 ],[472.43521126 198.1979952 ],[482.23519909 182.78263144],[413.48830256 235.17348021],[423.99017827 196.69337498],[434.49312768 173.48828334],[440.23397379 155.39018081],[389.37618219 235.13672601],[392.46215768 197.3302078 ],[397.97799011 172.23573078],[401.63783284 154.69378239],[365.87631182 245.6024076 ],[357.98117139 214.36433456],[356.00053876 199.37707835],[354.40790273 187.43558766]
[400.75331594 305.99882677],[429.02867637 303.62003615],[453.07553615 281.24561778],[452.57791511 260.60803055],[437.20213762 257.10274229],[443.44184214 235.18098579],[464.56381292 207.77328044],[475.78222511 189.14321371],[485.29201182 172.15081462],[421.12178305 225.36394   ],[429.63976586 189.509389  ],[438.55453144 166.58407535],[444.39741611 146.48231058],[398.21230015 226.27636689],[398.59212995 192.43334748],[402.90392434 168.34975411],[406.94475085 149.66446415],[375.42273266 236.17989111],[366.32165058 208.7008619 ],[362.80116961 191.31974929],[361.13069514 176.19059551]
[402.51076735 294.69409852],[434.24374908 292.02447549],[453.9809983  271.10870952],[451.7979907  250.67038367],[435.2259574  245.53576303],[444.06657491 225.12528355],[464.09118669 197.60716883],[473.92013579 178.11063966],[482.76423021 160.84415264],[420.80277103 215.93276802],[427.48414783 180.11998764],[433.64774565 156.78943542],[438.22002502 136.22257072],[396.66527553 216.21662239],[394.67703456 182.49118831],[396.61437171 158.80650971],[399.65635964 140.28580931],[373.98521942 225.9470017 ],[363.88925487 198.34075563],[360.26129924 182.91130117],[357.99107618 170.04340183]
[402.64868865 284.46257788],[432.82888386 282.33389239],[454.61184103 260.58567062],[452.28501379 242.29487126],[435.64704769 241.09416108],[440.99675608 211.3249422 ],[459.65400905 184.12565651],[469.56444811 166.27829585],[478.22959056 150.50158726],[417.9430043  203.18819279],[424.21951019 169.10452606],[430.63040901 146.28963689],[435.1631408  124.78988188],[394.25634879 204.95160136],[390.59590715 171.93618904],[390.92234102 147.94902436],[391.94763757 127.1346988 ],[372.42251554 216.5544971 ],[361.08852515 190.32199187],[356.39238505 174.818463  ],[353.0974695 160.1300211]
[394.09900372 284.98098595],[425.38025221 278.19537334],[445.40793436 251.86053174],[442.62839148 225.32115481],[428.36206445 218.20547621],[434.5537236  206.16616458],[452.88495337 174.43554874],[462.42366537 154.20671656],[470.12103222 136.75952216],[410.44340795 197.59799512],[416.53718929 159.79990762],[421.50292508 134.90285441],[424.30424094 114.88433219],[387.09706544 198.85862802],[383.23374995 164.32060776],[383.25802    140.34110025],[384.38763244 121.72974164],[364.8230388  209.06680801],[353.17659258 180.56111071],[348.80516546 165.31587582],[345.75848361 152.04412622]
[386.76295783 275.95424248],[418.07152511 264.87598421],[437.80075442 238.96710696],[434.2051983  214.49971287],[418.3714836  210.28617839],[424.03488354 196.7096621 ],[440.53284615 166.08700407],[450.90804725 146.36049143],[459.59876077 128.08575238],[399.35834127 190.12047303],[404.72283544 153.00988515],[411.34763228 128.8947989 ],[414.75918399 107.93606793],[375.85228618 193.07683248],[372.81853958 158.69157498],[373.95028639 135.73717302],[375.07948102 116.84515255],[353.45364245 204.7944814 ],[341.2331294  177.20244415],[336.2997845  161.95002704],[333.31418374 147.50026443]
[376.34826144 273.52018274],[406.72106995 261.53667456],[425.24829131 233.08028363],[417.98571518 208.76530917],[399.84372924 204.79865868],[411.45737232 193.35247138],[427.87124966 162.53533724],[436.94985561 144.65913286],[443.39795933 128.25750985],[388.98960674 186.04008762],[395.21592739 149.35171916],[402.56382662 124.60003738],[404.76230524 101.34597731],[365.8655179  189.23765218],[363.12290143 155.33274681],[364.20953985 131.20758615],[364.5631819  109.58145604],[342.55809168 201.45616967],[329.21237709 175.32120894],[323.91438379 158.95468882],[319.07408489 141.62943699]
[358.60024629 264.78374763],[392.67672199 252.72450684],[406.72373122 224.37346195],[399.44227331 198.12114029],[383.39299113 189.10447059],[394.3054994  185.13201979],[406.65407862 151.76672823],[413.18080824 131.79678174],[419.17310199 113.69129622],[367.96930877 180.86357941],[370.86297113 143.03103796],[375.45714056 118.22991789],[377.06203631  95.78987663],[344.14899498 184.17417291],[336.50854984 151.46512834],[335.41388843 127.6480625 ],[334.66321154 107.12372029],[321.95868922 195.64331546],[307.62990061 170.40002337],[301.5742274 156.2959675],[296.09804118 143.20140016]
[342.90638336 262.33630782],[376.83475787 248.68669039],[390.60975102 222.23698127],[383.07894334 198.9851749 ],[366.67611347 190.08375056],[378.41589548 182.73383658],[390.86257878 148.78344167],[398.49785224 126.69925594],[405.02378023 107.49046924],[352.0025795  177.78838219],[354.04276371 139.63510103],[357.77111106 112.90148634],[358.32363969  91.17784107],[328.28527765 181.57417942],[322.60320703 147.91235133],[320.36973002 124.36853796],[317.98695933 106.04504772],[307.15535893 193.5903591 ],[293.9054841  167.46709012],[287.60435512 154.00892658],[282.7791885  142.17189841]
[323.31230187 255.96569429],[357.52360949 242.41647082],[372.95501331 221.13895303],[370.45316466 204.1001039 ],[361.05867699 201.39242997],[354.77584412 175.49491406],[367.30052705 140.65063788],[374.46544472 119.49332192],[380.13771181 102.23183762],[329.71530865 172.25720346],[330.6961132 131.9128063],[333.19869474 107.72325595],[332.88312064  86.54869957],[306.45537106 177.31404279],[300.63803711 140.82614428],[298.0813491  118.04185937],[295.23299109 100.41381057],[285.08560697 190.43918794],[271.51692757 164.22382237],[265.31504887 152.65136629],[260.16315692 142.88834646]
[309.03192045 254.50257933],[346.30872491 237.72492911],[358.83787072 211.01103874],[349.98293264 188.46601793],[336.83094139 180.60827927],[343.16600053 173.19627555],[354.86895769 138.65264399],[361.75807562 117.62936031],[367.53025499  98.99617738],[315.7294224  168.66905582],[317.43171587 130.12437055],[319.89401283 104.98656174],[319.52342627  81.9100616 ],[291.50681618 173.35647885],[285.84824817 140.94412439],[282.77209949 116.23451214],[279.03317901  95.76429097],[270.89729077 185.43151806],[258.65455704 161.89078955],[253.86781924 153.49094515],[249.8004154  146.10535357]
[287.49154719 249.67387579],[321.85398888 232.25647974],[334.2752066  206.05812251],[322.46041358 186.83345846],[305.63346189 183.18326773],[313.2806269 169.193147 ],[322.76610746 136.32696112],[326.73977831 113.5060171 ],[329.22229959  92.00349941],[286.75002014 167.92169283],[282.89176577 130.07235008],[284.12425611 105.38711037],[282.16560517  82.40608744],[263.86715345 174.97153715],[252.73359595 142.42265813],[248.92700214 122.43728464],[244.66178299 106.14176198],[244.26208223 189.23314572],[227.76954136 164.59603278],[221.93764042 156.56662425],[218.04095095 149.72600375]
[278.11694419 251.31268768],[312.29282147 225.73690688],[316.5296358  196.94475313],[297.32207754 174.51208986],[271.3031082  169.50133295],[293.9065536  167.27678273],[298.16319138 133.10392694],[299.0805248  110.19037102],[301.58983564  88.00323367],[268.2370614  171.01172625],[261.14283592 133.09171434],[257.85083135 108.28084348],[252.99493628  85.79214549],[245.24605036 181.00637397],[228.59007584 151.41517096],[219.07255376 128.59213303],[211.97347015 109.44534436],[229.42157269 196.96869335],[216.21615913 175.20413987],[213.72284051 174.00353914],[211.97822687 173.76130375]
[268.22143015 254.96255146],[299.1322592  227.67074482],[301.01355721 198.36226927],[286.05072517 180.2768603 ],[270.08220338 180.41734928],[272.33859889 169.73879434],[270.42781325 132.57136982],[268.53891232 108.75634753],[267.87795088  88.32052422],[246.74264828 174.96410423],[233.92016666 135.76664094],[226.99252079 110.96349992],[219.68338822  89.95197832],[224.82594241 185.68560319],[207.17619153 155.41522369],[196.02752651 134.56098247],[187.91363399 117.22144803],[207.86989792 202.85929495],[186.82204278 180.77364545],[176.85578913 169.8319371 ],[169.05850554 160.05538306]
[261.3958725  258.06274185],[285.22077863 227.80833921],[283.84653314 193.48047448],[260.44221524 175.66625081],[237.89975248 180.96312079],[248.57344112 168.54167297],[244.68647478 135.84267608],[239.87949166 113.43305229],[236.29424047  93.42871838],[223.98622495 175.66118499],[207.47335876 141.71119429],[197.4998347  118.86606578],[185.97666434 100.60426807],[205.48333513 189.10431762],[184.74012598 164.6501994 ],[169.62907292 145.75481864],[157.05392467 130.05969538],[194.32588732 210.21903221],[170.99055662 193.67689848],[159.31079055 185.85514007],[148.26184998 179.67111069]
[252.74485685 254.95786843],[273.13938333 222.89654654],[269.30153362 190.90961086],[247.4698934  174.12100807],[228.52250696 179.33922719],[230.92447022 167.03617883],[222.19115848 135.22738438],[214.19630321 114.13820854],[207.8200907  94.7117663],[207.05145693 178.1725015 ],[186.41865801 146.70651656],[172.4991845  125.47380506],[159.02785093 109.50959912],[189.92806023 195.10482242],[167.17278679 172.3393394 ],[151.05120859 155.96278   ],[137.78599011 142.19992217],[180.37233791 217.98998584],[154.0035387  207.31605125],[138.5413386  199.78661815],[124.08432693 192.57050502]
[249.74877156 256.31208961],[265.24211898 225.08494258],[258.56118523 192.79582518],[240.6617811  175.28650271],[226.37629433 181.94008246],[218.25539042 171.54923918],[203.70766804 138.07713241],[193.15398296 119.03208198],[183.59740925 102.39489645],[195.64802347 184.59511796],[169.57238784 152.41743784],[153.17041041 133.22917148],[138.7959133  121.01859303],[180.00570322 203.31173636],[152.03613289 181.88929981],[132.86236523 166.7017144 ],[117.72263574 154.5428154 ],[173.38332882 226.20619549],[143.77334886 217.74170962],[127.20143012 211.35041962],[111.94360597 205.12561587]
[246.16536707 253.37508353],[260.02095756 220.02226699],[252.36570886 186.98655192],[233.91636775 170.34403592],[222.49390436 178.62495667],[209.12936988 170.54207757],[192.41203167 141.67044885],[181.74618371 122.35726071],[171.56265696 104.72641644],[188.55474143 185.0272481 ],[161.57035573 159.49486778],[142.50300725 141.86333111],[123.64244962 128.55225783],[174.78968212 204.3042813 ],[145.90565861 189.7051794 ],[123.71074483 177.70409027],[104.24162687 165.51887111],[169.9104944  227.61810729],[140.18587643 224.36646904],[122.3177965  221.74804309],[105.07514192 217.13807539]
[247.93141161 252.74416062],[260.83955158 220.66277168],[254.45546353 186.95362295],[238.45385344 169.41758949],[229.11549183 176.91268496],[208.94317535 170.23447701],[193.74910095 143.05330055],[185.63564124 127.09119195],[177.78504944 112.7325459 ],[187.97879573 184.2118506 ],[161.8707484  158.39901407],[144.26584744 140.88485828],[127.16135827 127.62061729],[174.59513571 204.08578165],[145.75637284 188.48849977],[124.62163527 177.02097358],[106.40001392 165.48191049],[170.24105141 228.13215431],[141.26539188 223.68643595],[123.220699   220.28964313],[106.23519041 214.922582  ]
[245.51871011 258.01274058],[263.08598647 223.94194903],[258.12685557 191.53626654],[242.45257052 172.70075711],[228.8593388  179.24849481],[220.52398368 170.7059037 ],[205.35194644 140.94985439],[195.09103914 120.8482745 ],[186.38053418 101.63758611],[199.24640625 183.87896006],[172.44017949 153.39992558],[156.44436401 134.06729128],[141.01370351 117.84238066],[183.04423253 201.23075663],[153.5970465  179.45283436],[134.29762908 164.15597599],[118.07007908 150.25921307],[173.75374024 223.55956798],[143.21373703 214.20510214],[128.02991373 207.85373054],[114.19320437 199.83114039]
[242.66497707 266.02107653],[266.15323467 234.01869485],[262.61172792 197.46610269],[245.11122397 173.49478872],[228.56741036 172.9344479 ],[229.84286187 173.4333936 ],[219.30920707 139.24440962],[211.76949682 116.78544873],[205.5433268   96.73321615],[205.17572211 183.19340374],[184.14738117 146.87925233],[171.09923767 124.15626313],[158.41727275 108.24374197],[186.43164653 197.34210958],[164.61881375 169.73614273],[148.02915133 151.99223218],[134.11175133 137.88579345],[173.18687778 217.00414887],[147.58755255 203.66454958],[132.66975124 194.18974291],[118.86979894 183.80229577]
[242.73951146 267.15364139],[272.04899456 234.86069883],[273.16908671 199.99494662],[250.0338681  179.45232447],[225.83421874 179.76986896],[243.14236634 172.87734631],[235.77678273 141.85028748],[230.69429317 119.45954682],[226.51129424  96.70244913],[217.4578908  181.39528293],[200.1952937 145.195653 ],[189.49901495 122.03276022],[177.93024251 101.50790028],[196.49747591 194.86198432],[176.53574099 167.50235123],[162.05507226 146.73099748],[148.86477337 128.76607815],[181.77538427 213.71848779],[158.01348964 194.43731953],[145.54592946 183.89681422],[134.29129291 172.50891127]
[239.11796208 268.78178053],[269.91511223 246.48804736],[277.83351344 213.86796776],[263.69409271 190.04996556],[241.95725359 184.63058163],[256.20499309 178.03792852],[258.80037355 142.63820545],[260.13804665 120.38910038],[260.19471187 100.6573445 ],[229.17095078 179.76292441],[222.74397423 140.29161306],[217.85989177 114.43718811],[211.17931911  93.75876415],[206.52992322 188.60645121],[196.42942066 156.04750009],[188.05544016 132.73179265],[180.2081583  113.89655739],[187.27857538 204.67346636],[167.99567115 180.62092633],[158.0194304  168.15995912],[149.28110339 156.10432084]
[242.08528295 263.89843687],[277.88405101 248.18700959],[286.09017844 221.03089837],[271.95505956 201.4163165 ],[253.28391545 196.33927337],[272.85425602 182.70651962],[283.45001496 150.56517282],[288.28031921 130.85344003],[291.67527171 112.33341398],[247.2275738  178.77038578],[249.98680871 141.35458834],[249.79270201 118.19163897],[248.20621292  96.42459501],[223.79100754 182.93446055],[220.04537847 149.58249622],[216.55115148 127.18134973],[214.00204318 108.56462345],[201.98784998 194.90662725],[188.68339508 171.94235486],[181.42204505 159.80407262],[175.64488366 147.93931914]
[251.15863359 267.80537155],[287.89461321 253.5387548 ],[298.59315653 230.64694127],[290.59922258 205.62602789],[276.77918609 192.19521903],[292.72142178 193.53768877],[310.92439727 158.63446757],[319.91956805 140.03981871],[325.34598205 127.44485324],[267.09439204 187.15222788],[276.74369289 146.74240431],[279.63186894 124.07414359],[280.32498776 104.96801766],[243.09311613 188.65023967],[242.47423908 153.04246568],[239.51658071 130.72021286],[238.76937703 114.76186513],[221.84431046 196.85267286],[212.47170389 170.73940404],[205.41915476 157.23031917],[200.22348222 146.39083423]
[255.44824871 266.29849131],[291.93593764 263.46529219],[307.16301024 244.92169156],[300.84316631 219.94439245],[291.87648063 202.17892828],[305.37156021 204.20071019],[328.54553906 172.59749184],[340.78486049 153.15831237],[349.20023531 138.301841  ],[280.58723116 192.58819654],[297.04493348 153.30165187],[305.97138315 129.1984809 ],[310.56491331 110.2485586 ],[256.48763913 189.4195092 ],[262.28512673 154.89101539],[263.64665423 131.39128166],[263.97907456 114.35391403],[234.35441933 193.99382074],[231.89602998 168.34772482],[230.06712125 161.49674913],[228.26431323 158.84798604]
[274.12664215 265.64763171],[310.547335   266.98153853],[325.39964937 251.48983266],[320.20114719 227.5119653 ],[310.15739313 212.00554667],[328.45687562 215.31373949],[356.58532976 186.71795611],[372.79344976 169.19234349],[385.01916465 155.66206071],[305.96055716 200.34642993],[330.40906972 165.0442183 ],[344.06739451 142.74718023],[351.4843867 124.8087694],[282.68782474 193.72518323],[295.94268373 160.28386659],[304.15426064 138.01312759],[309.21957483 122.21990408],[260.92773931 194.73319111],[262.55644664 166.57280746],[263.29335943 154.68784591],[262.79402109 146.10178441]
[289.51541039 268.63234502],[323.53909695 273.14405561],[339.83843753 260.25774414],[340.91335249 236.8329324 ],[334.37395826 219.34009182],[348.68603017 224.12160652],[378.5342462  197.37496731],[395.26205768 180.94057033],[408.05766569 169.32113632],[326.94560239 206.39102616],[355.13989176 172.45831574],[369.11284429 149.71379497],[376.85055656 134.5732954 ],[305.05829507 197.88557939],[321.93463405 165.88825989],[331.46742839 141.19795417],[338.1906976  125.68130772],[282.74239854 197.51205145],[285.01740223 167.63866852],[286.36104198 150.74824259],[286.58094764 139.40972692]
[294.3986268  272.82985391],[330.99419799 278.23119069],[352.15165593 262.66535415],[352.34036864 238.06712357],[342.75009781 222.77932102],[363.30401346 225.54926764],[392.24014004 203.06358506],[410.88942222 189.48869742],[425.54678083 178.76115385],[343.26254905 207.66514298],[369.90911534 176.81225723],[388.32789964 157.80823332],[400.55548923 143.01983285],[320.56687375 198.10220316],[336.64019927 166.10309669],[349.0856146  146.21683213],[359.26368889 132.16972459],[297.62794599 196.84813967],[301.43999153 166.5506068 ],[303.47315635 151.97762452],[306.09590647 140.02178983]
[295.87508644 273.96129043],[332.33421236 280.92699698],[351.83934816 265.3358219 ],[352.9596414  237.46462822],[343.46512156 218.68975614],[366.05090255 229.16023561],[397.61554512 207.16091909],[416.54249685 193.80039013],[431.16867415 182.35261241],[345.43999296 211.11835749],[373.83504307 181.0267771 ],[391.50117876 161.87152895],[402.50089028 146.3793204 ],[323.27585837 200.65752364],[340.63870432 170.02258347],[353.07629897 149.50000118],[362.36691932 134.88554101],[300.9399541  199.36882748],[306.62681833 168.18195015],[308.33604921 153.19368035],[309.48819654 141.06922733]
[296.36068452 274.78619121],[331.73895171 280.69561936],[347.88636273 264.54596408],[348.29894272 238.2696352 ],[341.12312586 222.28400431],[365.57515996 230.63009598],[397.55389523 208.34099883],[417.10231858 196.05284044],[433.08363322 186.53510059],[345.74859157 212.59705266],[376.89061199 183.28712326],[394.12137138 163.63466886],[404.92567109 148.26182802],[324.02542857 202.31904608],[344.04770978 172.76077   ],[357.93905029 152.17744245],[368.61341711 137.08040679],[302.27244558 200.15455857],[306.98396477 171.15335259],[308.57572045 155.232549  ],[309.14863134 142.24136154]
[292.99543591 279.5434727 ],[328.09374781 283.91762788],[347.19237724 268.71311632],[347.50458486 242.74547623],[337.20486518 224.68743606],[363.49543352 234.87474673],[396.13824644 211.77011358],[416.33795665 198.17785977],[432.46414643 187.79201145],[345.24194308 216.0091529 ],[375.85160446 185.09613143],[392.48455221 165.15503381],[402.55253503 149.69835887],[324.83484978 205.1484969 ],[345.80299746 176.03615507],[359.60594749 155.65206412],[369.7614181  140.14540975],[303.42756803 202.32222039],[309.10026248 173.75976037],[311.18188905 158.26113101],[311.91725429 144.51753955]
[294.43912882 281.38760369],[328.37855664 283.086871  ],[344.06838365 265.44466082],[344.01284316 241.08054076],[335.4583286  222.76128024],[358.836977   233.60723043],[390.35758511 210.11826524],[410.8075609  193.47254337],[427.47707077 181.03152718],[339.50491359 215.95796323],[369.26173259 182.56444943],[386.27049541 159.61574876],[396.05247825 143.62325979],[317.38189138 206.3547389 ],[336.93103365 173.22859551],[348.16770665 151.47966815],[354.30570416 138.35103165],[295.80930501 203.16817976],[299.17385338 173.09175848],[299.70418669 156.77089267],[298.63091678 145.86955442]
[290.41076406 274.29447478],[324.96853555 276.65655491],[342.54603175 260.93344116],[340.38586817 236.43159834],[331.73604722 220.29100651],[350.80567257 223.1398984 ],[376.45474185 196.16286345],[393.07318557 179.3892792 ],[406.79661336 166.16864885],[329.01632998 207.39437153],[352.3082999  173.99381951],[367.82492682 153.123259  ],[378.43869961 136.43797557],[305.97607075 199.33775648],[319.29748819 167.22082334],[330.51460468 145.28795546],[339.23432513 129.72671759],[283.0100171  199.96859478],[284.67372174 171.00873063],[286.82428856 156.19481646],[288.70566391 144.15138198]
[282.26393784 270.34301767],[318.01174002 269.2390538 ],[332.38176134 254.35580584],[328.21901957 234.92511735],[319.86770077 221.71215285],[332.61286915 213.69607667],[355.52855473 180.92908186],[368.51324214 161.93398564],[379.01174649 147.47285889],[308.29815839 202.52000082],[323.20406891 163.01087166],[333.90635125 138.74619726],[341.41480828 119.44145614],[285.26092839 199.84029293],[290.17901373 162.89746851],[297.01850042 139.68479177],[302.11532002 123.69026802],[263.47969676 204.52821697],[257.38237171 174.86424259],[256.36626306 162.35000843],[255.26606387 154.01461674]
[275.97495994 272.14550192],[309.07214985 265.68556964],[322.50760467 243.55383084],[311.6517613  219.34890845],[296.42616123 203.15361897],[315.33968025 200.74977455],[333.02380532 169.71832025],[340.49515575 148.51677867],[345.11661089 129.38829588],[288.59846707 194.16831951],[295.267571   156.00475014],[300.66811439 131.00630208],[302.13864739 108.55764424],[264.00995862 197.60879406],[257.99701964 164.98007508],[257.90870235 142.08824534],[256.18515204 124.03556066],[242.27111297 208.38994343],[232.32530199 180.22703809],[231.06178536 172.26013294],[229.01975716 167.86720979]
[277.90767943 277.57305889],[308.12832586 261.94627769],[317.51099448 235.13651011],[302.69750238 212.07443511],[286.98191838 199.04621141],[299.37865257 192.39324761],[310.42780374 158.70476262],[314.66966906 136.58267647],[316.5325507  118.81967465],[272.88870857 190.71894277],[271.59535242 153.00234308],[267.37740962 128.14799338],[262.07927241 107.35852306],[251.70246999 198.19215716],[240.55126211 168.9610126 ],[231.86464754 148.86678059],[225.65445693 133.7252613 ],[232.84863832 212.58527541],[217.75672989 189.90332816],[210.28640923 177.96936304],[205.03287724 169.07251631]
[277.14730748 279.90219006],[308.80012165 258.15186461],[312.42892109 228.455584  ],[300.7349744  208.43501542],[286.49025287 197.69861721],[289.12362871 190.07241769],[292.97997134 154.55233973],[292.79683256 130.64688723],[291.56817932 109.710122  ],[264.52336853 194.18470336],[256.00119967 154.47692186],[248.11645393 129.0512185 ],[240.37865815 106.85399557],[243.89607752 205.35185605],[228.81933011 175.64162039],[216.96412168 153.85228639],[207.10771944 135.71559329],[227.71936842 221.09941008],[210.06837461 198.85943377],[199.79271759 186.79009465],[190.1758949  175.62516672]
[282.65278949 282.54399315],[310.52850105 255.00805378],[312.90095059 220.31563565],[295.73336899 200.0597469 ],[275.31678156 194.30664059],[278.48424335 185.06974703],[276.83891293 154.08249883],[274.02449823 131.85251743],[270.91294574 110.45033426],[253.38761849 192.15425543],[238.3611882  158.68762588],[227.81846318 135.19756541],[218.52398304 115.98000487],[233.52536775 204.47559656],[214.22889683 177.51022974],[200.88322555 157.51899482],[191.95925095 142.45420748],[220.23412149 223.04966506],[198.00621461 204.78042287],[186.32182144 193.50778086],[177.1467308  184.04189716]
[288.56559867 276.59201094],[312.57535738 241.90775664],[308.28802554 210.4222878 ],[286.57028234 190.05762383],[263.89624437 186.54629409],[273.28774342 184.16148734],[265.79099073 153.86788197],[260.29845114 132.68479976],[254.72238148 112.48398463],[249.03790635 194.53890504],[226.74824073 163.00151633],[213.44329458 142.60244693],[200.56661177 124.48141643],[231.61808335 209.79170307],[206.89414108 184.77483436],[189.57866647 168.09213242],[176.82732679 152.83221917],[221.45184954 229.50057246],[196.33970922 214.34305154],[181.67385056 206.64070771],[169.14360153 198.49785577]
[285.67641511 271.53255008],[310.27088378 236.25442225],[306.1437823  206.27335495],[289.62357455 188.45801725],[273.77752082 181.92221684],[266.55177997 181.71133477],[251.64072774 153.42290409],[241.33597596 132.07224519],[234.09558151 112.8180183 ],[244.91400187 196.18406904],[216.65761738 164.31520196],[199.91861998 145.3384596 ],[187.02112989 129.9969367 ],[229.75579792 213.78324738],[199.84676558 193.77381138],[178.41876357 178.56335569],[162.35143539 165.13521895],[223.36153685 235.38279162],[195.53987451 227.11587274],[180.28248708 223.47158655],[168.03909155 218.75115681]
[286.4605649  269.07604225],[305.56635856 235.12851298],[303.97471724 203.81171044],[286.57170215 188.81496163],[270.90093059 188.39749011],[259.27826501 179.55485486],[243.87504267 154.31695434],[230.55852421 135.77604882],[218.40416075 115.73447619],[237.96966858 195.25252825],[209.94347856 168.08680852],[191.53648144 150.91398905],[175.982264   135.63546966],[224.10719726 213.54421656],[195.39873268 197.2428827 ],[172.59547515 185.29825132],[154.84311286 172.98162635],[219.17817362 236.18809353],[192.89423936 230.98067073],[177.54969742 230.23054663],[164.03244071 225.78784445]
[284.24913235 265.12522003],[306.0909303  231.32913661],[303.96898905 202.06701005],[289.55900578 188.1929097 ],[274.02427325 187.55875092],[253.24181499 185.1279199 ],[232.85556242 158.5507868 ],[216.1309495  140.34429908],[203.38311913 123.7400875 ],[233.57827257 202.59521519],[201.37864919 176.0545027 ],[180.5615432  160.31438727],[165.05994066 147.56407661],[220.72233308 221.24934827],[189.11319748 205.27247818],[164.71785479 194.7015166 ],[146.46057486 185.57764894],[216.20725104 242.60605546],[189.21042664 240.39427071],[171.25085726 239.79324548],[155.23528807 236.26023188]
