[271.1127778  317.65986382],[290.12181144 288.21283203],[282.74542179 256.43498788],[272.04723903 209.77078221],[262.85169067 158.39992662],[245.3732731  248.49248929],[288.85870586 260.45691219],[298.23313353 262.19719959],[292.10559788 256.13540626],[231.87383245 278.62192375],[311.4986075  292.21310818],[321.02712946 294.64571269],[317.45535589 300.75170474],[228.22617082 313.47584788],[300.59707205 329.46640667],[306.21979829 321.24884229],[300.41907343 320.70263843],[232.05515711 351.55596859],[282.87152838 357.42465003],[289.58445795 351.42858192],[283.93419078 355.09371952]
[309.97834016 200.51496004],[332.47943053 161.66935332],[348.48449125 137.48703224],[357.29606248 120.2292623 ],[361.04453064  97.00137754],[385.26102617 135.39015929],[421.81160558 147.46447002],[426.82937355 156.55534485],[427.66816015 159.85140143],[385.92058795 149.93113816],[413.30327324 176.79691335],[404.18807681 188.42452395],[393.56990396 191.03899469],[382.15384297 172.83223951],[405.02250445 199.39968001],[397.31046925 208.79982654],[386.17179336 210.49548257],[378.41951884 196.72078065],[396.89162744 212.42558492],[391.28091727 219.99804489],[384.64702341 224.3832494 ]
[326.40820303 206.90531757],[346.6375621  170.73084923],[360.16327869 144.61589961],[368.05009375 124.06810063],[371.27275764  99.96467792],[396.05234591 136.67689024],[432.2512401 142.3938841],[441.74441012 148.96559726],[444.78502597 152.23772139],[398.04411039 151.24366951],[428.92546188 171.4831542 ],[424.62681941 182.84493867],[418.72366631 186.02433637],[395.63951488 172.89267885],[424.10914087 193.99323149],[417.78571154 203.04260865],[407.92984164 205.2227386 ],[394.13668487 195.74542952],[414.30379746 208.36184298],[411.36685684 214.68959887],[407.39810462 218.17786435]
[362.12325082 209.4518928 ],[377.76924365 170.73712703],[389.5977358  143.62793691],[396.37686013 122.21504478],[395.90492247  97.56059539],[427.64773347 141.84214547],[464.10454033 160.59283708],[456.15769933 170.22394453],[445.46595189 170.01617853],[433.48931276 161.0688059 ],[458.29653354 188.54838453],[448.03837567 197.40188178],[437.45412137 195.91254337],[432.97735796 185.42153054],[452.39358305 209.26263168],[441.55006695 217.02929106],[429.81905697 216.92271917],[431.80739808 209.16791614],[443.8622303  224.80703663],[434.54049328 232.90725096],[427.51462917 235.3776827 ]
[394.07487715 208.34204218],[411.52152617 171.80069556],[428.12942312 145.13068206],[436.24240835 123.73755423],[433.28895978  99.33463215],[465.46190245 141.25670793],[502.67859689 155.92142598],[494.40941688 166.47757345],[482.45979303 168.00434732],[472.77298523 162.58442778],[498.2790291  185.12587996],[487.22190355 195.13731038],[477.97198235 196.29312876],[475.06241791 187.36414975],[490.12952566 205.88407197],[479.97777312 213.53369541],[470.81172433 214.00509826],[475.17920841 209.41630189],[482.52349289 220.74428113],[474.79443544 229.33741346],[471.68415286 234.39084989]
[417.55498665 201.74663855],[431.13084101 169.60728099],[445.39210486 140.65133656],[456.46026156 116.07687045],[460.37173944  93.7414022 ],[494.30055842 138.42217721],[530.83963656 152.08066202],[533.90649831 161.99153036],[529.17855562 165.19825957],[501.96529199 156.89716182],[524.13238521 182.66262083],[516.29916227 191.19295528],[503.30927065 191.95598875],[504.66195966 180.40592062],[523.08689368 204.24095154],[511.58879206 211.02854242],[494.41482631 210.75918004],[505.21568968 204.22030727],[518.77070162 215.74738617],[504.73612413 222.06044815],[491.15204006 225.56353806]
[424.14389473 200.89257067],[444.935622   162.88682114],[464.31357128 131.33430624],[478.38255272 108.1720008 ],[481.28178437  88.9078805 ],[508.06622427 135.6665163 ],[551.62948332 139.36505031],[564.77084575 143.81478346],[568.42750569 145.06730001],[518.7492373  153.78754309],[542.8740088  176.06536904],[534.39424262 184.8650649 ],[519.23560294 184.19845942],[521.65961929 176.56692213],[537.83033735 196.03119795],[529.20937923 203.66226024],[516.24734802 202.70007454],[520.33474961 199.99846019],[530.50365601 210.84727109],[517.5895443  216.95478669],[507.55385613 217.93470358]
[437.17639688 187.14884838],[456.29186033 155.17914005],[474.32864255 125.91430061],[485.90527949 103.54946219],[491.48480125  84.73435931],[524.08646086 124.16423189],[556.31290569 140.59240822],[556.51382349 150.89905217],[553.37340739 150.36285422],[531.4789491  146.71306105],[550.92306758 171.15802642],[541.31413172 181.68877844],[525.42747696 179.97924769],[535.74735322 171.30261711],[546.30584101 194.4327982 ],[533.31168574 203.61495576],[515.42811838 200.85988782],[536.77424327 193.61767467],[544.23245973 207.85536462],[526.39698709 213.20186425],[509.46220951 211.99004455]
[450.55527108 190.47661512],[469.55006973 155.72775866],[483.58616665 129.68053338],[493.39973889 109.28549603],[494.93569159  86.89455696],[523.80521188 127.16640564],[561.03064538 129.73699849],[569.34559478 133.98420613],[568.26886243 136.13176248],[533.03183025 141.79851893],[556.04944504 170.61563011],[545.57256586 180.59675717],[531.35976993 179.50204957],[537.37028915 162.1353122 ],[551.704084   187.51534041],[544.86680708 196.68145877],[534.38633455 196.13034279],[539.20549594 182.943186  ],[547.90859938 200.75072848],[539.97272913 208.49647612],[532.97254054 209.94687138]
[457.33442056 191.26891071],[471.50118048 158.74363076],[486.66480082 128.65555421],[499.0943226  106.56752488],[502.28586201  90.44853204],[533.1611065  125.73828521],[565.32593384 128.4877685 ],[571.65383279 133.64489899],[570.45316259 134.27825251],[546.55718184 143.47124874],[561.18071449 162.91619628],[555.07413735 169.52674222],[543.38688123 167.26503223],[552.32110189 165.32292134],[558.03529089 183.34310976],[552.13329733 189.57492933],[542.33980661 188.13254876],[553.40594086 188.94560179],[555.7231529 199.9146072],[547.24776091 205.6705603 ],[539.70695285 208.12218183]
[455.7921681  195.34103749],[472.25129676 157.59533034],[489.15701269 126.58383608],[503.4676348  105.47529681],[509.19038327  94.60659231],[547.59399783 126.45345554],[585.91492343 124.82199588],[598.75326338 128.53645027],[600.23660649 130.06122991],[558.52225555 147.20758534],[577.95061997 173.73451478],[566.45431239 184.80879054],[547.65616363 184.65704369],[560.76018033 174.47965201],[570.99515131 199.79577889],[560.08096951 207.11269744],[542.78294003 205.63254065],[558.2320901  200.14537934],[565.33599377 214.43276629],[549.28918567 218.76715251],[533.07807386 218.6030199 ]
[453.24647418 189.06106263],[468.74844458 155.95387196],[488.85086684 126.28127007],[502.84804763 104.73950002],[508.61890971  91.84881845],[556.01548001 123.87482698],[594.10846439 129.27019513],[611.16379283 136.90854487],[619.32120756 139.22638183],[565.26769246 145.58441149],[579.54475369 167.09290233],[565.94495221 178.3242899 ],[549.67995551 177.50265578],[568.51921225 172.84375061],[575.40147824 193.6453358 ],[560.58034351 200.90791795],[545.00202829 198.81185447],[568.58480318 198.85021296],[573.26328046 212.02684868],[552.39507243 214.18646442],[534.02799679 213.28753754]
[450.83489559 183.81389723],[468.54392003 145.20095072],[487.08553226 117.10645637],[502.90369646  95.18630135],[509.59023906  77.79111083],[541.38540599 117.93281351],[579.75721899 118.17528223],[593.12094264 123.28541644],[594.94439232 124.29320813],[552.25340494 137.04896452],[571.79603158 161.42773324],[563.12038032 172.6097559 ],[546.77635438 173.30090399],[556.15201535 161.53919515],[565.90115842 184.59881907],[555.29850629 194.22423919],[539.57528917 195.65530652],[556.31545927 184.78781665],[561.43084317 199.25851293],[545.64948333 206.0194167 ],[531.19696443 208.04505626]
[447.52762522 178.14045771],[468.8292795  141.89697856],[480.66060337 117.69751261],[490.69286072  96.88121647],[495.87892517  78.47814768],[530.46003686 115.76410615],[567.18139552 124.1004713 ],[575.01086329 133.75455665],[573.57477408 138.00436763],[535.88650242 136.18343676],[558.11347656 163.17165281],[548.11274869 174.83319802],[531.31205068 175.10502099],[535.25949092 161.95973306],[551.92688006 186.89786144],[540.33136927 196.35365009],[522.23265998 195.43098436],[534.64834549 186.47185392],[549.55703338 200.06867959],[534.43135886 206.14925138],[518.35815083 208.8794326 ]
[421.49933473 183.58632908],[444.03375952 143.46954802],[462.5931483 113.2653318],[479.4290628   92.12750562],[487.27032643  71.23004991],[522.75055845 121.84028422],[562.06963089 123.32424539],[580.0486277  126.41292921],[587.91717233 125.24536213],[528.07545851 140.57879215],[541.3356434  160.79552466],[528.22418912 168.21645468],[512.72441013 167.62374978],[528.67955982 166.07112034],[536.07589787 184.45422486],[521.69434054 189.32887567],[506.57292923 188.04794127],[529.13010344 191.09553628],[536.2619473 200.9365322],[514.33277212 203.14315098],[494.93479743 203.05841368]
[406.27815305 184.80426008],[426.74257055 150.76926638],[444.74121883 119.88148864],[455.36862706  95.01358046],[461.74045225  74.6294719 ],[489.36232311 120.28327047],[524.13785738 133.0210291 ],[527.62719242 148.25704348],[527.69683901 152.98712439],[496.44231639 145.41739775],[517.09237695 168.45863748],[507.74565294 179.69816139],[492.72533102 178.41911217],[500.09541733 172.96822115],[513.36053523 195.60037206],[501.71653652 202.77425369],[484.75279092 199.35838687],[503.22586949 198.70638876],[517.26923136 212.87291566],[500.55197028 218.07005945],[483.95749552 217.19566218]
[390.66672624 184.31350204],[407.42775971 151.95362602],[422.84313175 123.23779347],[432.75669562  98.79235452],[435.22072853  80.20367239],[475.33564961 124.38344391],[520.46282304 138.31664594],[534.17650711 146.11941224],[538.23832079 146.99125335],[479.469853   144.94653524],[499.05999322 177.7429711 ],[486.43125497 185.29250922],[473.28694406 183.92779163],[478.12014289 170.19559188],[490.37908278 199.56453951],[475.72311391 204.97536343],[459.71725056 203.43472439],[477.78416967 194.32044073],[488.44841343 210.07198085],[468.70538206 213.07276092],[451.64221024 214.19907519]
[359.76489991 185.33174165],[377.92335233 147.92883841],[399.89491793 122.96437874],[411.90975417  99.45019311],[417.61957032  75.49602403],[442.34679794 125.21477672],[480.93002738 149.7561287 ],[478.8021325  161.08395621],[470.99608521 161.59252945],[444.24098518 144.08808157],[470.11032106 182.33087934],[459.85174493 189.9963644 ],[447.87991328 187.59971555],[441.42243307 168.29848272],[461.55757493 202.57337361],[449.38383341 206.95247335],[433.96385457 203.34721336],[438.83096039 193.48629916],[453.40737376 212.30414708],[438.64722455 219.29218834],[425.34958864 221.10809756]
[335.71251061 183.31143239],[357.54932355 141.72834588],[376.22004964 111.85989753],[383.95009008  90.30485077],[382.01004289  62.94117718],[407.96855598 113.78114054],[450.02950881 128.69225728],[450.85945023 140.73563209],[448.22408083 142.69861184],[410.45145121 130.78428164],[444.02065777 164.17419847],[437.81279349 175.5913012 ],[428.59971733 174.49142975],[408.37112565 156.82082009],[438.45848843 184.33823304],[432.00303666 193.02955605],[420.1648637  194.54845519],[406.93501136 181.49578573],[426.08459949 195.68757978],[423.32635269 204.79204632],[419.21101325 210.5060147 ]
[320.82557226 175.48168933],[341.80979747 133.81386752],[360.82517057 106.28923009],[365.29361708  87.24121838],[366.36375813  63.35135406],[393.38974606 112.46174285],[429.10249265 134.29221531],[425.04129936 146.48839324],[419.84918552 146.15982025],[395.76819361 127.64696208],[421.54203203 165.23904462],[411.01477103 176.4620594 ],[399.51139998 175.87822416],[392.57639162 152.5365816 ],[415.20471358 187.02382425],[404.90009996 194.79845952],[390.23959732 195.10809454],[389.33514415 178.04774432],[404.15055791 199.14749299],[396.02575378 207.83124926],[387.45180487 213.00331722]
[292.55618701 181.48125196],[322.75457471 144.27997505],[345.02902914 113.92674263],[357.09616554  90.42392017],[361.84758152  62.71075877],[370.65944308 113.57903816],[416.68422394 140.1783421 ],[416.97759802 155.19148099],[412.77920489 158.13494425],[367.68217662 129.6786035 ],[406.89751468 166.82157663],[399.86835636 179.50135771],[389.45986338 181.57268969],[360.88564479 153.89574579],[396.64462163 186.03634547],[390.37506528 194.86411275],[378.50626978 197.62433581],[355.96738302 178.67297671],[379.58021218 197.83918128],[375.38494864 206.58607732],[370.37982486 213.42208165]
[273.61203086 179.05505289],[307.00447829 138.61947351],[326.27352995 111.93481181],[338.60621677  89.23275279],[346.3056825   57.79021013],[349.68894635 116.36367521],[393.87996819 139.43465145],[398.65689451 149.3313201 ],[398.76706196 148.64684059],[343.37728351 129.57550793],[387.62774479 171.41337297],[375.43086727 180.43053265],[361.5953699  176.87966595],[334.89110465 152.02453792],[376.92366819 188.67257189],[368.17882467 193.60593779],[354.41111619 192.8189046 ],[331.55745954 175.46877931],[359.15578156 197.5817375 ],[352.09768101 204.9843828 ],[344.94558193 208.49520215]
[251.2302056  168.82660995],[285.54872679 132.15973334],[307.19837573 108.31307679],[320.17157728  93.58573208],[332.66174482  75.44778215],[330.34124255 113.28313636],[373.76202823 134.82091303],[383.76060948 145.3074903 ],[389.00764356 144.2799783 ],[328.10713123 122.75948706],[367.2559957  167.95434805],[357.24646326 182.4799935 ],[344.73199235 182.52853755],[318.92797161 144.52033466],[358.81254188 185.73806175],[351.76648858 195.25833486],[337.48633443 194.43301063],[313.56805608 169.52838429],[337.08420574 199.15323543],[328.73753563 206.56810121],[321.393347   206.64942981]
[235.24530105 174.88174426],[258.64783584 136.991891  ],[280.69495582 110.48100035],[297.92968362  94.39630819],[309.64060761  71.88947851],[309.27916667 117.02913218],[353.46550033 140.07163544],[352.58922331 152.58974768],[348.56702125 152.64527432],[307.92842583 132.77448512],[349.05194163 164.85399634],[338.02240648 177.11348776],[327.56706816 177.45192122],[301.2878742  156.02444846],[340.97643993 186.42150908],[332.23998954 195.74897486],[320.74680157 195.32805483],[296.53302246 180.43460311],[319.94168238 200.12520958],[309.3984675  208.78458608],[301.8692169  210.83553188]
[228.80382685 172.4504763 ],[255.3306473  129.44186103],[269.61239097 105.7756082 ],[278.75413625  88.45163639],[283.45664822  69.36350661],[290.0559535  117.26442172],[332.59217826 134.52043761],[330.64028658 144.65553478],[330.63473101 141.42424958],[287.87405092 132.58569371],[332.01917802 162.0070705 ],[323.8405993  174.49142836],[316.83928768 173.55006328],[281.96103173 158.36047403],[326.85239705 186.90609903],[319.0771539  193.05725629],[309.12365319 188.87848172],[278.90888972 182.90059572],[308.43548412 200.71522402],[301.55526007 204.78763498],[295.35649602 204.40294659]
[212.39899452 161.12261866],[239.21862797 116.31447229],[255.95342445  91.60368894],[263.69797614  82.56301874],[269.85866346  71.4868037 ],[276.02514007 109.17921487],[315.49455258 125.50793449],[316.80890953 136.74758374],[318.62496519 135.54467368],[272.68455957 125.60745051],[315.71178628 156.77424405],[309.87794772 173.7851679 ],[300.56693893 176.99528073],[264.7835846  152.08414143],[306.36523732 183.71687625],[302.64360045 190.89493069],[290.34653445 186.81082195],[261.03199642 176.24714227],[285.23844287 200.22743082],[281.30421853 203.68566449],[275.43889716 200.85844333]
[199.44811616 160.16257905],[225.89481062 103.51887934],[242.22378453  82.93269873],[254.03297452  76.15246166],[265.28503917  71.02563766],[259.92039823  96.01164394],[302.04596767 118.58020593],[303.13399912 131.40409607],[306.29755371 129.95654839],[255.26731606 118.64484428],[301.84413734 152.92619208],[295.3773122  165.54743734],[287.39177165 166.58862381],[248.73529545 151.78752122],[292.66981395 184.05779659],[286.0854248  188.08152537],[272.654469  185.3188772],[245.64095701 178.0236271 ],[267.06394025 200.46329101],[263.75858077 201.5558057 ],[257.64048962 201.39585339]
[180.96447936 161.84126166],[212.84774972 113.05205287],[232.33219151  90.28505417],[246.40486925  84.30470049],[258.43227113  71.88870031],[243.0979648  103.48777271],[290.15298485 125.29898586],[293.16297077 136.7512148 ],[294.81899538 132.76486871],[237.63720814 121.41962963],[287.45890036 153.71551393],[284.43470529 167.77140717],[277.3438625  170.11030281],[230.79781993 149.11506947],[277.89256144 180.14740762],[275.47081324 186.87425931],[265.45443148 182.78896613],[226.44625494 174.87976816],[257.02623093 201.93127876],[254.42618918 207.8005775 ],[249.4872708  206.93929969]
[155.84666147 172.35166296],[197.28681834 133.32992896],[221.40503588 103.55053938],[240.46511033  81.59073207],[253.21117327  64.89889726],[231.04035982 108.57837132],[280.13569221 138.5901623 ],[275.11926447 154.78345044],[268.79777599 151.28213096],[219.55345186 128.1692047 ],[272.49387909 164.89104739],[264.55637329 176.52548086],[256.36743382 170.069891  ],[207.66744473 152.03476098],[259.4742508  185.56563389],[251.35041421 195.65369011],[241.37281699 189.4165172 ],[200.37264084 175.58778188],[238.88939042 201.13523623],[230.79223676 208.72393031],[221.67926087 205.62298402]
[145.77730272 174.48983395],[185.86933918 129.31894079],[209.05272957 103.76101877],[225.51328622  86.21262188],[236.49854861  65.06980543],[213.36814509 109.51670545],[262.49655097 134.0477367 ],[258.94222908 150.98737524],[250.97204706 147.96233901],[206.15637504 126.644798  ],[256.56160337 159.9154075 ],[250.79704716 174.83607429],[242.29066576 175.43023618],[199.08417498 152.40466915],[247.71253704 182.89126237],[240.55029664 189.92402701],[228.98900539 185.86637362],[196.96374063 176.38480095],[232.7827568  200.09448618],[224.05031997 206.16341252],[213.2253333  206.00841579]
[145.99909561 171.82868583],[184.37428108 126.21540663],[202.98402951 102.44218901],[214.31268576  84.71968992],[224.9609224   64.93629202],[210.4052024  107.15319641],[253.80865127 133.87746078],[250.91932583 148.03495634],[242.19715067 143.48145839],[202.67585451 124.84763276],[249.47357727 159.18748037],[243.14946584 171.12355135],[231.76129614 172.20097528],[195.63897741 150.30252544],[238.9732257  182.25988969],[232.8829357 184.2470441],[220.25149757 179.87771129],[191.91634994 174.75113197],[220.22219115 202.21918448],[213.68276025 206.43805021],[204.44178216 205.33289887]
[102.03094611 195.10863859],[150.71683473 140.1531932 ],[180.3216228 116.2898923],[201.11248805  98.56936755],[213.71367394  82.46647302],[193.55258692 113.45401145],[244.62036218 135.94592156],[237.7300769  157.27045346],[224.76092392 157.43390522],[185.32400279 130.05344804],[240.25558159 167.42865425],[227.49948846 182.30331245],[212.99029697 177.35076524],[174.50859335 155.39224437],[221.92014833 189.57855152],[211.2591055  195.13949633],[198.87594737 187.75590213],[165.31479166 184.32708613],[202.88621355 207.56694833],[197.15874464 212.67191877],[192.25964985 206.68122991]
[102.30599402 181.21960904],[147.91101921 141.75288896],[176.69726822 111.36546692],[197.66368365  89.41879505],[210.32953605  74.49806157],[179.74764516 111.13575629],[232.21842227 134.91068896],[228.13399583 150.54158501],[224.56392866 145.94070074],[168.7721314  130.23429929],[228.64650152 165.87506349],[219.51514881 177.92536954],[213.34007548 169.24781404],[157.17413494 155.24842623],[213.28632866 185.63924517],[204.18097163 193.59962655],[197.08262395 186.71370698],[150.27801009 180.00710955],[196.85140342 203.23135199],[189.18776648 209.79765586],[183.72165963 204.63712044]
[114.90460788 170.49176974],[160.59738172 135.95998453],[182.1369081  110.78513398],[195.12462234  87.11978336],[200.69792572  65.76394593],[172.89137496 112.77521181],[223.83555769 140.17724051],[217.21726435 157.41992269],[203.97786674 155.36838102],[159.38336168 128.28718486],[217.62134004 166.79425033],[206.8820433  177.71034448],[192.12190197 174.45932893],[148.74361283 149.44209706],[200.76204826 182.06261425],[191.77768275 184.67277228],[179.28785334 180.02194178],[143.80408625 172.29222538],[185.52944791 195.39939086],[178.7282235  202.19310365],[167.90392971 204.13545189]
[ 91.38522984 177.69557955],[132.30989285 145.10275767],[162.41294645 120.4765773 ],[186.37163371 101.35170646],[204.74431573  88.1071407 ],[161.68573852 117.42936013],[211.72635962 147.80928006],[204.71712725 160.53518735],[194.48360402 156.41886794],[147.41118465 138.41630565],[207.58458816 176.88094976],[197.59415705 189.39680976],[184.03234294 184.24696039],[136.34522186 162.78295758],[189.56665871 195.38682459],[180.99095516 203.17402066],[170.26550181 198.40764129],[129.96615572 188.11531239],[171.29103447 205.03703191],[166.32812359 208.01383613],[159.91361592 202.073882  ]
[107.9951753  127.38105127],[ 91.35418255 170.50990861],[ 85.16844926 194.52311899],[ 83.50060739 211.66016118],[ 91.60538222 216.3084736 ],[109.66885729 193.4483584 ],[135.46109744 208.74261955],[145.49115503 209.11663989],[149.28977047 207.63330201],[130.81139815 176.44348065],[160.78706529 197.31255714],[158.70319299 192.16241804],[153.12156654 184.15600517],[149.06900247 155.58348627],[178.84524192 173.1001968 ],[172.86751027 167.91071198],[166.06060276 164.56140551],[164.2967071 135.7174514],[188.97447018 146.92301081],[189.03732863 145.24747855],[185.91737348 144.80976316]
[ 72.99215491 181.94753481],[113.79451328 143.71620493],[138.55533944 119.40829904],[156.61830295 101.08428646],[163.56059551  84.13128406],[150.68942667 115.22326434],[198.03632793 136.27126117],[186.97081364 151.10221728],[171.1356919  150.93750405],[136.73250988 132.81597794],[189.75080651 168.53684471],[176.77279127 178.17351554],[165.96170606 171.2317839 ],[123.78277185 157.75938904],[171.41577616 186.45841832],[161.08413663 187.25270088],[151.81871148 180.5002478 ],[115.90209462 183.62251529],[153.89850237 201.61974316],[145.72747649 206.01632282],[136.82894716 204.93494411]
[ 77.43212173 158.32471476],[106.10289602 128.23741803],[136.32107608 112.61404683],[156.94143873  98.09757522],[164.12738653  87.42080386],[151.22575221 130.86212547],[182.52333755 137.08571972],[166.09454508 130.76245538],[146.15404756 120.19852137],[140.8730963 157.1729432],[179.14843679 171.04509728],[157.54613363 159.67230237],[135.45832827 145.09017444],[126.57410988 184.93336034],[167.22213035 201.2042289 ],[143.45755177 181.30594122],[118.82239984 164.70389435],[112.97003021 206.7362625 ],[140.50363601 220.50359556],[129.69958854 203.92833638],[115.86070783 185.53751656]
[ 42.71428053 193.15359051],[ 89.46252999 156.72341798],[123.14189461 131.41482243],[144.04068767 107.59824803],[150.76650561  86.32040091],[125.79816527 123.56954061],[177.31277636 145.68912861],[159.65618267 158.16233003],[140.5553929  153.65272723],[112.64416844 143.08776401],[169.02882564 173.30017348],[149.57066773 178.14475068],[133.99428539 167.14051251],[100.42056215 166.9346488 ],[153.28318439 191.58167999],[139.1570545  194.77778987],[130.03302537 185.71502584],[ 90.46395254 192.49236962],[137.3897599  206.17324972],[130.2524844  211.90513621],[123.56382473 209.61496233]
[ 49.15013077 176.78009465],[ 83.25270858 147.47444435],[117.56448711 125.42099122],[145.38440174 104.79623705],[161.76571001  83.00877878],[130.7009224  130.83008171],[165.9690482 146.5397526],[149.01761439 147.11603277],[135.83330432 141.30889654],[112.801719  152.6228393],[159.44784268 175.64077166],[135.24580025 177.54447161],[118.47691573 170.18740713],[ 97.96633759 176.98409005],[146.7153049  197.28303999],[126.5039489  196.69739917],[111.39916718 189.33007278],[ 85.5410534  201.24563329],[127.6022065  217.06792249],[120.84728596 216.85028734],[112.47680913 210.98187805]
[ 48.47788222 176.30909175],[ 78.438761  144.6728259],[109.04080866 125.28874148],[132.21844482 107.76727182],[145.94737811  91.256039  ],[120.38411003 132.30932297],[160.51670787 146.89820792],[142.38319632 146.65164279],[129.25755482 139.96407851],[105.93106338 157.54023234],[156.85925367 175.1668926 ],[127.48474618 174.07614374],[112.53718229 165.27617407],[ 92.8904642  183.36305532],[143.76164972 197.89397259],[116.25813877 196.06109557],[100.47406128 191.28710829],[ 80.41451853 208.51341322],[119.97067967 220.46505675],[106.43723166 216.52049685],[ 97.08333935 208.70788273]
[ 42.07872772 192.91833953],[ 91.84326593 156.48837374],[116.21662287 128.99222312],[134.39209662 103.36511425],[150.14202088  75.86684854],[109.00745465 139.23619975],[150.97197772 169.21327143],[141.46237747 180.93404259],[128.24060768 175.07380224],[ 93.51451049 157.21211898],[144.64464093 199.43841778],[132.84092027 209.45372323],[119.54008136 204.41908784],[ 81.23480812 181.37093122],[126.57701417 216.23914368],[118.31592441 218.05848103],[105.78211792 214.59183243],[ 70.87602686 205.00277775],[105.9528285  231.15084283],[ 99.53464335 234.98627099],[ 88.76380212 233.76258011]
[ 43.3689824  202.25836015],[ 94.6324586  169.80720008],[124.1093682  140.42257618],[146.58136648 118.26970404],[159.89974296  94.26686978],[117.4281827  151.27709664],[162.51674395 178.27180428],[155.74898626 188.57397556],[147.27986054 183.14579523],[ 97.80600663 173.67560582],[157.29401689 212.58682818],[148.50963847 219.81704801],[138.92128047 212.48639621],[ 82.22762145 201.93608963],[137.30667405 233.3388697 ],[129.97039049 234.41548528],[117.60307434 227.35326366],[ 70.52278732 227.5826218 ],[112.8869746  249.09892923],[107.60179303 250.64321409],[ 97.76009738 245.62449666]
[ 52.19088029 201.18168971],[ 97.03539932 173.16067645],[132.48192945 148.21384105],[155.21141397 124.51231036],[169.16479514  96.14041106],[131.44273551 153.48724439],[185.9440891  186.00667122],[167.80605894 187.46619889],[151.42555548 174.06923792],[113.22964311 174.41000987],[176.15112251 214.19302774],[154.54148584 209.9650498 ],[137.18413996 190.97355836],[ 96.9034198 197.8252234],[158.90978915 232.55042948],[137.33940052 229.30389583],[119.4432859 214.1103493],[ 83.01696019 223.3312645 ],[137.58537425 246.42876881],[124.92121034 247.01813312],[113.66782125 238.64965197]
[ 74.01620678 201.7746832 ],[117.54866926 160.44344318],[147.60358698 133.98848934],[165.37242831 118.28987339],[174.17247815  98.34688439],[154.14841081 149.16447411],[188.96830038 181.44871397],[183.35933158 189.69548861],[180.0772394  180.18089287],[139.73729255 170.74171693],[189.33678332 211.26169174],[179.66840115 220.55783074],[168.53764882 213.34774709],[125.36014241 200.51666529],[175.22669546 235.22042691],[167.9702473  236.75280677],[153.45518478 226.54819606],[113.98086832 226.00525266],[155.65142958 253.41715659],[150.39093143 256.41505935],[140.69711537 251.90969225]
[102.65527849 216.96403403],[135.44893637 188.46073978],[168.20109895 165.01986225],[193.19671964 140.83552978],[208.35120048 114.58081095],[178.25792881 176.28654989],[229.6134321  190.74057072],[225.00549542 197.53272851],[217.50074427 195.54008162],[170.69306542 197.87577044],[221.05251069 226.11629018],[204.41068476 229.38495656],[197.20196618 216.86607735],[160.82735732 222.72919604],[204.83708131 249.74603932],[186.45198841 246.48699283],[175.75069323 232.64552857],[149.14288894 248.71678496],[191.81901473 271.88454293],[179.6503802  267.35058068],[169.78208665 253.47938102]
[130.82675513 233.72146822],[156.19970454 201.04849015],[187.6840744  176.29537027],[209.84293326 155.33358791],[224.88280407 137.04365397],[202.13243057 199.70013657],[250.37573658 214.10385575],[238.39635773 213.87783129],[227.96369702 206.409342  ],[195.74484821 221.98592736],[243.93757029 242.05167591],[222.74943525 244.37502951],[213.29861314 237.66389663],[187.43262498 246.73254782],[232.37503097 264.23221656],[210.31674219 264.05189851],[196.3865791 258.5325187],[178.58822976 271.35177248],[218.58375159 286.63774151],[203.53468526 282.46366274],[189.89709211 274.42517379]
[134.86039776 258.53244937],[166.36582668 229.27617081],[201.33416125 201.64472002],[222.65906379 177.01625647],[231.29500342 160.22832734],[223.81467206 217.53515127],[273.30032416 228.86077931],[270.1230649  234.52918647],[265.83150995 234.18504016],[217.2401795  242.34584421],[262.94789925 260.18944239],[251.87289133 261.68924749],[244.59350957 257.19390482],[209.08705839 269.03745809],[248.00593015 286.21317119],[232.52855558 281.2160353 ],[219.35068004 273.36401065],[204.22459014 293.29222383],[239.5927746  303.50116181],[226.84299761 295.53397013],[212.4493618  285.89691488]
[148.53548346 252.86737248],[176.30243902 224.48859939],[210.71156714 201.23422406],[233.80624445 175.01097325],[241.81781223 151.90231468],[253.72237427 224.65562246],[296.13377447 237.09322987],[310.17981729 247.57562032],[318.44392528 250.17945599],[247.08248712 247.44362976],[271.61692857 269.97952   ],[258.60895686 272.77878237],[245.75459738 266.93820589],[234.97419788 272.97029406],[257.53628713 292.28515975],[244.54908597 291.66780137],[229.96039788 284.93120367],[223.97436942 296.97038985],[244.97636242 309.01538749],[230.25594604 302.16909499],[216.00541027 293.24220565]
[160.12059754 250.7753162 ],[186.27892874 222.21344112],[219.78461636 196.16829196],[242.00277364 169.26483736],[248.2298531  144.50082566],[259.01163309 220.88048124],[301.92800972 235.95981635],[308.95820278 249.35731002],[309.68700291 253.62366166],[252.76912456 245.73209364],[284.624627  263.4719131],[280.07265047 268.04700389],[274.12116808 261.50449964],[241.50021914 270.44714686],[270.92129506 284.78548513],[264.71558171 285.62503965],[255.87691405 279.54801894],[230.76204904 293.75543131],[257.32256471 302.83370272],[246.68139038 298.49681235],[233.68113797 291.76513617]
