[246.46216161 378.38837195],[282.88343639 375.98965776],[294.1644798  356.33362228],[284.11265174 332.71018808],[265.61581904 313.5296402 ],[301.41553403 309.91119127],[311.46674603 275.1756628 ],[318.85139466 251.21425809],[325.06966074 233.51516116],[278.97231823 308.15897135],[277.32627338 302.75588066],[273.11717105 330.72846581],[274.51312469 340.79917468],[253.95006267 312.50698432],[253.04608115 311.37161669],[250.41861459 335.44773505],[252.12600591 344.15979917],[229.87218401 317.07924216],[231.00890682 314.75957441],[231.82782887 330.31001427],[234.28706132 338.55408001]
[286.23356136 291.38875546],[325.0284818  283.76470159],[336.74049731 256.03877215],[331.8593618  230.00224587],[325.07636822 208.0319605 ],[337.38412645 217.71975583],[351.79546067 189.66635832],[365.17712188 170.14510641],[373.65024861 156.35258117],[314.09243404 216.82977425],[320.71507613 197.92422342],[318.4882091  223.78689449],[312.23607098 238.90516269],[290.74347057 221.53369955],[298.20973967 209.5881028 ],[298.77683108 237.00054741],[295.44690856 251.81894368],[269.52579824 226.17223097],[275.82737144 219.70754824],[277.01191546 239.90987524],[273.24749551 253.94590774]
[277.12834569 295.47556529],[315.28978714 289.83773013],[327.854253   260.49099184],[323.6851578  232.68042786],[315.39938922 212.26770936],[332.54461772 227.39923966],[349.62218881 199.45706931],[364.33235276 179.52438635],[374.31212151 164.50431466],[308.182821   225.34092346],[313.16016019 206.53364676],[310.91286787 228.01756262],[306.48963989 242.1862728 ],[284.15428641 228.73957737],[290.5941218  217.62653411],[289.62572221 241.47287226],[286.39792194 255.64949197],[261.98079782 232.48280978],[269.25029613 226.4489878 ],[270.26946299 245.35706925],[266.00451765 258.85566215]
[265.42074169 298.3138981 ],[300.33436428 294.09656552],[313.12222559 272.01883977],[306.31601212 248.02537626],[292.9415483 227.7416904],[322.03387554 231.19440057],[340.11544953 206.5028703 ],[353.65824227 185.68079241],[362.87371543 168.05667181],[298.05569732 227.0422188 ],[301.61186636 212.06887258],[297.52959507 233.87819242],[293.02857643 247.31215756],[273.37926592 230.56917412],[278.7889831  222.93476478],[277.25255924 246.80263615],[273.99851962 260.16883137],[251.50080497 235.28221183],[254.67407268 229.1202991 ],[255.32440729 246.3971595 ],[252.37185394 259.65604136]
[246.62155072 302.36276464],[285.63068321 294.06879173],[296.09414796 271.56027408],[291.20729714 245.72366196],[282.78405393 221.43026558],[308.66807931 233.98880678],[323.5270817  205.67897993],[336.39945001 184.26439254],[346.33017733 166.84027297],[283.07651241 229.64459182],[287.53391219 213.67034667],[283.04598983 236.55125573],[280.08686261 247.14729407],[256.81340787 232.23311291],[263.76935617 223.50290571],[261.41758394 245.33402502],[258.18861004 255.19124116],[233.97424632 234.93755904],[240.01895511 230.51002425],[238.01185481 248.28160279],[233.36896297 258.63536443]
[238.40039832 303.45103531],[276.81336948 294.65507025],[287.16991761 271.61519969],[276.7473612 247.0120861],[261.41614795 222.52571255],[298.85637936 228.98116009],[312.27491079 199.46302648],[323.20576948 181.33520456],[330.70613415 165.95990719],[272.16795642 225.33097571],[273.41018041 207.03382276],[271.11801799 235.41471259],[268.31814694 250.19348492],[244.16250406 230.14951386],[249.42387889 222.18486878],[249.74323711 248.78872055],[248.38061578 260.60410151],[220.86472894 237.45207521],[224.89361634 227.33533264],[224.21550474 242.49675462],[220.80190884 251.00802516]
[226.67784988 306.49077561],[265.50285127 300.3743041 ],[274.34485971 275.27815374],[262.1021453  247.13564733],[247.25924968 222.764171  ],[282.29764909 232.34534293],[295.10998203 199.39493314],[306.07802087 178.23782185],[313.45267763 160.51916386],[257.44946375 229.94341441],[254.68321119 206.27025978],[252.70743532 234.26244371],[250.31460018 250.97392489],[230.88365383 234.83009342],[231.80345144 217.24613628],[234.49443132 246.47282036],[236.14314455 261.00342477],[208.50981932 242.57617497],[209.32586013 226.90309001],[212.23536626 246.26312054],[213.35200663 260.60395346]
[215.99035382 319.34867795],[251.62573398 303.67194627],[263.77188089 274.80404984],[250.78729245 248.99363123],[232.71243559 225.3063325 ],[258.54063667 228.513214  ],[264.03950308 189.12227107],[270.69251026 167.06980545],[272.79362423 154.68300087],[233.01396685 229.38658796],[230.74222632 198.88421216],[235.20797577 210.12575531],[236.46238104 217.01688106],[208.64457211 238.64659232],[210.2301578  225.69348889],[220.21431452 260.52233187],[223.5202729  279.48983358],[186.93111536 249.14718069],[192.63420346 240.3043145 ],[201.03910723 262.91962545],[204.86796788 278.53695902]
[209.84067085 331.05741274],[244.87350233 309.03778827],[253.83676128 277.74903566],[241.89656284 251.77237105],[226.4295518  232.36890576],[239.64523504 236.61436666],[237.21885086 201.42390174],[237.92982034 179.69085929],[236.20537626 161.74261364],[216.1512143  238.40646892],[219.01289707 205.5739135 ],[223.68782524 186.86279226],[225.09282413 165.3648633 ],[192.55423013 247.12898396],[199.71970307 239.07945045],[212.75041459 267.46156217],[215.29863873 279.79965259],[171.26730893 259.43498954],[179.71601061 256.72605822],[191.5503552  275.73526727],[197.02993946 286.78355785]
[199.16954173 341.29737361],[235.81433139 315.68529824],[242.71388118 278.84183217],[223.232926   249.94017947],[199.92932111 237.60282539],[222.05097939 235.78689237],[216.76714924 192.53673185],[217.59376149 171.3952624 ],[215.41298004 161.39548576],[195.2231594  242.53082599],[200.36404348 227.03385726],[209.87479172 262.38341964],[208.03735214 275.06062689],[171.67006187 255.93083685],[180.64713009 251.06166726],[194.03724652 281.85697113],[192.67883885 287.80083456],[150.52797551 270.50365522],[161.49352083 267.24497944],[175.02119175 286.43839012],[176.0075938  292.05552766]
[183.18950993 342.73119111],[222.14290606 319.38171504],[225.62321361 282.23327523],[202.45810255 251.73874598],[178.30985655 236.16154687],[208.55631617 241.80417069],[204.62511546 200.62433427],[208.36654835 178.31916641],[208.98180575 165.5809506 ],[181.48731235 247.80792533],[182.45292738 225.75337292],[190.3174324  255.68303542],[188.24271634 269.52080447],[157.92583716 261.66205822],[162.26935801 253.91202889],[175.85292702 284.36668859],[175.67258505 293.63640468],[136.51780694 275.75478729],[148.67648868 275.30799247],[162.29228511 296.54373885],[162.52577692 305.48740808]
[168.65839661 350.69796626],[206.08115093 322.44858726],[210.46100221 284.25398923],[188.44569891 255.87272512],[166.46778685 239.16086816],[191.27891552 244.04185259],[191.10389245 205.82463104],[195.62447948 180.8194343 ],[195.67920945 165.71654765],[165.28102223 254.21081235],[164.41649213 233.07352079],[175.96344757 261.25118835],[178.75255157 275.08702249],[142.7245182 269.8141371],[143.51088719 262.92058443],[157.09238862 292.40838486],[158.34561833 302.48690944],[121.89249465 286.46245457],[131.23114269 282.83497893],[145.82493451 301.42218983],[147.82234315 310.96843187]
[154.84745905 351.87321496],[189.91172218 319.72629602],[192.13995897 282.02776163],[169.45079338 250.38101501],[153.09586261 231.99583535],[172.24886773 241.42923979],[169.15621279 205.11937813],[168.51682239 178.71401802],[165.92482797 158.5711678 ],[147.14184125 250.53316996],[141.03493753 232.45534061],[150.93156375 262.90564571],[153.33857547 279.47414632],[126.34139444 265.64875558],[122.74304813 258.73170406],[136.65011548 288.2634261 ],[140.00903491 300.29906055],[105.37122191 282.09973203],[111.0784536  279.19887445],[124.24889408 298.52436801],[128.5922811 307.7964922]
[138.90417888 347.16432328],[169.78007802 321.30721562],[175.05932399 285.00441617],[157.77054056 257.11141167],[139.32608953 248.94965507],[153.23105762 248.67281069],[150.75626251 212.47199798],[148.52107319 185.01741144],[145.12744503 165.93298389],[129.99558734 258.17376633],[124.84658265 241.19268701],[133.47689893 270.52164972],[134.78617768 284.51762363],[110.01736868 271.93507428],[105.91502787 260.2383466 ],[119.66950157 287.15137159],[123.70136813 297.43645183],[ 90.45421928 285.98926414],[ 92.06287363 279.16515555],[104.84003053 296.82124604],[109.49828984 305.39059971]
[125.21959691 347.11887808],[153.19561409 320.3007971 ],[156.71010244 288.5639543 ],[140.2748226 261.9055591],[121.35814353 249.40019158],[141.33452609 250.22458926],[138.94198627 212.92534261],[136.45931469 184.55413923],[132.54659541 164.47758141],[117.78226081 259.83191655],[110.30447518 241.9428105 ],[120.72050949 271.04606847],[122.9573779 284.5669334],[ 97.4159343  274.94707711],[ 90.77048893 259.86229796],[104.32782772 288.10143272],[109.20711625 300.39862706],[ 78.35248756 290.59728464],[ 72.34860125 279.30218496],[ 83.82442993 298.04807778],[ 90.70589349 309.07919289]
[108.11341669 352.40073892],[140.18660317 325.93574532],[143.34788649 293.81286356],[128.23853653 262.21434636],[110.9867688  242.85387907],[123.08756436 249.07251704],[120.99716954 209.66230263],[119.09102831 181.11297405],[115.77559837 161.41531205],[100.12128852 260.57919921],[ 88.30049936 242.46819841],[ 97.99708802 271.39322614],[101.9527325  286.52815324],[ 78.55710303 275.56533204],[ 69.60218921 260.81779662],[ 83.55849423 287.68678014],[ 90.32875734 301.13682958],[ 57.06701867 289.06393695],[ 54.36886131 283.50221775],[ 64.97748657 300.82547978],[ 71.61006608 311.89469251]
[ 98.3297435  344.14582631],[129.1566967  319.27872253],[127.14249191 287.76248437],[109.99205019 259.7990702 ],[ 90.35473576 242.40278765],[112.14556068 243.99322839],[110.23204862 202.46508097],[107.76074731 173.24211402],[103.89342171 153.2267527 ],[ 89.07687373 255.90325165],[ 77.85741689 237.59790247],[ 87.50172415 267.43273282],[ 89.53260096 282.07648027],[ 66.64531658 269.99941369],[ 56.32099183 255.88914554],[ 72.02065267 284.21164725],[ 78.66403767 297.07780138],[ 44.28897444 283.06239567],[ 39.39679691 274.91865335],[ 51.06287435 292.92319705],[ 57.74779593 304.30977061]
[ 94.97887617 321.01058615],[125.72616604 300.01146925],[121.73400471 266.80586183],[102.07311217 240.27832289],[ 79.47738236 223.95778341],[114.04203199 222.13148842],[110.33541089 178.42099226],[107.67228723 151.47906367],[104.18993651 136.29641707],[ 89.42536937 232.63420389],[ 77.54418315 213.65066513],[ 85.72511424 244.09782292],[ 88.97210458 260.2850339 ],[ 66.28872509 246.22890176],[ 55.29516496 233.77419692],[ 70.70367207 262.56985294],[ 79.46726112 274.19848562],[ 45.39772316 259.25265864],[ 38.16251544 253.84689714],[ 50.63295677 273.61212794],[ 60.4554842  284.68611508]
[ 96.98025079 305.65865209],[129.67099121 280.36392596],[125.74496149 244.60947737],[102.0061062  216.09904953],[ 77.08498061 204.49516238],[116.1509329  207.76733809],[113.68876109 165.01855026],[112.68215626 137.53632836],[108.54175909 119.16074392],[ 91.48017599 217.81661862],[ 77.01988929 197.22390583],[ 84.77716746 228.50420059],[ 87.77263926 246.52941636],[ 67.62860208 230.74136474],[ 54.43525554 213.41306873],[ 69.56622414 242.96239809],[ 78.57227913 258.9355468 ],[ 45.27672264 245.00382515],[ 37.66362552 234.33217602],[ 50.228283   253.65105121],[ 59.84779173 267.06616295]
[103.64518589 288.43007983],[137.18351046 266.53101529],[131.6479351  233.64759621],[114.50773093 207.18303198],[ 96.83029801 192.14286133],[124.23853387 192.35870774],[124.36539176 148.69115024],[124.75804112 121.63368958],[122.09311266 105.77769824],[ 99.27607197 201.23171279],[ 86.27193462 181.56876444],[ 94.03933229 211.71869802],[ 98.44045003 229.82699007],[ 75.39406358 215.33010949],[ 63.54965612 201.51641403],[ 79.52630192 230.71690709],[ 90.69350745 246.18634355],[ 53.79238059 230.17237896],[ 46.85396187 221.03734331],[ 59.16621503 239.01629705],[ 70.6552292  252.58268846]
[121.22948099 283.31975701],[155.15002955 263.62801215],[158.43612582 226.98362019],[147.17662778 199.24891467],[136.19305737 181.59350216],[147.29609367 185.47224752],[148.80753774 143.31601326],[151.73537625 114.31898118],[152.60991461  97.54547576],[119.6922497  190.97025324],[112.3140293  168.26371287],[118.39377087 201.85762034],[121.66453147 221.04417359],[ 94.72714209 204.02688175],[ 88.23863637 188.49899682],[101.45353455 222.17389031],[110.21540324 238.90580267],[ 72.94937161 219.01206461],[ 69.33159649 205.39397204],[ 80.63515153 227.1039016 ],[ 89.75954338 243.3969959 ]
[146.89839644 275.25224562],[188.03312951 258.42698833],[190.70001919 217.42353933],[176.76385685 184.30231246],[166.7137781 163.486504 ],[182.20433246 181.42730135],[183.60207378 138.51076408],[186.41895093 111.52800166],[185.99552272  91.9753914 ],[155.13915587 188.65214824],[156.52280354 166.32320319],[159.55530973 199.70991346],[157.08767678 215.90962331],[129.31513304 198.31748711],[128.39749414 186.9771278 ],[138.08602974 218.91982483],[142.55312145 232.7869642 ],[105.09055717 207.65992014],[109.83317869 207.33012858],[119.21560367 228.18704248],[123.91072938 236.27568723]
[165.52209182 276.75839181],[210.28903626 259.37282959],[215.23571495 222.2937318 ],[202.74910518 190.45281716],[190.10041554 169.88763421],[203.28627959 173.18568161],[203.71060502 128.21348709],[208.18675958 100.52473376],[208.38657293  81.39894824],[174.97993748 178.25424103],[180.27223826 162.03614664],[184.07736538 197.33904395],[178.64246245 210.74158652],[147.90530101 188.51753671],[153.28769028 184.39172275],[164.56859822 217.77721782],[164.19668761 228.52476951],[122.57562814 198.90494135],[132.96234229 200.97271796],[143.16843375 222.84826953],[144.5367778  231.30608738]
[186.00955449 268.58464843],[232.28703761 259.74379127],[239.97184099 221.83950593],[221.95331617 186.8307405 ],[197.10383153 166.8979525 ],[234.14984424 164.66015449],[232.4377564  120.29294915],[239.62704827  92.86211054],[244.06497845  68.37351833],[204.55137519 167.77064577],[207.61669469 159.1073372 ],[211.50346692 195.72680732],[210.82475894 204.68796659],[173.84975109 177.72731434],[177.99190024 182.19413301],[188.26643659 215.19759716],[190.68779137 219.95643175],[146.27932471 188.65898305],[154.57805008 196.73810567],[166.52529417 216.06005825],[170.80735989 221.41645382]
[209.65624017 266.55060482],[254.40335913 257.3427077 ],[266.31616204 223.78243673],[250.31528308 194.90808776],[228.54362534 179.11706519],[255.74017283 164.80034752],[251.4273086  123.37306139],[258.72585698  96.52859692],[263.63884427  73.0876516 ],[227.04363201 169.92395175],[222.03288977 158.72290063],[228.20857728 196.05732308],[232.38265133 208.13443291],[197.13377309 181.00365905],[198.90638255 177.12126106],[208.48733617 208.59046235],[212.85492507 217.13729414],[169.96427816 191.44041713],[176.52549402 192.81491544],[186.83592559 211.15532273],[192.4572679  217.85418709]
[219.57090908 267.19203052],[260.18147282 255.92263415],[278.37283994 224.91694318],[268.38444726 200.01147881],[249.96773119 187.5076837 ],[263.94688436 165.44341847],[262.15686658 126.23750556],[268.54115159 101.03545711],[273.23737211  76.85786116],[237.40558405 169.33404946],[236.48729717 161.63844542],[242.13367764 201.48457788],[243.89964665 212.82133617],[208.78887678 179.15121783],[211.9002856  177.60849811],[221.90772398 210.5537109 ],[224.22534628 219.27986808],[181.00405973 190.44755138],[185.90135117 188.22425196],[196.4556018  208.83026916],[200.60918527 217.34769389]
[220.51751442 262.10570459],[258.05686535 255.15684594],[268.81502153 229.4430147 ],[262.09394976 204.43371557],[247.42128715 185.13609353],[261.99192142 169.36779251],[263.30834383 125.4471508 ],[268.01023495 100.60526858],[269.14446555  83.43106469],[235.46609722 172.06146934],[235.54307949 160.5831073 ],[236.19238248 197.08795959],[234.87423683 210.14267786],[209.23842702 181.61156865],[211.3140377  177.07277607],[217.79580731 209.13853272],[219.50642987 218.96984526],[184.05858886 191.62939174],[187.99674457 193.06264399],[195.73248713 212.33972236],[199.80184925 219.55719534]
[200.56901521 272.05301872],[246.44899485 259.77794154],[251.00265671 228.13539865],[233.26314426 204.39987352],[214.79401537 187.98869063],[239.62316937 177.91060192],[238.06750516 138.09928352],[242.25501073 114.0808593 ],[244.77280008  94.51518349],[212.99892093 184.06567089],[215.09513826 171.77529721],[219.01401242 209.77161582],[220.47101436 219.02873524],[186.73129108 194.91721458],[190.85173057 191.23418641],[201.31517111 224.4285562 ],[205.21113216 229.74260516],[163.30826077 204.69339191],[172.72361757 208.17547181],[182.46424656 230.24696193],[185.92910506 235.34205907]
[192.81965957 278.90171792],[231.41869564 261.83784691],[238.15951778 228.73996681],[228.87172363 202.90330283],[215.36362151 184.54851107],[227.26249605 184.69241137],[226.32908561 145.59087252],[229.83624429 120.66815943],[230.64063493 104.97656791],[200.58203186 189.6818409 ],[203.70781616 181.03440959],[207.40455914 212.80643512],[204.24241558 222.61113883],[175.70022226 200.30199028],[179.156737   203.99179409],[188.64496017 234.93199884],[190.46366613 241.85618054],[152.12404193 210.6757612 ],[159.55728174 216.51924778],[168.95142917 237.21011889],[171.53714869 243.16182784]
[184.1098735  289.27971574],[220.66336797 271.5747201 ],[222.37631069 237.37028783],[205.70119102 208.02701141],[187.42568136 185.46857265],[213.3781951  195.24335104],[214.96797773 154.55318629],[220.0108356  127.98872879],[222.10396004 111.94016226],[188.16804614 201.04031674],[189.87189398 183.30241586],[194.01083733 216.08631949],[190.55056443 229.51201286],[164.01482915 211.16735193],[167.02239673 204.21701476],[175.82027463 236.08350671],[176.27996079 246.84859146],[141.43994625 220.3068787 ],[149.32472318 219.47958767],[158.30821113 241.43047333],[159.71648249 250.32954277]
[172.9879586  293.98597951],[208.52221686 278.75946699],[212.93579779 245.89958879],[194.05090183 216.96971158],[174.72381906 196.05925665],[203.67722363 204.34376793],[203.99694939 165.59526002],[206.38455723 140.07427771],[205.67685307 122.45188347],[179.4700451  211.05774111],[174.24071619 192.459884  ],[177.61180087 226.57309835],[174.91454395 243.12831502],[157.12932701 221.65675195],[152.75429282 210.53440463],[161.95690696 242.2041539 ],[163.45676133 255.6555859 ],[134.69041409 231.93247274],[137.01992923 228.86012738],[145.43976074 248.76702635],[146.91210817 259.19616482]
[171.62959746 300.47503252],[204.17878466 283.35148918],[207.81252237 252.49766245],[188.97056596 224.13241171],[172.0989925  201.82749625],[199.85827382 213.85831034],[200.64334313 181.14132151],[201.70785543 153.97476793],[200.90646878 131.74284779],[176.85027215 218.48997364],[172.15643785 199.20050662],[173.6130965  230.83676538],[170.67680226 246.56758033],[156.53497675 227.82778799],[149.78276991 217.2888447 ],[156.98465302 246.17084752],[158.05871909 258.52543625],[134.65258774 237.34423309],[133.51032489 233.23682018],[142.25965027 252.93146025],[145.66109319 264.75890064]
[165.814641   304.05010923],[196.40022956 281.71115529],[200.61233151 250.8604435 ],[185.23656636 223.87343527],[171.96337218 200.73598309],[190.7175631  218.01944118],[194.96718687 189.17499944],[196.36631805 166.17164299],[194.23189545 148.68314297],[168.56987926 224.60850986],[165.6845997  206.79921402],[169.2811487  234.01446585],[167.01522205 247.05955174],[148.60582938 235.88934489],[143.86061765 226.30081965],[150.52109643 255.30498768],[150.38804703 266.62859858],[126.98088499 246.44840272],[127.61930141 242.6501709 ],[138.1960177  264.14475394],[141.24713091 275.03780326]
[160.93763475 316.10500473],[189.54471976 287.44222026],[197.72101148 257.18914876],[187.61818388 231.33352469],[181.51332099 205.44878864],[183.67444296 223.45671354],[186.17536881 194.61291828],[185.56047974 170.50537542],[182.51330414 149.98652082],[160.31139177 229.50715325],[155.91588185 212.2799798 ],[161.8806934  241.91021239],[160.97837743 256.93309755],[139.89445067 240.8390147 ],[135.03754008 230.71643951],[143.24548437 259.55558614],[143.77738235 272.57814857],[119.01819514 253.31182877],[118.37666641 247.64684465],[129.32229329 267.88573249],[132.67007684 280.02122389]
[158.36135281 318.6835667 ],[184.4105815  296.33551069],[190.15693082 268.18747247],[174.73330899 242.64744767],[155.66291971 225.78090657],[177.58634325 229.19996543],[178.48657183 197.76717657],[174.29299926 174.80419451],[168.14234258 158.089811  ],[154.62044905 235.43893104],[148.17993442 222.74804999],[154.80212732 249.29657158],[154.52710684 262.45695408],[134.68050122 247.77895083],[129.45011752 239.56698825],[139.73028862 263.75637418],[141.94908505 274.02716664],[115.43188809 260.26315426],[114.53342236 256.91264047],[124.79025906 273.90011261],[127.96622247 282.63664213]
[152.66222535 325.47143066],[181.06573869 303.02453147],[183.1367448  272.87357875],[162.63973708 247.48231059],[143.35617042 235.86595174],[170.41358367 239.36291726],[166.24661124 207.29094467],[162.96322695 185.52898048],[158.3722077  168.48451466],[148.83274753 245.78306702],[146.03837316 234.94412153],[151.52707956 261.03038735],[149.73508872 267.91978312],[129.94052772 257.12779666],[127.74540693 254.51260819],[138.51572707 277.34299315],[139.88179557 280.84264241],[110.47211072 268.09395101],[112.82644979 269.13422874],[123.94135313 285.05441256],[126.50318506 288.63505076]
[147.98242165 331.5724296 ],[174.64308193 308.4468785 ],[176.36923256 280.58642958],[166.8690892  259.31155129],[152.91742957 245.25158751],[161.34917933 249.03674136],[159.33587758 219.942249  ],[155.98515412 199.22290501],[150.60422443 185.04062464],[139.39944089 257.14056555],[136.72691195 249.0782365 ],[144.03511913 272.93720574],[143.40551462 281.63221548],[120.8809239  269.15859528],[119.20593595 265.5814866 ],[131.13968674 286.96432953],[134.17304666 293.44699626],[103.25703039 281.42773887],[107.21371133 280.61858068],[117.65341153 294.8034316 ],[119.60535769 299.61539343]
[143.43380382 341.0499647 ],[164.81022769 321.13213024],[166.56509593 292.4416506 ],[150.72842574 271.3295273 ],[129.2829719  258.28982299],[152.44299354 253.67260218],[150.4814863  222.25169173],[144.06568484 200.87367208],[135.88275154 185.60862806],[130.93881554 262.51044737],[124.99252359 255.13306882],[134.07302256 280.39066338],[137.21378381 293.11195437],[113.3295045  274.56496241],[106.98212714 271.68734726],[119.40401759 292.55194282],[124.59590593 301.42564498],[ 96.8151502  287.38439617],[ 92.40320221 286.31446861],[104.2629431 300.1836766],[110.13898293 307.62302409]
[144.75475453 329.55621428],[170.51313541 305.76563699],[173.54310547 279.03495875],[162.08484305 257.04079628],[147.2239715  244.35452102],[156.16899225 248.41584773],[154.90987755 222.04551245],[152.07615328 202.84111593],[147.19681516 188.08588735],[135.17533298 256.56748648],[137.11202472 248.19683791],[145.25339242 273.69539983],[144.07472659 282.95342785],[118.40639581 268.84140542],[121.67466331 266.27085961],[133.35300628 288.39874488],[134.83944646 293.62848903],[102.73041013 282.16590664],[108.31244985 279.45774827],[118.45675237 293.80553433],[120.54414627 299.21530816]
[164.1493474  322.24732597],[184.3931668  299.78418529],[188.2030254  273.54460398],[172.78419959 250.20517192],[156.41663852 233.48489465],[177.24442491 237.7313628 ],[177.28594961 205.58819396],[174.03799347 184.86336016],[170.34472788 170.02703593],[154.39359552 245.21775465],[150.4544609  233.06857985],[157.48213527 258.05724904],[160.29787229 269.60437247],[135.73939432 257.44097453],[132.78418749 250.18924702],[140.4741455  271.38118621],[143.50012761 279.96925164],[118.33300382 269.36782583],[120.04840162 266.10622049],[131.03200533 280.76261214],[136.08190359 289.20577129]
[179.11024926 305.41937536],[203.88944861 286.71289367],[209.42892894 258.90720079],[193.69256351 236.71940468],[179.62182118 217.62610315],[200.35065662 222.91533352],[201.76395985 196.76629908],[205.60763796 181.24788307],[208.31804453 171.97847714],[176.14283169 228.46219082],[179.16638155 219.2330756 ],[186.98682976 245.24804115],[188.71907835 254.49593726],[156.23692161 239.23787176],[160.86964159 239.30075205],[170.39864211 262.26758717],[170.68750446 266.91963621],[137.28607806 249.77839273],[144.9301556  253.25316575],[158.37866991 271.55821463],[162.07532871 278.55456957]
[199.9859657  304.20149633],[222.07682747 284.27739421],[227.27785056 256.64209702],[208.77119582 236.77585312],[192.58401249 221.66233321],[217.42389035 219.61725457],[217.37769287 191.69873873],[218.0367071  173.92853496],[215.55161734 160.5597588 ],[194.51913215 225.15981978],[195.37909945 215.68395568],[203.86507215 243.39836766],[203.45577614 256.3563543 ],[175.79249747 236.42637648],[179.94510679 232.93114261],[189.6159237  256.13176102],[188.57873829 264.37433347],[158.91347958 247.54821568],[165.02916715 242.44239454],[175.05421683 259.84203572],[176.01876793 270.67709539]
[225.82744769 301.75310388],[250.04760603 275.24466834],[254.40899938 243.69265826],[237.99079685 224.18655851],[221.7553005  216.35499461],[242.25501424 218.00548544],[241.05868856 191.34875974],[240.84243709 173.17878623],[238.755826   157.18089089],[221.51265693 222.1369465 ],[217.0860432  194.87002291],[218.87565703 175.95958426],[217.78930078 157.83350837],[205.05556122 231.35808838],[208.96790757 220.1032766 ],[221.56713258 243.82791154],[224.73169236 255.4483848 ],[190.89550981 243.61346494],[198.33606163 234.19069947],[210.30725064 249.00647583],[216.30551497 258.68198309]
[248.09979698 293.83867619],[273.77671435 270.96493695],[277.28726697 239.86323135],[259.66438213 220.43678067],[239.51858499 215.61063383],[264.01828013 210.01815399],[265.55612696 180.40341326],[265.85069757 160.60414051],[264.48115269 146.28391477],[244.1781516  214.32272135],[235.14746308 189.42625749],[235.13285369 183.18376997],[232.44283308 178.80869095],[227.07367881 225.99731721],[225.80971732 210.77498663],[240.72446656 235.81766098],[247.16220545 253.5762267 ],[213.08338407 240.96106445],[216.68008542 228.97284327],[230.51370348 245.38259593],[238.99088317 258.67884263]
[263.54381144 293.98388228],[290.05462319 276.91233301],[296.85105235 248.03405909],[283.09372479 222.73482711],[263.15134442 213.1381052 ],[286.51728849 215.19714516],[282.63100965 183.29889855],[280.5802895  161.95781144],[278.24004545 144.6345636 ],[266.9472746  218.23495559],[261.81217489 201.85344425],[266.89781077 227.97574526],[266.83995801 242.04496238],[248.6077715  226.74051547],[246.53574265 214.37151038],[256.34023929 240.22422315],[258.98910978 253.30536358],[231.81299882 237.58481885],[234.81662032 226.68730489],[242.93154406 244.02123225],[244.58794645 255.52846216]
[278.61706929 293.60881485],[310.65575525 277.56323283],[317.87651554 248.21154053],[303.02897336 222.27979798],[280.11525138 212.85691472],[306.73916728 215.59745879],[301.27865511 183.97740636],[299.64970265 160.13565226],[298.34958171 138.22954598],[286.98502622 219.01409223],[281.92216414 205.11780384],[285.6570846  231.93488374],[285.07072605 244.11625944],[265.8344252  226.13364628],[263.7085184  215.75476162],[271.57696274 240.45268746],[273.08905006 252.26405412],[245.07085822 235.90379706],[248.20408868 227.40583082],[256.30779537 243.87944197],[258.06965212 254.07956613]
[299.53209549 286.8314175 ],[331.94197594 270.97568011],[339.65813302 244.16740226],[327.25783771 223.3949302 ],[307.86479542 218.37227366],[324.65916514 209.75595237],[319.19733259 179.31528041],[318.14126778 158.45436788],[316.55339777 140.53863095],[305.5941545  213.53213848],[302.54704988 202.02301641],[307.62576955 230.41173837],[308.07639996 242.7937908 ],[285.98249263 221.82818646],[286.9590478  213.22541743],[294.53957512 237.78613357],[295.99008695 247.83370617],[266.77541398 233.94415567],[272.78583159 226.16127246],[279.30312443 243.79244757],[280.06569401 253.62747148]
[319.95595635 274.7977584 ],[351.8611803  265.79229343],[359.05072482 239.30209329],[344.97304451 217.00978335],[328.35186138 208.72696961],[348.32283961 203.11079055],[341.60541562 170.81925251],[341.85530327 150.26503599],[341.94404186 131.51725974],[327.97770976 206.74047667],[325.94935749 195.00755266],[330.74901409 224.2941195 ],[332.23740695 235.63805402],[307.29173043 213.62502343],[309.46990903 208.98165127],[316.9045406 233.3867895],[318.69089657 241.06631377],[287.8792642  221.79673488],[297.74501347 222.04026763],[304.57623632 239.7079436 ],[305.44245026 247.63564291]
[333.68373487 279.02897973],[367.43506601 266.76364843],[380.49601047 238.24978476],[368.81660725 213.9979827 ],[351.92976136 204.72119071],[364.78326446 200.97153984],[356.33637528 168.34247053],[357.57832933 146.29542401],[358.71935567 126.90419631],[343.87023809 203.74010927],[346.98026025 190.87737153],[352.93290788 219.08241461],[353.97955499 229.0576591 ],[323.40937486 210.25959741],[327.61658781 206.01377938],[335.33365592 232.0754557 ],[336.60786121 239.50458096],[303.59749266 216.74636304],[311.52844732 215.0671192 ],[319.28715481 234.02227599],[321.162941   242.90302146]
