[220.80988275 411.44018879],[254.58638012 408.68501057],[267.78552521 374.4485495 ],[247.00968324 345.96475169],[220.8547773  319.54881042],[276.60977703 310.34694104],[294.40368798 269.53752178],[307.34001912 242.2773787 ],[319.55957939 219.79450671],[244.90172169 307.20110824],[237.82636721 250.81257823],[237.43522325 209.69789924],[238.86196098 173.13125562],[216.20764004 318.10563683],[211.36544007 298.6967972 ],[219.58550637 338.32766541],[224.39781427 358.03150275],[189.63779681 330.89813922],[190.05459848 323.94000747],[199.73530983 352.4931592 ],[208.56991923 371.86641941]
[277.97354916 371.4571851 ],[312.24979613 373.5086641 ],[326.17937243 348.01056577],[308.68087544 326.20776322],[285.78182734 306.33773184],[337.3108155  302.45433942],[356.59566129 271.41415353],[372.84636203 251.22173536],[385.84007767 233.07908578],[311.87064442 295.17081059],[313.85126398 251.33717758],[316.39024929 218.3771478 ],[318.70751708 189.09456466],[288.35002737 297.457981  ],[286.13032019 288.92037088],[292.08131811 316.14494604],[298.83975874 328.29080458],[267.13926283 303.08943324],[267.58278771 300.39073378],[271.54352178 321.09167201],[276.4146231  334.50753882]
[288.8326698  385.25585776],[323.54079207 377.380882  ],[334.94810449 345.59368468],[312.73457464 324.90311978],[287.13595254 313.57089597],[333.45599552 301.05714954],[347.97507528 267.07265263],[360.3080661  243.59528002],[369.89671352 220.77404922],[308.38335961 298.06994076],[305.23326117 254.6880957 ],[304.69312061 225.41543483],[304.19489291 196.78258546],[286.00302311 305.45733578],[283.02207177 295.39590283],[297.11476109 323.59578474],[306.31900181 337.00507893],[265.8085193  316.23628949],[267.46698532 308.95565506],[279.48693044 327.77789388],[288.37177233 341.4393907 ]
[299.51589165 384.9920035 ],[334.92573959 375.55431688],[343.43507047 340.82461971],[320.1917442  320.72237476],[296.53206674 311.83787382],[337.4071001 299.7260406],[348.23513997 262.86100458],[358.64799787 238.15535455],[365.99651764 215.70448134],[311.55254234 300.52259029],[303.06223958 258.03587163],[299.6593795  228.29256912],[294.2340319  199.40211715],[289.0101216  310.10218604],[284.80664606 298.90267713],[300.63262415 326.69446061],[308.82501015 340.07102861],[269.44706966 321.29369358],[271.62951717 314.76692174],[283.7865714  334.02843613],[291.34394563 347.42496301]
[306.13704726 388.42246834],[336.80361421 377.83595247],[341.67414117 345.86479759],[318.5837308  327.08611682],[293.75218268 315.16177362],[338.30863939 301.37579925],[347.62407078 265.49076513],[354.98864087 240.45967493],[358.7884736  217.22292892],[312.53294397 302.55260679],[302.98512578 263.66762863],[297.00110769 235.64349582],[289.00650386 206.46975403],[290.29054062 312.06252758],[286.276993   305.13768584],[302.78354109 333.67144251],[310.74894973 346.4921729 ],[271.8154315  323.32685762],[272.34425982 319.51914788],[286.30336988 338.85690218],[296.17407967 352.01168125]
[309.01241249 392.10589655],[340.234581   380.70471462],[345.5681461 348.1379676],[320.0200389  331.14856384],[294.12443016 323.43587645],[338.58843398 303.37130666],[343.85112191 268.43420727],[348.06301166 244.71712947],[349.6532805 222.4241995],[312.04660617 304.3655587 ],[302.49773949 267.38174479],[295.62093075 240.74757774],[287.46881929 212.25375991],[289.12676011 314.25198309],[283.40410751 309.1221315 ],[303.12059295 336.14438837],[314.75561974 346.26946682],[270.4033414  326.47674548],[270.18797598 324.40561156],[287.80719563 342.35254258],[301.62622125 352.98470525]
[312.99188491 391.51057554],[343.89443099 377.55766841],[346.63915172 343.29590431],[321.48222889 327.25743459],[294.32089171 322.26254837],[333.18606827 303.42341027],[336.4512425  265.37852884],[340.17441747 240.26741947],[340.98382275 219.20533402],[307.77361129 309.07376537],[291.56557517 271.64516799],[282.17813865 246.06478602],[270.42549544 221.85610837],[286.96459294 321.67802324],[279.99387382 313.6882711 ],[300.40034155 338.01461211],[310.33702926 350.1806115 ],[270.20605265 335.49966793],[270.74611153 331.28698833],[286.8533627  347.30452798],[297.67338794 358.82677028]
[313.7931125  391.30869883],[342.62795945 372.57888451],[343.59468308 338.48094451],[323.41059366 323.94241625],[304.36782272 318.17805816],[324.96570433 294.04305795],[326.48961185 260.4273325 ],[327.69366196 235.96209011],[327.0093225  213.99198465],[300.52776685 302.42508854],[283.31813282 266.75558311],[273.38934093 242.59722787],[260.20263379 218.80467462],[281.64027608 317.32815046],[275.90329755 309.5244692 ],[298.36041596 334.05819662],[308.73104012 346.1094307 ],[265.76359755 333.66769888],[265.74195189 326.99806578],[283.48288239 343.48507383],[295.43569995 354.87913553]
[310.12286696 377.37270518],[334.78208644 360.44223047],[333.48058527 329.80947508],[311.77916815 317.12940098],[290.80499876 313.95011388],[316.66011776 287.04242034],[315.03265803 251.94032396],[314.48593761 228.44249919],[312.09998159 209.1421313 ],[292.47328434 294.40620981],[271.66211724 262.2253311 ],[258.13990352 238.39817957],[242.99902883 218.86135473],[274.88841816 310.11046381],[265.75721972 303.55690392],[285.23410664 325.83140493],[294.32516438 336.93900106],[261.62766244 328.8490239 ],[259.71962767 324.13432963],[276.24101343 340.75226333],[287.15028614 351.3531725 ]
[301.14848992 370.28469475],[329.88515274 353.91255841],[325.02160319 324.11774606],[297.28397021 312.19499599],[268.67497552 311.87730517],[309.55129195 278.01910764],[310.71888646 245.02650173],[310.08509934 221.34465666],[308.3147192  201.00144469],[282.83322341 286.58816181],[263.98496665 253.74025383],[254.53428716 227.08595913],[246.79934194 202.11503681],[262.93176054 304.69494827],[259.82699153 301.09410229],[278.5610119  323.03653711],[286.18136717 332.46202492],[247.5196215  324.17053653],[250.823944   320.66660119],[267.64671202 337.84773019],[276.81189177 350.39778953]
[289.41739827 358.32542213],[310.35136303 335.07318483],[302.74613166 303.76666153],[276.00230478 292.35647321],[246.16421329 285.14943668],[279.09185607 259.04582455],[271.67070207 223.54815202],[267.34969341 200.06303894],[267.93566374 182.44278524],[257.08790051 274.06709769],[231.734886   234.21236494],[221.85891501 204.02034622],[216.56984228 181.21135707],[239.55352397 295.14554552],[232.85505111 284.33216664],[256.69808542 308.02309523],[268.53014214 319.27986522],[224.96695143 316.24138857],[232.27326293 311.74144231],[250.45363198 327.356729  ],[260.92642647 337.50465739]
[272.67522392 355.139504  ],[295.4987733  334.35247574],[291.12068899 306.79875704],[270.02346795 302.08393232],[252.23493258 299.02490657],[263.07739958 262.46213718],[248.25968434 223.17384563],[243.69090484 199.09657576],[241.42001282 182.05444809],[241.88400797 277.31745633],[212.26909076 233.43593914],[200.58618818 210.13261639],[187.85168193 189.95996765],[225.80341654 297.86965285],[209.35904181 282.8775057 ],[237.96698649 302.94409385],[252.09531526 312.7947179 ],[212.8388621  316.59617858],[208.35915526 308.7340272 ],[229.69283154 323.38951892],[244.01771177 334.1338554 ]
[257.61026937 350.54381234],[282.08376379 328.22225529],[273.50264388 296.69511352],[240.52586033 294.82796332],[212.6148015  297.39950979],[248.48940813 251.77544904],[235.12780319 211.16690654],[232.39835335 192.14067446],[233.87195937 183.89695014],[224.27140424 267.62844154],[189.3669332  225.60229618],[178.79882303 206.99979548],[172.89263305 196.90373845],[206.52105956 288.72817195],[186.97673627 278.40680239],[217.59708659 299.15011538],[235.41296472 309.39937786],[194.69171448 306.23314151],[188.48023646 301.33073413],[211.06172906 316.21869332],[227.65121137 325.59258811]
[246.31930459 344.00848718],[266.17402892 317.05605732],[259.18649082 286.02124962],[233.05946855 278.40115854],[208.51722204 279.36056444],[228.43910843 239.98773682],[214.34282089 204.915991  ],[210.61518682 181.59297871],[207.54217289 167.00965072],[203.96708876 257.09954533],[164.32152201 222.58027163],[148.24817177 204.4535575 ],[132.83438246 194.20293126],[189.99201717 280.79142958],[173.39155303 274.6647034 ],[203.6608243  290.56861372],[219.14565012 298.63448419],[180.91791332 303.77286071],[173.24701279 298.53924633],[195.0850275  308.56123034],[211.7209257  316.63655432]
[239.78214857 337.13765634],[261.703417  311.6774474],[250.86348197 276.50180096],[216.22203767 268.11867156],[185.84314092 270.7356721 ],[226.68961396 228.1925316 ],[215.79078191 194.08317997],[213.52148731 169.93344875],[209.92657042 153.23074087],[201.4116143  246.05611004],[161.69417541 211.99932675],[144.75375215 192.0119642 ],[125.94151022 176.71047468],[185.4955242  269.57985961],[164.50066363 262.81112839],[198.32088636 281.28206349],[214.87176043 288.99611569],[173.60422177 291.82132806],[162.64903682 286.77276152],[188.25410766 298.07868421],[206.98845523 304.5169714 ]
[230.81933689 325.89572679],[260.95794286 306.90015177],[247.57013389 267.7027768 ],[207.92684838 256.52379951],[174.06743959 255.95809016],[221.38476723 216.09044309],[212.2505961  179.33162433],[207.36799172 158.10671062],[198.6555634  143.20624072],[193.20272148 231.80690978],[154.25313766 200.41702694],[134.34066415 180.84791801],[113.94845223 165.61115555],[172.04788698 253.86121688],[148.59607152 249.36157571],[182.87217617 268.86858358],[202.21781971 276.5095557 ],[158.92626609 274.66788259],[148.80141431 278.12744825],[177.45707514 292.99603457],[197.22016219 299.11613625]
[219.3302869  331.79824335],[251.67389164 314.46005637],[245.72363293 273.4042383 ],[208.58303504 256.4059262 ],[178.80778555 247.04650997],[221.54263655 216.84689543],[212.72714746 179.01543021],[206.16458403 154.02111156],[199.03791623 135.44584961],[193.45492318 228.47244131],[156.82636833 187.68501785],[133.06939196 159.04969846],[113.82912448 138.66730346],[169.22780401 247.24808313],[144.42692118 240.89889434],[169.77783799 265.00378958],[187.19958874 274.60957216],[154.20043056 264.72969627],[145.59281596 268.72986611],[169.96567825 288.11081267],[189.54292705 295.95230711]
[215.34989058 319.91266344],[236.7812748  311.35227376],[227.04553003 278.23849197],[189.4924178  266.37775469],[157.6215537  259.45153728],[215.0643727  213.68964024],[215.89438834 175.60274438],[213.38900297 153.41005064],[208.17952684 136.60214313],[186.53249892 219.07763816],[155.27674928 179.04085424],[131.88400645 155.00326976],[114.52910408 138.18122684],[162.33990254 234.99566465],[139.31115851 231.50710887],[164.99106467 258.57555615],[181.39434974 270.93458289],[146.95803997 252.49625965],[134.35433689 263.32537632],[155.95930498 283.58953515],[174.77123505 292.18288651]
[199.20424401 308.72946612],[221.78847845 291.97446898],[209.99277303 252.7018598 ],[181.26139583 235.23496473],[153.3505164  218.38971023],[200.42554833 202.01969463],[196.67651638 162.74494979],[194.1238209  136.09991873],[188.48193683 113.2798151 ],[171.55052467 212.13406717],[130.03214404 172.66125921],[107.57234851 146.67086022],[ 89.42814028 123.32396049],[147.95845221 229.66619435],[120.85841706 216.04412694],[148.29589141 243.26273892],[167.0193174  258.88035948],[132.42655239 247.15603326],[115.84921241 246.84799413],[137.23527996 266.70571317],[155.34217096 277.98299425]
[188.53959699 308.71910352],[216.3361776  288.66098912],[207.25564621 249.23162784],[176.71371181 230.31251932],[149.14104232 216.20403036],[197.05432766 198.31219984],[198.38430253 158.68268852],[197.30310036 130.05820358],[192.5793249 105.9383159],[167.75844964 207.62501859],[132.06465476 167.03717583],[112.11435653 137.43313677],[ 95.92955294 115.05082565],[143.86864029 224.49785279],[116.60491356 210.92013734],[142.55643576 240.51933545],[159.91009665 260.27876112],[127.19961618 242.0250226 ],[113.42629855 241.96240137],[134.07152034 264.12243938],[150.43825209 278.55486029]
[180.01699588 322.90939626],[211.12803629 309.12293829],[207.10702241 271.3561692 ],[171.06012576 251.25360311],[133.10880458 238.17414774],[200.90013726 210.91612457],[203.40803146 165.1034611 ],[206.19987043 134.62264754],[203.44890083 110.07599333],[169.31932881 216.91773965],[141.58348565 167.15968105],[125.80968084 135.7387023 ],[108.90163385 107.89587599],[143.70467998 232.11576525],[119.17048986 219.44769151],[142.14513291 252.64324787],[155.03487956 268.81406999],[125.04261116 248.09002447],[110.59793578 245.60053152],[129.18316939 270.55701077],[143.58445385 284.76908442]
[173.00173305 354.01746934],[200.55393665 344.67140505],[198.87497334 311.23988262],[163.97223169 289.55705513],[126.53750094 268.9648697 ],[208.69819056 243.78423331],[221.29332734 197.77166144],[227.98378919 167.5959921 ],[227.58290322 141.81079266],[174.74018976 242.97534549],[151.93048177 184.24758311],[138.82149053 149.31091111],[124.83122125 118.73290804],[145.38514536 254.48607058],[123.53669867 238.53480083],[141.94853999 276.17165143],[152.20344065 295.54586371],[121.13683179 266.20045972],[106.55584172 261.95762667],[121.62509177 290.91650187],[134.12750106 310.79650226]
[173.32446559 379.37532628],[203.97122282 366.34033827],[203.28566927 332.95949054],[175.3565657 307.7979654],[144.20883665 285.38689173],[219.27490152 269.37715398],[230.81363818 223.90962828],[238.47861751 193.93018816],[243.89709876 172.89548804],[187.13694212 270.52344841],[175.44893417 210.22326742],[166.1147462  176.80562182],[158.07288954 155.2465783 ],[159.80001207 281.85246338],[137.06959549 259.1997917 ],[148.8771422  293.29000818],[156.3903551  313.32465551],[135.93081304 295.10020185],[122.2827607  285.58542595],[133.22338584 314.30656103],[142.66774797 337.25722551]
[180.52498135 376.43648082],[202.62917926 371.79270823],[208.16885791 341.19321945],[184.91290609 310.99382549],[159.43357441 283.25081329],[230.78123896 281.99199102],[238.75024207 239.11495132],[245.86005004 209.92359631],[250.89655205 187.89946015],[201.57736664 279.1484826 ],[205.74101099 228.48021359],[209.48067813 191.94378374],[210.74009536 161.94708246],[173.96259871 284.26626423],[157.37671449 267.23269344],[162.49480298 303.08483503],[166.18056063 321.54566504],[149.07453176 291.88629592],[141.38674858 285.03078386],[149.99403271 313.3257968 ],[157.30214561 333.524903  ]
[189.74612695 378.37496769],[217.23125531 374.86196733],[225.00750193 348.78118684],[201.22534044 318.72797929],[170.6459995  288.02955536],[243.86889197 285.10989155],[253.80260502 247.07233325],[264.26761656 219.9371055 ],[273.99455096 198.55955323],[209.77391403 282.93422522],[208.66547733 233.27567024],[212.42755934 198.53536879],[214.86574199 172.28318409],[178.58669487 288.71355809],[165.3724488  281.14627069],[172.9416686  318.23427697],[177.41299491 336.90944079],[151.2514291  298.34183462],[144.65268074 297.82401051],[155.8770073  323.74860319],[164.76673523 340.37885483]
[205.4455849  398.59730326],[230.91354766 390.48345082],[243.26367571 358.16400919],[222.71399224 326.83257734],[198.82926794 301.36865614],[260.0075797  300.36090177],[276.75552468 262.08710018],[285.31206867 236.36196668],[293.7764799  217.89756894],[229.89697086 292.49511618],[231.8408215  241.13205133],[232.21623737 207.37781982],[230.83563834 181.17780684],[201.01087535 300.44545349],[187.18010367 282.18184559],[193.36181763 317.99641777],[195.64916743 336.59063195],[173.33200601 313.46359039],[167.32079432 305.7524785 ],[175.86882173 332.43382867],[181.21761561 350.19510555]
[229.57827712 408.73904994],[263.38485581 394.99467159],[278.25025371 354.73488218],[257.95015981 327.75341552],[233.76423872 310.68744066],[280.6961537  295.93366372],[296.44386417 258.12583029],[309.24934732 231.13249733],[320.6023434 211.9197775],[250.38180827 290.8168752 ],[241.66989889 232.25695159],[238.64352216 193.70305656],[233.00374022 165.24931763],[222.95798989 301.40809788],[217.22946014 278.68049291],[227.23264847 314.13372617],[230.72684441 334.58234333],[197.9335794  314.48418513],[199.2207248  304.16685302],[209.82934842 330.78235118],[217.66423598 351.53361028]
[257.31390913 393.55407347],[298.81877619 391.51240894],[311.58345064 357.68775353],[284.81398052 332.2667252 ],[253.72700066 315.80202105],[316.84581024 306.65553568],[334.7940436 271.4164934],[348.51704671 246.2225831 ],[360.21834474 223.14017255],[286.59380722 298.89420115],[288.33735311 256.16099462],[289.04972601 224.07648576],[288.35629592 194.3738177 ],[259.09566226 303.3371704 ],[256.30371189 293.86613888],[264.88541062 325.21543309],[269.97185462 337.77558325],[234.58813486 313.68665169],[236.35837208 308.95775894],[244.74974576 334.66793482],[250.50802037 351.53294183]
[286.41815146 392.85160591],[328.39636275 386.02177411],[340.94674008 352.18755383],[317.88601338 325.94554111],[289.711322   312.59715282],[340.35689019 301.1961335 ],[359.74516442 262.64891449],[376.14939231 238.26895207],[387.59024634 216.25589175],[310.31029146 296.26661095],[308.82459409 247.90198808],[309.73358411 214.17588989],[305.83065736 183.36153171],[282.59594715 303.66069492],[282.92534117 291.20205264],[296.29356461 323.38844621],[302.63558381 339.07470002],[258.40595066 315.44278923],[265.4771714  309.67455026],[275.60317288 331.7305314 ],[281.8811113 346.4776915]
[301.98640118 415.05143572],[345.60554456 404.03469999],[366.44379243 358.05560895],[344.51753306 324.23228833],[318.68246087 309.83523383],[369.26527111 300.23941114],[387.34991726 261.89783987],[400.04120421 234.21290168],[411.18254205 205.16276001],[337.51635047 293.14771844],[336.97931487 243.04905908],[336.2162616 205.4148704],[335.15137725 165.79593793],[307.93881437 299.49314806],[303.82742377 278.82656447],[316.4029574  317.28539361],[323.68903928 339.87574559],[280.30062505 313.325077  ],[285.94646986 295.11350872],[298.76430048 319.67623586],[306.78147754 341.70184132]
[307.83125471 418.43726122],[357.82375994 403.85790558],[373.02743511 358.77639266],[354.01046557 324.35148048],[337.19321756 308.88287043],[375.77343763 297.7437279 ],[397.21320227 253.45066939],[409.93731853 222.2290898 ],[421.58922785 193.89869225],[344.17506443 292.65166407],[343.37125772 234.66415376],[342.19380123 194.01251378],[342.27398098 154.21368028],[316.22978551 302.00366523],[311.85979493 274.32210908],[324.79030598 310.08839625],[332.88918744 334.22386467],[289.37076615 316.2818708 ],[291.95696151 295.28046176],[306.26696126 318.62962351],[316.9643457  342.59631761]
[319.78740397 406.38060397],[366.57119502 392.6351059 ],[388.53805717 349.04946447],[366.87221655 314.65480415],[342.92459096 300.45859422],[384.82751474 281.05653284],[404.45625817 237.39802554],[417.42138614 207.73471586],[429.99831289 179.96380491],[350.54691523 274.72197471],[347.85144584 220.63306801],[344.38492515 182.53746713],[341.28560181 144.43786808],[318.63679723 282.67381358],[312.05243369 263.5764065 ],[327.83544597 303.06284432],[338.34261994 326.39358323],[289.40390006 295.5457905 ],[290.76046289 281.84779585],[307.10550335 310.3003416 ],[319.1283545  335.17956337]
[313.07034279 400.23538874],[361.38064138 388.0920478 ],[380.3765455 343.2471128],[357.78699428 308.31144253],[334.592645   292.36593864],[380.73400513 272.27073099],[400.82267231 227.7521407 ],[413.53858364 197.03118433],[426.47366829 167.11898731],[345.9337766  263.24701705],[347.48363052 205.6569296 ],[344.84852299 163.16780693],[342.91695378 121.25438534],[314.63201835 272.48727516],[309.69415181 248.77063904],[323.22171681 291.46922845],[330.76183315 318.34816884],[284.97669893 287.92142198],[287.52036737 271.18756555],[302.43215414 298.8410781 ],[313.11329585 325.69978949]
[299.05900163 398.51424891],[341.53629155 388.64374951],[362.78553799 339.79678198],[345.70406022 300.55207853],[327.3034152 276.7103177],[367.70268148 263.98599384],[389.97942976 214.17449391],[403.17649552 180.64719933],[415.0064583  149.10234387],[330.21721963 255.59564194],[329.66111277 194.36193576],[322.36160296 148.43511264],[314.25740911 104.86612647],[297.20902196 266.67189462],[293.32850372 235.62230983],[308.09399616 274.2039115 ],[314.23563792 302.88788085],[265.68461606 285.60754806],[269.25810922 263.35017534],[284.42358783 286.97251056],[294.70260585 312.35737351]
[287.38520329 379.31908276],[332.29494523 370.1898677 ],[354.75964641 326.20237936],[330.31441951 294.88544524],[301.63355812 280.38027965],[353.69068655 249.23183289],[378.08797045 204.0827465 ],[395.71251972 170.34539179],[410.78960633 139.61023888],[311.46169765 241.02857344],[309.12760061 182.15522072],[304.77588851 140.36304716],[296.50179467 101.66936825],[277.17283026 254.72402196],[275.27198569 232.84815407],[292.95819684 276.39473448],[298.8226697  301.45636174],[244.45359559 274.00669271],[251.70371582 258.10524485],[267.6299728  286.65864136],[276.70913892 311.5156373 ]
[267.50549043 360.89835608],[315.8755895  354.76719443],[338.66711077 312.30458795],[313.60753506 278.00767641],[281.84082465 256.09151268],[339.528059   235.84652441],[364.65107977 185.90309381],[382.23607798 153.20668173],[394.51846918 127.9787234 ],[299.34814524 229.6271694 ],[294.44321043 170.05866184],[288.80363707 123.95345714],[281.98183265  87.14517327],[263.05809911 239.66481657],[254.68882813 218.60067804],[274.02481921 257.9940568 ],[287.190632   283.21537818],[234.75579895 255.68354767],[233.41046485 241.67911305],[250.7153949  269.64537221],[265.28914452 294.267421  ]
[255.50584362 356.56211729],[303.75996099 348.05482829],[324.80048633 304.16093554],[299.52572559 268.4770038 ],[274.12028473 240.74568361],[330.40527282 225.60682849],[353.54940143 173.25213759],[372.30144077 137.28540486],[387.90830002 102.86456489],[291.31960874 220.51807468],[284.94812432 157.41314531],[278.7966649  106.33456995],[271.7860738   58.65215912],[251.66154619 227.93019473],[244.97868727 199.29054459],[262.34305526 237.27815482],[271.52228712 262.72765489],[222.04961874 241.57645191],[221.42259244 223.84224101],[238.0520492  248.51720068],[250.15466095 272.04318548]
[249.95414389 364.66509667],[302.02745789 346.54594974],[319.37651662 288.78550329],[288.65319567 252.07099415],[253.24100962 225.06250568],[312.7539295  216.78174942],[341.36668769 162.81945501],[361.25307088 124.07553676],[374.93336729  87.75695624],[272.87948395 214.15475427],[262.46615513 147.82921594],[255.98094805  96.18187081],[245.6820696   48.49233485],[236.91699865 227.90029881],[226.44730703 189.55461206],[245.47807249 230.55896425],[253.63609835 258.67576342],[205.4292669  247.75332741],[208.43328378 223.72750202],[229.11716867 255.39349062],[242.24567637 283.90548392]
[231.18096161 378.73197636],[289.03881991 367.08372633],[307.44508014 314.05175749],[267.33535775 277.62828375],[227.68062818 242.21280799],[308.24477798 230.30348935],[338.47734316 165.52867598],[357.89264653 124.26618024],[369.62722597  85.76212139],[263.00731309 225.69621249],[253.03721634 151.02209686],[237.69803012  92.92021348],[220.55007123  37.33090728],[218.20882216 234.15410442],[206.21145495 196.04068276],[225.28043533 241.02420725],[235.76759132 268.35226923],[185.09664043 249.8753204 ],[183.16713031 231.76529404],[205.25152803 266.98381269],[219.05961099 295.32400146]
[242.68015858 317.25735876],[276.4769624  311.27501957],[298.28679331 295.01697004],[279.74937084 284.50085199],[250.40898084 266.81874901],[296.00643605 219.64151244],[321.32229187 181.98769063],[330.52815578 152.63363018],[335.88774428 123.74654402],[261.02245966 216.17307728],[238.47517623 188.63158485],[226.17363237 214.69052471],[227.76897927 242.70671241],[225.71585241 219.74953403],[195.95712137 217.16761741],[195.65763527 259.08096818],[204.82211887 287.26459883],[198.61714031 234.87353717],[176.91095458 240.91697233],[178.19417882 266.23991015],[190.64625977 280.48994039]
[311.59043724 203.13551585],[287.50210345 220.35394565],[273.70020155 230.0031004 ],[257.86656521 227.51329483],[240.85619817 210.88400532],[247.8817921  274.69209869],[221.85086164 285.13100279],[220.43117795 270.71693896],[226.38379593 260.09741499],[235.41829477 272.57173024],[205.75977293 265.48979892],[210.86987698 240.26291471],[222.59006408 230.10266786],[237.62852882 261.78916457],[216.99296449 247.23454467],[232.15012596 231.29695939],[247.49190037 232.10181583],[246.79987625 244.13443841],[233.32435804 219.44609761],[241.38385124 208.81394185],[250.94574581 210.38847472]
[237.06381964 311.61345981],[269.28829898 296.13625687],[283.42878761 267.84976096],[268.51371841 247.49496144],[253.57177227 224.52486535],[274.27448174 211.63094672],[296.40784965 179.18468378],[308.38144152 151.83117141],[316.70746065 116.77123914],[238.06840132 206.10911583],[237.11103528 171.57021581],[238.89795084 156.42987632],[247.5464243  149.61407999],[203.98436196 213.94773644],[184.75793908 217.66857002],[186.70952252 258.84324554],[193.41365759 286.25342948],[178.59371592 232.41306099],[166.85994982 241.04232304],[174.77191953 264.74510731],[185.21313352 280.55970056]
[208.19544182 336.52223609],[253.87738076 326.77175581],[260.69187025 285.14237856],[229.63718544 259.09456412],[196.09532283 235.24783131],[272.02450343 209.48986366],[293.21429386 156.51747638],[312.1066187  120.05187052],[322.13306024  87.55271256],[229.21794821 210.19962633],[215.80722932 152.93513947],[208.59136236 107.09109291],[195.41286751  67.52280297],[189.93607738 223.28994936],[178.29425353 207.73977406],[195.89683359 248.9914559 ],[203.82458443 266.74574818],[156.0424496  240.21200073],[153.72467126 235.77851541],[171.88728599 267.18344083],[184.27940875 286.72712161]
[201.99123326 345.86026436],[243.43005867 338.7056646 ],[256.39909536 292.97592744],[227.16446452 265.39435726],[193.08633714 242.26638216],[262.37369295 206.11802208],[283.17857845 154.93040319],[301.03726488 121.28364718],[310.92840743  93.00067897],[220.45454915 204.22915987],[208.23253415 147.02272234],[196.41331586 102.50480012],[178.91977142  63.9919401 ],[187.57894988 217.79874079],[179.40442574 205.36323468],[194.96471052 245.14547163],[197.90225884 263.94163168],[159.51004311 237.50124676],[160.14130519 237.2807646 ],[178.00738833 268.12486577],[188.4749695  289.36966409]
[196.83853668 339.72958961],[240.02159469 329.2034001 ],[247.48236259 283.7435674 ],[217.52189436 255.67648472],[183.71809548 234.88349353],[253.05704233 213.86813479],[272.78865742 161.23905472],[288.79562391 127.20804105],[298.90279038  99.65541304],[215.4807065  212.53332271],[203.807861   154.55130212],[195.76505723 109.40915305],[181.71374584  68.8770657 ],[184.28619711 226.01054284],[170.26455462 207.40123392],[186.55535707 244.81618454],[191.66335556 263.7541846 ],[158.22810812 242.58153048],[153.52589102 239.88983591],[171.51449462 272.09488834],[182.02589522 296.65805862]
[191.7728059  334.46666523],[226.04695535 324.11089562],[237.16111244 286.91171765],[214.4364409  259.32787726],[182.26178141 232.99592707],[245.03830765 217.15116052],[266.42236383 179.39707139],[277.507482   148.11896919],[284.09601667 120.10626825],[211.77929637 213.64119781],[200.94450344 162.1959316 ],[190.4339678 121.9964383],[178.75519418  89.46108336],[183.11098571 225.96745042],[171.40502523 206.96674924],[182.16159568 241.24346451],[187.14190823 261.03482348],[157.534291   241.93769002],[150.9008811 232.0085365],[162.28044103 262.11033749],[171.78865817 285.9150523 ]
[194.3724128  327.71570182],[227.35803909 317.99115628],[239.58919412 283.28631543],[216.86935272 259.20752398],[188.63721439 233.27174625],[247.86157986 221.59225774],[267.20940801 182.93071787],[279.29734208 156.33989186],[287.80059983 133.94802812],[216.19195312 216.52328045],[205.40403563 164.2450324 ],[196.56917436 127.56818689],[187.89408106  95.58957337],[189.63821515 226.70548806],[179.52433722 209.36936267],[189.89081169 240.49227909],[195.01721622 257.69353981],[166.65966392 240.1658092 ],[160.90299685 230.64841958],[171.95295217 257.38610977],[180.94232125 279.09594243]
[203.17224686 312.3376548 ],[235.5751817  308.99244678],[243.5860995  281.47091375],[226.5955764  256.74586526],[200.60818951 224.89361173],[258.83175981 227.25630076],[278.16234538 190.87109377],[290.7697314 165.2061329],[299.92826558 144.46824114],[230.86022574 220.64952713],[223.56335837 175.30292202],[216.25062644 138.25138367],[208.3004016  106.06514001],[205.69946954 226.45313595],[197.81366155 206.39264783],[204.54063651 233.21552993],[206.03336975 250.08968082],[183.17958974 236.1921956 ],[179.8032317  225.76792897],[188.0100099  247.30154493],[192.92646375 264.45574067]
[212.85587086 304.24456156],[251.53058039 299.1095221 ],[260.46704369 270.74983717],[242.06325949 246.08943024],[216.19537201 221.21842498],[273.62817258 222.66629763],[293.40745109 190.85491018],[305.56669163 168.26242917],[311.1875616  148.21366686],[244.37280708 221.07887681],[235.73853241 180.79617952],[232.1694931  144.73392713],[228.6291793  110.43117243],[217.94273679 228.8601374 ],[211.8390401  210.60552289],[221.00036332 232.93321332],[227.18487666 243.98567046],[196.43091217 238.58229265],[193.87164474 220.06259807],[199.34251314 229.03020381],[203.65090112 234.15960643]
[234.55866237 304.42859697],[266.73081202 303.12578534],[280.56082502 277.55660361],[266.29003692 253.11401923],[248.26335648 229.4600495 ],[291.37384876 235.95637267],[311.4602829  201.56428291],[325.48642838 179.46573986],[335.01290408 159.48391848],[264.87119134 229.74709241],[258.86137737 182.82988913],[254.12207053 153.32766188],[249.73462534 128.94582361],[240.41652924 232.48831597],[233.10430226 207.04389517],[237.03184984 230.3611253 ],[237.98190284 243.89660616],[219.00731491 240.0258099 ],[215.31624257 222.67529432],[219.18716765 244.71715337],[221.23610716 262.34096672]
